Observed,strata,x-val,y-val,resource,StepLength
0,13,76,69,1.0350950,3.0000000
0,13,76,69,1.0350950,3.0000000
0,14,74,71,0.2670948,5.3851648
0,14,81,64,-0.8470923,5.3851648
0,14,70,66,0.4391001,6.0000000
0,14,77,68,0.3981744,2.2360680
0,14,75,71,0.0268309,5.0990195
0,14,80,70,-1.0581220,5.6568542
0,14,75,74,-0.4843892,8.0622577
0,14,78,68,-0.4169036,2.8284271
0,14,73,60,1.1060040,6.7082039
0,14,75,65,1.4119800,1.4142136
0,15,71,65,0.4786522,5.0990195
0,15,78,72,-0.6559189,6.3245553
0,15,74,57,1.2739120,9.2195445
0,15,72,66,0.4782604,4.0000000
0,15,80,66,-0.3133251,4.0000000
0,15,74,64,1.3669970,2.8284271
0,15,71,71,0.6170467,7.0710678
0,15,80,69,-1.2583110,5.0000000
0,15,74,63,1.3438290,3.6055513
0,15,75,64,1.3126930,2.2360680
0,16,81,63,-0.7699025,5.8309519
0,16,81,65,-0.0924473,5.0990195
0,16,77,67,0.6671395,1.4142136
0,16,73,73,0.7747334,7.6157731
0,16,73,61,0.4985008,5.8309519
0,16,71,68,0.7177114,5.3851648
0,16,65,61,1.4224110,12.0830460
0,16,72,66,0.4782604,4.0000000
0,16,85,65,-1.4333340,9.0553851
0,16,73,69,0.3369320,4.2426407
0,17,76,68,1.0978560,2.0000000
0,17,76,68,1.0978560,2.0000000
0,17,84,66,-1.3213190,8.0000000
0,17,76,59,1.5081080,7.0000000
0,17,83,70,-1.8683180,8.0622577
0,17,79,68,-0.2558103,3.6055513
0,17,78,66,0.8060785,2.0000000
0,17,83,71,-1.1798210,8.6023253
0,17,72,61,0.4390671,6.4031242
0,17,75,59,1.2487890,7.0710678
0,18,78,69,-0.1417045,3.6055513
0,18,78,65,0.7682252,2.2360680
0,18,75,60,1.3529380,6.0827625
0,18,78,71,-0.2046405,5.3851648
0,18,75,67,1.8707250,1.4142136
0,18,74,62,0.8112846,4.4721360
0,18,74,74,-0.8531852,8.2462113
0,18,88,74,-1.1114060,14.4222051
0,18,75,71,0.0268309,5.0990195
0,18,74,68,1.0092890,2.8284271
0,19,76,64,0.8373923,2.0000000
0,19,78,61,0.5731466,5.3851648
0,19,87,72,-0.9174383,12.5299641
0,19,77,64,0.6397595,2.2360680
0,19,80,64,-0.3133998,4.4721360
0,19,73,67,0.3050377,3.1622777
0,19,75,65,1.4119800,1.4142136
0,19,79,66,-0.0037490,3.0000000
0,19,77,68,0.3981744,2.2360680
0,19,77,64,0.6397595,2.2360680
0,20,83,72,-0.8746728,9.2195445
0,20,79,61,-0.0330938,5.8309519
0,20,77,67,0.6671395,1.4142136
0,20,69,66,0.9320314,7.0000000
0,20,71,65,0.4786522,5.0990195
0,20,79,63,-0.1424826,4.2426407
0,20,72,64,1.1323590,4.4721360
0,20,78,66,0.8060785,2.0000000
0,20,73,63,1.0322060,4.2426407
0,20,79,66,-0.0037490,3.0000000
0,21,78,69,-0.1417045,3.6055513
0,21,68,62,1.3897680,8.9442719
0,21,78,63,0.3493321,3.6055513
0,21,78,71,-0.2046405,5.3851648
0,21,73,57,0.8154575,9.4868330
0,21,70,62,1.1503020,7.2111026
0,21,67,68,0.6853740,9.2195445
0,21,74,69,0.8611141,3.6055513
0,21,75,66,1.7440390,1.0000000
0,21,81,61,-0.3612001,7.0710678
0,22,76,65,1.5170760,1.0000000
0,22,75,60,1.3529380,6.0827625
0,22,71,70,1.0179700,6.4031242
0,22,74,68,1.0092890,2.8284271
0,22,80,73,-0.8991229,8.0622577
0,22,78,72,-0.6559189,6.3245553
0,22,76,74,-0.5958757,8.0000000
0,22,85,63,-1.1806940,9.4868330
0,22,71,73,1.0199020,8.6023253
0,22,78,69,-0.1417045,3.6055513
0,23,75,71,0.0268309,5.0990195
0,23,83,66,-0.7042534,7.0000000
0,23,77,66,1.4616730,1.0000000
0,23,72,67,0.4673145,4.1231056
0,23,74,65,0.9701193,2.2360680
0,23,80,68,-0.4406022,4.4721360
0,23,84,74,-1.3750290,11.3137085
0,23,74,64,1.3669970,2.8284271
0,23,79,61,-0.0330938,5.8309519
0,23,71,72,0.2997289,7.8102497
0,24,79,66,-0.0037490,3.0000000
0,24,74,60,1.5234990,6.3245553
0,24,68,60,0.7893619,10.0000000
0,24,78,61,0.5731466,5.3851648
0,24,75,66,1.7440390,1.0000000
0,24,77,61,0.5423336,5.0990195
0,24,71,61,0.8767631,7.0710678
0,24,74,63,1.3438290,3.6055513
0,24,71,70,1.0179700,6.4031242
0,24,77,68,0.3981744,2.2360680
0,25,72,64,1.1323590,4.4721360
0,25,70,69,0.8879711,6.7082039
0,25,66,68,0.2845487,10.1980390
0,25,63,59,0.3056134,14.7648231
0,25,82,66,-0.7930626,6.0000000
0,25,79,67,0.0779123,3.1622777
0,25,71,72,0.2997289,7.8102497
0,25,79,61,-0.0330938,5.8309519
0,25,75,71,0.0268309,5.0990195
0,25,75,65,1.4119800,1.4142136
0,26,76,68,1.0978560,2.0000000
0,26,76,68,1.0978560,2.0000000
0,26,79,57,0.4495126,9.4868330
0,26,73,63,1.0322060,4.2426407
0,26,78,63,0.3493321,3.6055513
0,26,79,62,-0.0214924,5.0000000
0,26,71,65,0.4786522,5.0990195
0,26,76,69,1.0350950,3.0000000
0,26,71,69,0.7210856,5.8309519
0,26,78,67,-0.0540760,2.2360680
0,27,78,62,0.7469046,4.4721360
0,27,83,59,-0.1167580,9.8994949
0,27,78,68,-0.4169036,2.8284271
0,27,76,68,1.0978560,2.0000000
0,27,74,65,0.9701193,2.2360680
0,27,77,57,1.4511980,9.0553851
0,27,74,74,-0.8531852,8.2462113
0,27,75,65,1.4119800,1.4142136
0,27,68,66,1.2519060,8.0000000
0,27,76,65,1.5170760,1.0000000
0,28,78,68,-0.4169036,2.8284271
0,28,75,66,1.7440390,1.0000000
0,28,77,55,-0.2278312,11.0453610
0,28,76,67,1.3930560,1.0000000
0,28,82,69,-1.2430040,6.7082039
0,28,71,64,1.0252430,5.3851648
0,28,73,63,1.0322060,4.2426407
0,28,81,64,-0.8470923,5.3851648
0,28,76,65,1.5170760,1.0000000
0,28,68,60,0.7893619,10.0000000
0,29,73,69,0.3369320,4.2426407
0,29,80,72,-1.4016400,7.2111026
0,29,73,68,0.4349045,3.6055513
0,29,73,60,1.1060040,6.7082039
0,29,73,69,0.3369320,4.2426407
0,29,76,69,1.0350950,3.0000000
0,29,66,74,-0.5559075,12.8062485
0,29,77,66,1.4616730,1.0000000
0,29,75,67,1.8707250,1.4142136
0,29,80,75,-1.4002050,9.8488578
0,30,73,57,0.8154575,9.4868330
0,30,77,62,0.8664919,4.1231056
0,30,79,68,-0.2558103,3.6055513
0,30,76,66,2.5387070,0.0000000
0,30,78,61,0.5731466,5.3851648
0,30,79,67,0.0779123,3.1622777
0,30,77,62,0.8664919,4.1231056
0,30,75,65,1.4119800,1.4142136
0,30,78,63,0.3493321,3.6055513
0,30,79,60,-0.5673340,6.7082039
0,31,77,64,0.6397595,2.2360680
0,31,74,66,1.0778940,2.0000000
0,31,77,61,0.5423336,5.0990195
0,31,80,77,-0.7577861,11.7046999
0,31,76,62,1.3048820,4.0000000
0,31,86,64,-1.0720240,10.1980390
0,31,67,65,1.9424850,9.0553851
0,31,73,74,0.0802783,8.5440037
0,31,74,64,1.3669970,2.8284271
0,31,76,66,2.5387070,0.0000000
0,32,78,65,0.7682252,2.2360680
0,32,76,69,1.0350950,3.0000000
0,32,76,66,2.5387070,0.0000000
0,32,78,70,-0.0444383,4.4721360
0,32,82,73,-1.2805100,9.2195445
0,32,72,64,1.1323590,4.4721360
0,32,81,62,-0.8675079,6.4031242
0,32,76,64,0.8373923,2.0000000
0,32,76,64,0.8373923,2.0000000
0,32,78,61,0.5731466,5.3851648
0,33,68,60,0.7893619,10.0000000
0,33,75,66,1.7440390,1.0000000
0,33,72,63,1.0605930,5.0000000
0,33,75,64,1.3126930,2.2360680
0,33,79,67,0.0779123,3.1622777
0,33,79,70,-0.0558439,5.0000000
0,33,75,62,0.9808444,4.1231056
0,33,79,65,0.2583941,3.1622777
0,33,79,68,-0.2558103,3.6055513
0,33,72,64,1.1323590,4.4721360
0,34,73,63,1.0322060,4.2426407
0,34,77,66,1.4616730,1.0000000
0,34,75,66,1.7440390,1.0000000
0,34,75,64,1.3126930,2.2360680
0,34,73,60,1.1060040,6.7082039
0,34,76,65,1.5170760,1.0000000
0,34,72,66,0.4782604,4.0000000
0,34,80,61,0.3972401,6.4031242
0,34,73,71,0.5505919,5.8309519
0,34,77,63,0.6538254,3.1622777
0,35,80,71,-0.7906400,6.4031242
0,35,77,66,1.4616730,1.0000000
0,35,75,68,1.5828870,2.2360680
0,35,74,70,0.8856198,4.4721360
0,35,76,66,2.5387070,0.0000000
0,35,77,68,0.3981744,2.2360680
0,35,74,68,1.0092890,2.8284271
0,35,76,66,2.5387070,0.0000000
0,35,78,67,-0.0540760,2.2360680
0,35,76,76,-1.0739960,10.0000000
0,36,77,64,0.6397595,2.2360680
0,36,72,68,0.4561744,4.4721360
0,36,74,66,1.0778940,2.0000000
0,36,76,68,1.0978560,2.0000000
0,36,77,65,1.3665180,1.4142136
0,36,83,64,-0.5541605,7.2801099
0,36,77,66,1.4616730,1.0000000
0,36,77,65,1.3665180,1.4142136
0,36,75,66,1.7440390,1.0000000
0,36,78,69,-0.1417045,3.6055513
0,37,79,67,0.0779123,3.1622777
0,37,76,63,1.2991780,3.0000000
0,37,78,72,-0.6559189,6.3245553
0,37,84,61,-1.4446040,9.4339811
0,37,72,62,0.7283620,5.6568542
0,37,75,65,1.4119800,1.4142136
0,37,79,70,-0.0558439,5.0000000
0,37,78,66,0.8060785,2.0000000
0,37,73,64,1.1954090,3.6055513
0,37,78,68,-0.4169036,2.8284271
0,38,74,70,0.8856198,4.4721360
0,38,84,62,-0.9273240,8.9442719
0,38,74,69,0.8611141,3.6055513
0,38,78,59,0.9935673,7.2801099
0,38,76,64,0.8373923,2.0000000
0,38,76,66,2.5387070,0.0000000
0,38,75,65,1.4119800,1.4142136
0,38,74,72,0.1889945,6.3245553
0,38,62,67,-0.5147386,14.0356688
0,38,68,61,1.0156680,9.4339811
0,39,81,62,-0.8675079,6.4031242
0,39,77,71,0.2223670,5.0990195
0,39,75,75,-0.7577456,9.0553851
0,39,78,67,-0.0540760,2.2360680
0,39,75,67,1.8707250,1.4142136
0,39,81,69,-1.0713880,5.8309519
0,39,79,65,0.2583941,3.1622777
0,39,74,67,1.3046250,2.2360680
0,39,78,68,-0.4169036,2.8284271
0,39,72,58,0.8538520,8.9442719
0,40,71,64,1.0252430,5.3851648
0,40,79,65,0.2583941,3.1622777
0,40,81,68,-1.3321630,5.3851648
0,40,69,55,0.5638539,13.0384048
0,40,74,65,0.9701193,2.2360680
0,40,74,72,0.1889945,6.3245553
0,40,78,66,0.8060785,2.0000000
0,40,75,68,1.5828870,2.2360680
0,40,76,66,2.5387070,0.0000000
0,40,70,66,0.4391001,6.0000000
0,41,81,68,-1.3321630,5.3851648
0,41,71,64,1.0252430,5.3851648
0,41,76,67,1.3930560,1.0000000
0,41,81,63,-0.7699025,5.8309519
0,41,78,58,0.8263172,8.2462113
0,41,72,68,0.4561744,4.4721360
0,41,78,77,-0.6802234,11.1803399
0,41,79,65,0.2583941,3.1622777
0,41,75,66,1.7440390,1.0000000
0,41,71,60,0.6739497,7.8102497
0,42,74,68,1.0092890,2.2360680
0,42,78,64,0.5579233,3.6055513
0,42,76,66,2.5387070,1.0000000
0,42,75,66,1.7440390,0.0000000
0,42,74,76,-0.9340996,10.0498756
0,42,70,62,1.1503020,6.4031242
0,42,78,67,-0.0540760,3.1622777
0,42,80,66,-0.3133251,5.0000000
0,42,69,59,0.6219095,9.2195445
0,42,74,64,1.3669970,2.2360680
0,43,75,65,1.4119800,1.4142136
0,43,82,61,-1.2624200,7.8102497
0,43,76,73,-0.0996621,7.0000000
0,43,84,62,-0.9273240,8.9442719
0,43,73,66,0.5006508,3.0000000
0,43,77,65,1.3665180,1.4142136
0,43,68,70,1.7433770,8.9442719
0,43,74,66,1.0778940,2.0000000
0,43,77,66,1.4616730,1.0000000
0,43,78,69,-0.1417045,3.6055513
0,44,67,72,0.6041150,2.2360680
0,44,68,71,1.4091270,1.0000000
0,44,64,72,0.9760816,4.4721360
0,44,71,67,0.8914676,4.2426407
0,44,67,72,0.6041150,2.2360680
0,44,69,71,1.1816350,1.4142136
0,44,67,81,-1.2247240,11.0453610
0,44,69,67,1.5723360,3.1622777
0,44,67,66,1.7483070,4.1231056
0,44,76,68,1.0978560,8.2462113
0,45,75,66,1.7440390,1.0000000
0,45,82,64,-0.6303703,6.3245553
0,45,75,66,1.7440390,1.0000000
0,45,77,66,1.4616730,1.0000000
0,45,75,65,1.4119800,1.4142136
0,45,80,58,-0.3248976,8.9442719
0,45,78,62,0.7469046,4.4721360
0,45,77,65,1.3665180,1.4142136
0,45,83,69,-1.8000650,7.6157731
0,45,66,76,-0.1817399,14.1421356
0,46,80,67,-0.7031519,5.0000000
0,46,81,74,-1.8312040,9.2195445
0,46,76,69,1.0350950,2.2360680
0,46,75,65,1.4119800,2.0000000
0,46,63,74,0.2372880,13.8924440
0,46,71,71,0.6170467,5.6568542
0,46,72,72,0.7636088,5.8309519
0,46,75,67,1.8707250,0.0000000
0,46,71,53,1.2738890,14.5602198
0,46,78,64,0.5579233,4.2426407
0,47,68,73,0.5448961,3.0000000
0,47,69,70,1.4300790,1.0000000
0,47,63,72,1.3159610,5.3851648
0,47,68,75,0.1164816,5.0000000
0,47,70,69,0.8879711,2.2360680
0,47,67,63,1.7725150,7.0710678
0,47,74,70,0.8856198,6.0000000
0,47,69,71,1.1816350,1.4142136
0,47,70,70,0.6793345,2.0000000
0,47,64,75,-0.3093221,6.4031242
0,48,71,67,0.8914676,5.0990195
0,48,77,65,1.3665180,1.4142136
0,48,75,59,1.2487890,7.0710678
0,48,70,57,0.3674321,10.8166538
0,48,76,65,1.5170760,1.0000000
0,48,71,51,-0.7901984,15.8113883
0,48,76,62,1.3048820,4.0000000
0,48,72,63,1.0605930,5.0000000
0,48,77,72,-0.5966537,6.0827625
0,48,76,59,1.5081080,7.0000000
0,49,75,68,1.5828870,2.2360680
0,49,73,66,0.5006508,3.0000000
0,49,76,66,2.5387070,0.0000000
0,49,79,62,-0.0214924,5.0000000
0,49,73,65,0.3439477,3.1622777
0,49,74,69,0.8611141,3.6055513
0,49,73,66,0.5006508,3.0000000
0,49,80,63,-0.3019793,5.0000000
0,49,75,69,0.9442655,3.1622777
