Date,Time,Long,Lat,heightAboveMsl
30/12/2001,07:00:00,-115.79768,52.11067,1586
30/12/2001,09:01:00,-115.79798,52.11082,1589
30/12/2001,11:00:00,-115.79189,52.10983,1585
30/12/2001,13:00:00,-115.79167,52.10949,1585
30/12/2001,15:00:00,-115.79129,52.1098,1585
30/12/2001,17:00:00,-115.78953,52.11132,1586
30/12/2001,19:00:00,-115.78669,52.11229,1586
30/12/2001,21:01:00,-115.79392,52.1108,1585
30/12/2001,23:00:00,-115.79621,52.11152,1585
31/12/2001,01:01:00,-115.7994,52.10884,1584
31/12/2001,03:00:00,-115.79932,52.10888,1584
31/12/2001,05:00:00,-115.79941,52.1089,1589
31/12/2001,07:00:00,-115.79787,52.11002,1589
31/12/2001,09:00:00,-115.79776,52.10998,1592
31/12/2001,11:01:00,-115.79595,52.10922,1592
31/12/2001,13:01:00,-115.79576,52.10785,1581
31/12/2001,15:00:00,-115.79576,52.10783,1579
31/12/2001,17:00:00,-115.79769,52.10669,1571
31/12/2001,19:00:00,-115.79773,52.10833,1572
31/12/2001,21:00:00,-115.79462,52.10727,1574
31/12/2001,23:01:00,-115.79635,52.10317,1573
01/01/2002,01:00:00,-115.80131,52.10206,1573
01/01/2002,03:01:00,-115.80077,52.10203,1573
01/01/2002,05:00:00,-115.79642,52.10401,1573
01/01/2002,07:00:00,-115.79642,52.10404,1574
01/01/2002,09:00:00,-115.79854,52.10037,1572
01/01/2002,11:00:00,-115.80084,52.10204,1572
01/01/2002,13:01:00,-115.80089,52.10205,1578
01/01/2002,15:01:00,-115.80359,52.10229,1578
01/01/2002,17:01:00,-115.79903,52.10455,1578
01/01/2002,19:00:00,-115.79899,52.10362,1578
01/01/2002,21:02:00,-115.80055,52.10535,1578
01/01/2002,23:00:00,-115.80111,52.10557,1578
02/01/2002,01:01:00,-115.80052,52.10077,1571
02/01/2002,03:01:00,-115.80048,52.10071,1571
02/01/2002,05:01:00,-115.80271,52.09858,1571
02/01/2002,07:00:00,-115.80247,52.10186,1567
02/01/2002,09:00:00,-115.8024,52.10193,1567
02/01/2002,11:00:00,-115.80752,52.10381,1567
02/01/2002,13:01:00,-115.80734,52.10351,1575
02/01/2002,15:00:00,-115.80689,52.10317,1577
02/01/2002,17:01:00,-115.80549,52.10662,1577
02/01/2002,19:01:00,-115.80832,52.10604,1577
02/01/2002,21:00:00,-115.81118,52.11163,1577
02/01/2002,23:00:00,-115.81608,52.11453,1728
03/01/2002,01:02:00,-115.81631,52.11446,1740
03/01/2002,05:00:00,-115.81582,52.11434,1735
03/01/2002,07:00:00,-115.81598,52.11435,1735
03/01/2002,11:00:00,-115.80907,52.11426,1735
03/01/2002,15:02:00,-115.80769,52.11557,1735
03/01/2002,17:01:00,-115.80918,52.1141,1735
03/01/2002,19:01:00,-115.8092,52.11413,1735
03/01/2002,21:00:00,-115.80955,52.11435,1735
04/01/2002,05:01:00,-115.80424,52.11218,1734
04/01/2002,07:00:00,-115.80261,52.11568,1735
04/01/2002,09:01:00,-115.8038,52.11576,1735
04/01/2002,11:01:00,-115.80567,52.11462,1732
04/01/2002,13:01:00,-115.80606,52.11467,1732
04/01/2002,15:01:00,-115.80662,52.11464,1732
04/01/2002,17:01:00,-115.80914,52.11348,1732
04/01/2002,19:01:00,-115.80958,52.11401,1732
04/01/2002,21:00:00,-115.81957,52.11528,1732
04/01/2002,23:01:00,-115.82641,52.10719,1732
05/01/2002,03:01:00,-115.8378,52.10085,1731
05/01/2002,05:00:00,-115.83639,52.10148,1732
05/01/2002,09:00:00,-115.83462,52.10315,1732
05/01/2002,11:00:00,-115.83713,52.10607,1732
05/01/2002,13:00:00,-115.8369,52.10575,1732
05/01/2002,15:00:00,-115.83705,52.10594,1693
05/01/2002,17:00:00,-115.82395,52.10726,1693
05/01/2002,19:00:00,-115.80143,52.10994,1682
05/01/2002,21:01:00,-115.79916,52.1104,1669
06/01/2002,03:00:00,-115.79156,52.10942,1620
06/01/2002,05:01:00,-115.79111,52.10979,1580
06/01/2002,07:00:00,-115.79162,52.10969,1580
06/01/2002,09:01:00,-115.79165,52.10968,1581
06/01/2002,11:00:00,-115.79266,52.11005,1581
06/01/2002,13:00:00,-115.79316,52.10966,1583
06/01/2002,15:00:00,-115.80324,52.1108,1583
06/01/2002,17:01:00,-115.8064,52.11641,1603
06/01/2002,23:02:00,-115.81332,52.11006,1602
07/01/2002,03:00:00,-115.84775,52.08593,1599
07/01/2002,05:00:00,-115.8561,52.08515,1599
07/01/2002,07:00:00,-115.8585,52.08684,1600
07/01/2002,09:02:00,-115.83605,52.09548,1599
07/01/2002,11:00:00,-115.83571,52.09566,1599
07/01/2002,13:01:00,-115.83591,52.09574,1609
07/01/2002,17:01:00,-115.83899,52.10719,1625
07/01/2002,23:01:00,-115.83956,52.10681,1625
08/01/2002,01:01:00,-115.83394,52.10415,1625
08/01/2002,03:01:00,-115.83419,52.10461,1625
08/01/2002,05:01:00,-115.83451,52.10562,1625
08/01/2002,07:01:00,-115.83391,52.10622,1625
08/01/2002,11:00:00,-115.83396,52.10545,1625
08/01/2002,13:01:00,-115.8339,52.10532,1637
08/01/2002,15:00:00,-115.83399,52.10524,1637
08/01/2002,17:01:00,-115.82582,52.10882,1638
08/01/2002,19:00:00,-115.82618,52.10865,1656
08/01/2002,23:02:00,-115.8244,52.10929,1656
09/01/2002,03:01:00,-115.82703,52.10486,1654
09/01/2002,05:00:00,-115.82809,52.10278,1653
09/01/2002,07:00:00,-115.82614,52.10356,1653
09/01/2002,09:00:00,-115.82987,52.10538,1653
09/01/2002,11:00:00,-115.82989,52.10351,1653
09/01/2002,13:00:00,-115.83197,52.10242,1603
09/01/2002,15:00:00,-115.83578,52.1025,1603
09/01/2002,17:01:00,-115.84281,52.11088,1603
09/01/2002,19:01:00,-115.84586,52.10987,1761
09/01/2002,21:00:00,-115.84562,52.10977,1761
09/01/2002,23:01:00,-115.85498,52.10867,1761
10/01/2002,03:02:00,-115.85319,52.10716,1761
10/01/2002,05:00:00,-115.8536,52.10895,1762
10/01/2002,07:00:00,-115.86687,52.10753,1762
10/01/2002,15:00:00,-115.86568,52.10493,1762
10/01/2002,17:01:00,-115.85398,52.10556,1762
10/01/2002,19:00:00,-115.85526,52.10499,1735
11/01/2002,05:00:00,-115.85446,52.08934,1735
11/01/2002,07:00:00,-115.85322,52.08719,1735
11/01/2002,09:00:00,-115.86328,52.08418,1734
11/01/2002,11:00:00,-115.86101,52.08624,1734
11/01/2002,13:00:00,-115.86065,52.08618,1734
11/01/2002,15:00:00,-115.86204,52.08458,1734
11/01/2002,17:00:00,-115.84616,52.0934,1736
11/01/2002,19:01:00,-115.8471,52.09396,1633
11/01/2002,23:00:00,-115.84579,52.09304,1633
12/01/2002,01:01:00,-115.85273,52.08455,1632
12/01/2002,03:01:00,-115.85305,52.08463,1607
12/01/2002,05:01:00,-115.86289,52.0841,1616
12/01/2002,07:00:00,-115.86135,52.08569,1621
12/01/2002,09:00:00,-115.86129,52.0857,1619
12/01/2002,11:00:00,-115.8719,52.08403,1619
12/01/2002,13:00:00,-115.87213,52.08438,1619
12/01/2002,15:00:00,-115.87282,52.08331,1615
12/01/2002,17:01:00,-115.86681,52.09029,1615
12/01/2002,19:00:00,-115.86677,52.09034,1615
12/01/2002,21:00:00,-115.86673,52.08993,1615
12/01/2002,23:02:00,-115.86516,52.09494,1615
13/01/2002,03:01:00,-115.85945,52.0912,1617
13/01/2002,05:00:00,-115.86129,52.08544,1620
13/01/2002,07:00:00,-115.86377,52.08341,1618
13/01/2002,09:00:00,-115.86109,52.0854,1618
13/01/2002,11:00:00,-115.86108,52.08539,1618
13/01/2002,13:00:00,-115.86163,52.08453,1618
13/01/2002,15:00:00,-115.85813,52.08704,1615
13/01/2002,17:00:00,-115.8354,52.10248,1616
13/01/2002,19:00:00,-115.82822,52.10654,1643
14/01/2002,03:18:00,-115.79762,52.10318,1567
14/01/2002,05:00:00,-115.79744,52.10293,1568
14/01/2002,07:00:00,-115.79726,52.10343,1568
14/01/2002,09:00:00,-115.79714,52.10332,1566
14/01/2002,11:00:00,-115.79706,52.10325,1567
14/01/2002,13:00:00,-115.79702,52.10338,1567
14/01/2002,15:00:00,-115.79684,52.10334,1578
14/01/2002,17:00:00,-115.79078,52.10552,1576
14/01/2002,19:00:00,-115.79117,52.10617,1564
14/01/2002,21:00:00,-115.79073,52.10902,1580
14/01/2002,23:00:00,-115.7916,52.1094,1574
15/01/2002,01:00:00,-115.79313,52.10974,1573
15/01/2002,03:00:00,-115.79333,52.10982,1573
15/01/2002,05:00:00,-115.79786,52.10959,1581
15/01/2002,07:00:00,-115.79583,52.10846,1578
15/01/2002,11:00:00,-115.77451,52.11134,1578
15/01/2002,13:01:00,-115.77006,52.11088,1576
15/01/2002,15:00:00,-115.77135,52.11074,1555
15/01/2002,17:00:00,-115.77048,52.11206,1555
15/01/2002,19:00:00,-115.76402,52.11374,1556
15/01/2002,23:00:00,-115.75443,52.11548,1549
16/01/2002,01:00:00,-115.76222,52.11369,1546
16/01/2002,03:00:00,-115.76282,52.11376,1545
16/01/2002,05:00:00,-115.76276,52.11381,1545
16/01/2002,07:00:00,-115.76054,52.11341,1545
16/01/2002,09:00:00,-115.76114,52.11381,1537
16/01/2002,11:01:00,-115.76109,52.11378,1547
16/01/2002,13:01:00,-115.76155,52.1161,1548
16/01/2002,15:00:00,-115.75823,52.11531,1538
16/01/2002,17:00:00,-115.75647,52.11954,1559
16/01/2002,19:00:00,-115.74598,52.12417,1560
16/01/2002,21:01:00,-115.74566,52.12653,1547
16/01/2002,23:00:00,-115.74308,52.12703,1542
17/01/2002,01:00:00,-115.74019,52.12817,1540
17/01/2002,03:00:00,-115.74255,52.12781,1538
17/01/2002,05:00:00,-115.74291,52.12711,1538
17/01/2002,07:00:00,-115.74299,52.1271,1538
17/01/2002,09:00:00,-115.7457,52.12587,1538
17/01/2002,11:00:00,-115.74689,52.12523,1546
17/01/2002,13:00:00,-115.74692,52.12524,1546
17/01/2002,15:00:00,-115.74686,52.12523,1546
17/01/2002,17:00:00,-115.7424,52.12823,1546
17/01/2002,19:01:00,-115.74108,52.12812,1522
17/01/2002,21:00:00,-115.73981,52.12814,1532
17/01/2002,23:00:00,-115.73456,52.12735,1530
18/01/2002,01:00:00,-115.73613,52.1269,1527
18/01/2002,03:00:00,-115.73664,52.1271,1521
18/01/2002,05:00:00,-115.73686,52.12482,1521
18/01/2002,07:00:00,-115.73451,52.12265,1521
18/01/2002,09:00:00,-115.73542,52.1231,1523
18/01/2002,11:00:00,-115.73303,52.1236,1511
18/01/2002,13:00:00,-115.73251,52.12221,1511
18/01/2002,15:00:00,-115.73603,52.1272,1512
18/01/2002,17:00:00,-115.72929,52.1296,1532
18/01/2002,19:00:00,-115.72922,52.12966,1532
18/01/2002,21:00:00,-115.72029,52.13275,1531
18/01/2002,23:00:00,-115.7193,52.13345,1531
19/01/2002,01:00:00,-115.72866,52.13106,1530
19/01/2002,03:00:00,-115.72907,52.13054,1528
19/01/2002,05:00:00,-115.73028,52.13102,1528
19/01/2002,07:00:00,-115.7326,52.1294,1528
19/01/2002,09:00:00,-115.73255,52.12935,1525
19/01/2002,13:00:00,-115.73454,52.1277,1529
19/01/2002,15:00:00,-115.73485,52.12855,1529
19/01/2002,17:00:00,-115.74191,52.13138,1529
19/01/2002,19:00:00,-115.74317,52.13075,1538
19/01/2002,23:00:00,-115.75367,52.1415,1797
20/01/2002,01:00:00,-115.75422,52.13291,1795
20/01/2002,03:00:00,-115.75339,52.13213,1610
20/01/2002,05:00:00,-115.7501,52.13457,1610
20/01/2002,07:00:00,-115.75122,52.13395,1600
20/01/2002,09:01:00,-115.75146,52.1339,1600
20/01/2002,11:00:00,-115.7547,52.1331,1622
20/01/2002,13:00:00,-115.75568,52.13375,1622
20/01/2002,15:00:00,-115.77343,52.13991,1608
20/01/2002,17:00:00,-115.7759,52.14087,1608
20/01/2002,19:01:00,-115.78285,52.13514,1614
20/01/2002,21:00:00,-115.78122,52.13533,1625
20/01/2002,23:00:00,-115.78112,52.1345,1641
21/01/2002,01:00:00,-115.77279,52.13246,1612
21/01/2002,03:00:00,-115.7729,52.13333,1595
21/01/2002,05:00:00,-115.77008,52.13419,1595
21/01/2002,07:00:00,-115.76932,52.13251,1595
21/01/2002,09:00:00,-115.76872,52.13307,1580
21/01/2002,11:00:00,-115.77001,52.13419,1584
21/01/2002,13:00:00,-115.77376,52.13494,1584
21/01/2002,15:01:00,-115.77438,52.137,1587
21/01/2002,17:00:00,-115.77634,52.1405,1587
21/01/2002,19:00:00,-115.77623,52.14106,1609
21/01/2002,21:00:00,-115.77726,52.1415,1609
21/01/2002,23:00:00,-115.7889,52.13667,1632
22/01/2002,01:00:00,-115.78983,52.1363,1689
22/01/2002,03:00:00,-115.79142,52.13539,1719
22/01/2002,05:00:00,-115.79138,52.1353,1719
22/01/2002,07:00:00,-115.79273,52.13119,1719
22/01/2002,09:01:00,-115.79327,52.13026,1719
22/01/2002,11:00:00,-115.79296,52.13011,1719
22/01/2002,13:00:00,-115.79518,52.13021,1640
22/01/2002,15:00:00,-115.79499,52.13031,1639
22/01/2002,17:00:00,-115.79118,52.12986,1639
22/01/2002,19:00:00,-115.7951,52.12982,1639
22/01/2002,21:00:00,-115.7954,52.13029,1639
22/01/2002,23:00:00,-115.7982,52.12945,1639
23/01/2002,01:00:00,-115.78992,52.12879,1639
23/01/2002,03:00:00,-115.79017,52.12807,1612
23/01/2002,05:00:00,-115.79338,52.13099,1612
23/01/2002,07:00:00,-115.79581,52.13548,1686
23/01/2002,09:00:00,-115.79447,52.13441,1715
23/01/2002,11:00:00,-115.7948,52.13408,1736
23/01/2002,13:00:00,-115.79331,52.12979,1636
23/01/2002,15:00:00,-115.78229,52.12811,1618
23/01/2002,17:00:00,-115.7715,52.12396,1617
23/01/2002,19:00:00,-115.76967,52.12458,1567
23/01/2002,21:00:00,-115.77428,52.12366,1567
23/01/2002,23:01:00,-115.78381,52.11191,1573
24/01/2002,01:00:00,-115.80869,52.10621,1571
24/01/2002,03:00:00,-115.80867,52.10614,1571
24/01/2002,05:00:00,-115.81542,52.10342,1571
24/01/2002,07:00:00,-115.83389,52.09126,1570
24/01/2002,09:00:00,-115.83491,52.09186,1570
24/01/2002,11:00:00,-115.83428,52.09209,1593
24/01/2002,13:00:00,-115.83547,52.09149,1592
24/01/2002,15:00:00,-115.83616,52.09259,1592
24/01/2002,17:00:00,-115.84193,52.10364,1592
24/01/2002,19:02:00,-115.84318,52.10482,1664
24/01/2002,21:01:00,-115.84303,52.10488,1664
24/01/2002,23:00:00,-115.82087,52.10066,1578
25/01/2002,01:00:00,-115.81827,52.09715,1578
25/01/2002,03:00:00,-115.81908,52.09836,1584
25/01/2002,05:00:00,-115.79523,52.10851,1584
25/01/2002,07:00:00,-115.79523,52.10837,1588
25/01/2002,09:01:00,-115.78978,52.10887,1577
25/01/2002,11:00:00,-115.79088,52.10971,1573
25/01/2002,13:00:00,-115.79098,52.10967,1575
25/01/2002,15:00:00,-115.79079,52.10976,1584
25/01/2002,17:00:00,-115.79135,52.11303,1585
25/01/2002,19:01:00,-115.76771,52.11607,1572
25/01/2002,21:00:00,-115.76102,52.11356,1560
25/01/2002,23:01:00,-115.76049,52.1134,1560
26/01/2002,01:00:00,-115.75996,52.11503,1560
26/01/2002,03:00:00,-115.75877,52.11481,1538
26/01/2002,05:00:00,-115.75879,52.11487,1538
26/01/2002,07:00:00,-115.75619,52.11875,1549
26/01/2002,09:00:00,-115.76468,52.12065,1549
26/01/2002,11:00:00,-115.7726,52.12265,1550
26/01/2002,13:00:00,-115.77258,52.12279,1550
26/01/2002,15:01:00,-115.77095,52.12262,1550
26/01/2002,17:00:00,-115.75561,52.12528,1550
26/01/2002,19:00:00,-115.75611,52.12522,1547
26/01/2002,21:00:00,-115.74681,52.12527,1550
26/01/2002,23:00:00,-115.7469,52.12515,1543
27/01/2002,01:00:00,-115.74555,52.12445,1542
27/01/2002,03:00:00,-115.74555,52.12444,1541
27/01/2002,05:00:00,-115.74241,52.12312,1541
27/01/2002,07:00:00,-115.75058,52.11917,1539
27/01/2002,09:00:00,-115.75057,52.11919,1530
27/01/2002,11:00:00,-115.75642,52.11961,1555
27/01/2002,13:00:00,-115.75642,52.11964,1549
27/01/2002,15:00:00,-115.75637,52.11969,1548
27/01/2002,17:00:00,-115.75869,52.11901,1554
27/01/2002,19:00:00,-115.75973,52.11905,1554
27/01/2002,21:00:00,-115.76,52.11906,1553
27/01/2002,23:00:00,-115.76701,52.121,1553
28/01/2002,01:00:00,-115.76377,52.11563,1538
28/01/2002,03:00:00,-115.75933,52.11484,1538
28/01/2002,05:00:00,-115.75922,52.11487,1540
28/01/2002,07:00:00,-115.76326,52.10955,1539
28/01/2002,09:00:00,-115.77115,52.1106,1551
28/01/2002,11:00:00,-115.77122,52.11066,1551
28/01/2002,13:00:00,-115.77119,52.11058,1555
28/01/2002,15:00:00,-115.77113,52.11063,1562
28/01/2002,17:00:00,-115.77669,52.11091,1551
28/01/2002,19:00:00,-115.77669,52.11083,1551
28/01/2002,21:00:00,-115.77537,52.11108,1563
28/01/2002,23:00:00,-115.77557,52.11119,1560
29/01/2002,01:00:00,-115.77453,52.10764,1545
29/01/2002,03:01:00,-115.77261,52.10986,1545
29/01/2002,05:00:00,-115.77106,52.11058,1545
29/01/2002,07:00:00,-115.77104,52.11069,1553
29/01/2002,11:00:00,-115.75603,52.11922,1554
29/01/2002,13:00:00,-115.75604,52.11926,1554
29/01/2002,15:01:00,-115.75828,52.12108,1554
29/01/2002,17:00:00,-115.77028,52.13397,1554
29/01/2002,19:00:00,-115.77001,52.13463,1594
29/01/2002,21:00:00,-115.77029,52.13422,1594
29/01/2002,23:00:00,-115.77036,52.13372,1585
30/01/2002,01:00:00,-115.76736,52.13341,1585
30/01/2002,03:00:00,-115.76717,52.13358,1598
30/01/2002,05:00:00,-115.76706,52.1336,1598
30/01/2002,07:00:00,-115.7658,52.1324,1599
30/01/2002,09:00:00,-115.77126,52.13103,1599
30/01/2002,11:00:00,-115.77071,52.13087,1581
30/01/2002,13:00:00,-115.77074,52.13088,1580
30/01/2002,15:00:00,-115.77238,52.13308,1588
30/01/2002,17:00:00,-115.77424,52.13921,1589
30/01/2002,19:00:00,-115.77539,52.14084,1604
30/01/2002,21:00:00,-115.77694,52.14129,1604
30/01/2002,23:00:00,-115.78274,52.14201,1605
31/01/2002,01:00:00,-115.78919,52.14793,1605
31/01/2002,03:01:00,-115.7948,52.14855,1725
31/01/2002,05:00:00,-115.79487,52.14854,1726
31/01/2002,07:00:00,-115.79807,52.14929,1722
31/01/2002,09:00:00,-115.79748,52.1492,1716
31/01/2002,11:00:00,-115.80291,52.14767,1702
31/01/2002,13:00:00,-115.80557,52.15003,1690
31/01/2002,15:01:00,-115.80649,52.15097,1690
31/01/2002,17:00:00,-115.81028,52.14789,1653
31/01/2002,19:00:00,-115.81021,52.14782,1651
31/01/2002,21:02:00,-115.81016,52.14576,1650
31/01/2002,23:00:00,-115.80692,52.14484,1646
01/02/2002,01:00:00,-115.80949,52.14098,1633
01/02/2002,03:00:00,-115.80915,52.14145,1636
01/02/2002,05:00:00,-115.80918,52.14146,1636
01/02/2002,07:00:00,-115.80782,52.14003,1636
01/02/2002,09:00:00,-115.80797,52.13872,1614
01/02/2002,11:00:00,-115.80804,52.13868,1630
01/02/2002,13:00:00,-115.8069,52.13816,1628
01/02/2002,15:00:00,-115.80803,52.138,1618
01/02/2002,17:00:00,-115.80813,52.13844,1618
01/02/2002,19:00:00,-115.81905,52.13717,1701
01/02/2002,21:00:00,-115.81962,52.13713,1701
02/02/2002,01:00:00,-115.8248,52.13286,1721
02/02/2002,03:00:00,-115.82518,52.13254,1732
02/02/2002,05:00:00,-115.82512,52.13268,1732
02/02/2002,07:00:00,-115.8225,52.13251,1732
02/02/2002,09:00:00,-115.82246,52.13194,1732
02/02/2002,11:00:00,-115.8226,52.13254,1732
02/02/2002,13:00:00,-115.82262,52.13094,1685
02/02/2002,15:00:00,-115.82269,52.13103,1688
02/02/2002,17:00:00,-115.82386,52.13204,1688
02/02/2002,19:00:00,-115.82374,52.13203,1713
02/02/2002,21:00:00,-115.83536,52.13566,1793
02/02/2002,23:01:00,-115.83591,52.13416,1793
03/02/2002,01:02:00,-115.83475,52.12822,1791
03/02/2002,03:01:00,-115.83886,52.13116,1792
03/02/2002,05:01:00,-115.8386,52.13141,1769
03/02/2002,07:00:00,-115.8375,52.13052,1760
03/02/2002,09:00:00,-115.83644,52.13226,1761
03/02/2002,11:00:00,-115.83632,52.13245,1761
03/02/2002,13:00:00,-115.83719,52.13668,1795
03/02/2002,15:00:00,-115.83757,52.137,1797
03/02/2002,17:01:00,-115.8391,52.1355,1797
03/02/2002,19:00:00,-115.84537,52.13198,1751
03/02/2002,21:00:00,-115.84828,52.13095,1751
03/02/2002,23:00:00,-115.85783,52.13077,1751
04/02/2002,01:01:00,-115.85748,52.13455,1752
04/02/2002,03:00:00,-115.85631,52.13782,1753
04/02/2002,05:00:00,-115.85653,52.13773,1719
04/02/2002,07:01:00,-115.85488,52.13725,1717
04/02/2002,11:00:00,-115.85518,52.13727,1717
04/02/2002,13:01:00,-115.85429,52.13783,1717
04/02/2002,15:00:00,-115.85408,52.13801,1717
04/02/2002,17:01:00,-115.85062,52.14066,1719
04/02/2002,23:01:00,-115.84548,52.13955,1823
05/02/2002,01:00:00,-115.84833,52.13926,1837
05/02/2002,03:00:00,-115.85631,52.13683,1837
05/02/2002,05:00:00,-115.85517,52.1373,1837
05/02/2002,09:00:00,-115.85662,52.13683,1837
05/02/2002,13:01:00,-115.85821,52.13535,1837
05/02/2002,15:01:00,-115.8587,52.13604,1732
05/02/2002,17:02:00,-115.85975,52.13793,1724
05/02/2002,19:01:00,-115.85986,52.13755,1724
06/02/2002,03:01:00,-115.85934,52.13437,1724
06/02/2002,05:00:00,-115.85912,52.13439,1719
06/02/2002,13:00:00,-115.85759,52.13533,1675
06/02/2002,15:01:00,-115.85723,52.13547,1675
06/02/2002,17:00:00,-115.85694,52.13858,1675
06/02/2002,19:00:00,-115.85654,52.13935,1675
06/02/2002,21:00:00,-115.85614,52.13909,1675
06/02/2002,23:00:00,-115.85631,52.13921,1757
07/02/2002,01:00:00,-115.85518,52.13978,1758
07/02/2002,03:00:00,-115.85491,52.1398,1774
07/02/2002,05:00:00,-115.85473,52.13974,1774
07/02/2002,07:01:00,-115.85499,52.1396,1774
07/02/2002,09:00:00,-115.85509,52.13962,1774
07/02/2002,11:01:00,-115.85575,52.14013,1774
07/02/2002,13:00:00,-115.85578,52.14013,1764
07/02/2002,15:00:00,-115.85579,52.14004,1764
