Observed,strata,Date,Time,Long,Lat,heightAboveMsl
0,552,N/A,N/A,-115.885,52.08876,2411.68213
0,552,N/A,N/A,-115.8402,52.08749,1551.83716
0,552,N/A,N/A,-115.6078,52.11356,1566.05884
0,552,N/A,N/A,-115.7587,51.81044,1813.33923
0,552,N/A,N/A,-115.8714,52.10365,1552.87097
0,552,N/A,N/A,-115.5494,51.77593,1628.97339
0,553,N/A,N/A,-115.5225,51.97431,2035.02344
0,553,N/A,N/A,-115.5051,52.09825,1780.2439
0,553,N/A,N/A,-115.777,52.14939,1656.8717
0,553,N/A,N/A,-115.5419,52.05523,1765.71228
0,553,N/A,N/A,-115.7077,52.11098,1771.96887
0,553,N/A,N/A,-115.4975,52.11403,1611.92859
0,553,N/A,N/A,-115.6821,52.02525,1855.62292
0,553,N/A,N/A,-115.857,51.99707,1662.81604
0,553,N/A,N/A,-115.5042,51.75856,2572.5022
0,553,N/A,N/A,-115.7883,52.11744,2244.47119
0,554,N/A,N/A,-115.6559,51.82523,1713.96545
0,554,N/A,N/A,-115.9011,51.9796,1590.24683
0,554,N/A,N/A,-115.7103,52.0284,1709.16626
0,554,N/A,N/A,-115.583,52.0281,1814.08765
0,554,N/A,N/A,-115.7407,52.14642,1626.22437
0,554,N/A,N/A,-115.7952,52.13567,1619.02722
0,554,N/A,N/A,-115.6801,52.03852,1759.95984
0,554,N/A,N/A,-115.8225,52.03963,1897.71423
0,554,N/A,N/A,-115.4957,51.97469,2045.89233
0,554,N/A,N/A,-115.5205,52.08161,1971.61731
0,555,N/A,N/A,-115.6871,51.91638,1554.08569
0,555,N/A,N/A,-115.7244,52.14609,2269.20898
0,555,N/A,N/A,-115.5508,51.97244,1500.56177
0,555,N/A,N/A,-115.7407,52.14233,1577.43591
0,555,N/A,N/A,-115.7921,51.82535,1723.28784
0,555,N/A,N/A,-115.5429,52.13824,2528.77856
0,555,N/A,N/A,-115.7916,51.88814,1821.65039
0,555,N/A,N/A,-115.7647,52.04031,1653.62952
0,555,N/A,N/A,-115.5086,51.8488,1782.10352
0,555,N/A,N/A,-115.5972,51.88778,2279.04443
0,556,N/A,N/A,-115.6323,51.88345,1529.84558
0,556,N/A,N/A,-115.5634,51.87056,1903.89062
0,556,N/A,N/A,-115.8159,52.00176,1655.54272
0,556,N/A,N/A,-115.6712,51.9793,1586.30383
0,556,N/A,N/A,-115.8276,51.87711,1796.91602
0,556,N/A,N/A,-115.7076,51.83838,1641.28857
0,556,N/A,N/A,-115.6486,51.78492,2484.55566
0,556,N/A,N/A,-115.8168,51.8154,1995.38269
0,556,N/A,N/A,-115.6484,52.03672,2027.3125
0,556,N/A,N/A,-115.7336,51.85295,1577.05078
0,557,N/A,N/A,-115.5908,51.89686,1593.87537
0,557,N/A,N/A,-115.5887,52.0713,2093.47266
0,557,N/A,N/A,-115.7875,51.98174,1720.77356
0,557,N/A,N/A,-115.9072,51.98092,1774.68616
0,557,N/A,N/A,-115.9002,52.0683,2051.84644
0,557,N/A,N/A,-115.5392,51.73967,1749.30151
0,557,N/A,N/A,-115.786,51.75644,1541.86938
0,557,N/A,N/A,-115.818,52.1464,2359.43872
0,557,N/A,N/A,-115.6681,52.05811,2364.20215
0,557,N/A,N/A,-115.8113,51.89212,2164.5957
0,558,N/A,N/A,-115.6743,52.09041,1617.68188
0,558,N/A,N/A,-115.5577,51.82001,1509.63049
0,558,N/A,N/A,-115.5256,52.11485,1558.13721
0,558,N/A,N/A,-115.5545,51.78091,1529
0,558,N/A,N/A,-115.8238,52.11378,1488.146
0,558,N/A,N/A,-115.4841,51.75805,1776.97363
0,558,N/A,N/A,-115.5571,52.07395,1856.96301
0,558,N/A,N/A,-115.6581,51.81342,1530.09009
0,558,N/A,N/A,-115.5719,51.96291,1969.37109
0,558,N/A,N/A,-115.6737,51.9001,1726.43616
0,559,N/A,N/A,-115.6212,51.85194,1603.48157
0,559,N/A,N/A,-115.8636,51.81086,1549.21826
0,559,N/A,N/A,-115.9144,51.80254,2118.89746
0,559,N/A,N/A,-115.5742,51.88967,1691.44617
0,559,N/A,N/A,-115.8182,51.73475,1624.80713
0,559,N/A,N/A,-115.7079,51.91422,1710.44324
0,559,N/A,N/A,-115.6934,51.88054,1586.95959
0,559,N/A,N/A,-115.6666,52.04961,2104.45093
0,559,N/A,N/A,-115.7992,52.08809,1709.6908
0,559,N/A,N/A,-115.907,51.81436,1714.33875
0,560,N/A,N/A,-115.5762,51.9332,1844.13196
0,560,N/A,N/A,-115.733,52.0399,2440.0769
0,560,N/A,N/A,-115.8707,52.07391,1963.85693
0,560,N/A,N/A,-115.8531,51.81638,1846.27405
0,560,N/A,N/A,-115.6617,52.10889,1794.46667
0,560,N/A,N/A,-115.6006,51.85949,1648.97644
0,560,N/A,N/A,-115.4868,51.97961,1678.34534
0,560,N/A,N/A,-115.8824,51.9268,1555.01331
0,560,N/A,N/A,-115.787,52.01615,1526.27307
0,560,N/A,N/A,-115.7524,52.08943,1795.46936
0,561,N/A,N/A,-115.6098,52.02466,1627
0,561,N/A,N/A,-115.7755,51.75833,1944.47095
0,561,N/A,N/A,-115.7263,52.0325,1469.81006
0,561,N/A,N/A,-115.602,51.83709,1596.82922
0,561,N/A,N/A,-115.5281,52.15229,1918.32434
0,561,N/A,N/A,-115.7661,51.96266,2287.70557
0,561,N/A,N/A,-115.8069,51.90832,1683.38147
0,561,N/A,N/A,-115.6783,52.10157,1926.62732
0,561,N/A,N/A,-115.6261,51.92107,2437.53223
0,561,N/A,N/A,-115.7492,52.06717,1792.51526
0,562,N/A,N/A,-115.5818,51.76808,1724.76184
0,562,N/A,N/A,-115.4923,52.04224,1623.55115
0,562,N/A,N/A,-115.792,51.76442,2151.54736
0,562,N/A,N/A,-115.6,51.85264,1520.4137
0,562,N/A,N/A,-115.6168,51.7531,2058.68311
0,562,N/A,N/A,-115.7514,51.95245,1644.07935
0,562,N/A,N/A,-115.5304,51.91551,2074.02393
0,562,N/A,N/A,-115.8702,51.81132,1593.50244
0,562,N/A,N/A,-115.6317,51.85674,1524.26099
0,562,N/A,N/A,-115.8872,52.08972,2082.43799
0,563,N/A,N/A,-115.7735,52.05333,1890.40869
0,563,N/A,N/A,-115.5628,52.06734,2082.01416
0,563,N/A,N/A,-115.5071,52.00957,1511.99243
0,563,N/A,N/A,-115.8489,51.97517,1596.02722
0,563,N/A,N/A,-115.5367,51.97805,1576.69153
0,563,N/A,N/A,-115.6066,51.97426,1543.32178
0,563,N/A,N/A,-115.5885,52.01948,1699.15442
0,563,N/A,N/A,-115.8443,51.9067,1567.66638
0,563,N/A,N/A,-115.8632,52.03531,1706.82654
0,563,N/A,N/A,-115.8282,51.90974,1643.97888
0,564,N/A,N/A,-115.8057,51.85962,2624.04321
0,564,N/A,N/A,-115.8489,52.07989,2030.7063
0,564,N/A,N/A,-115.6025,51.73308,1838.73022
0,564,N/A,N/A,-115.8441,51.82631,2163.39014
0,564,N/A,N/A,-115.7725,51.89371,1828.94226
0,564,N/A,N/A,-115.7192,51.87441,1549.3219
0,564,N/A,N/A,-115.6438,52.11899,1565.02332
0,564,N/A,N/A,-115.9022,51.96845,2216.67627
0,564,N/A,N/A,-115.5355,52.05653,1940.76794
0,564,N/A,N/A,-115.7483,51.82584,2619.06763
0,565,N/A,N/A,-115.8786,52.00964,1880.72058
0,565,N/A,N/A,-115.7927,51.87483,1717.80896
0,565,N/A,N/A,-115.8183,51.81537,1846.51135
0,565,N/A,N/A,-115.8743,51.77165,1740.05444
0,565,N/A,N/A,-115.6849,52.04029,1433.52612
0,565,N/A,N/A,-115.5558,51.77839,1675.55579
0,565,N/A,N/A,-115.892,52.09784,2116.71167
0,565,N/A,N/A,-115.6415,52.02831,2025.35669
0,565,N/A,N/A,-115.7616,51.91858,2411.66431
0,565,N/A,N/A,-115.5327,51.96733,1618.02917
0,566,N/A,N/A,-115.8826,52.07441,2483.0874
0,566,N/A,N/A,-115.6947,51.8351,1762.81531
0,566,N/A,N/A,-115.7784,51.80233,1716.39465
0,566,N/A,N/A,-115.7215,51.8378,1747.02637
0,566,N/A,N/A,-115.5683,51.92135,1667.79248
0,566,N/A,N/A,-115.6747,52.04578,1851.90515
0,566,N/A,N/A,-115.7095,52.14447,1693.10535
0,566,N/A,N/A,-115.7249,51.86173,1650.56628
0,566,N/A,N/A,-115.8185,51.78056,2096.53467
0,566,N/A,N/A,-115.7291,52.01666,1780.83411
0,567,N/A,N/A,-115.731,51.93054,1653.20496
0,567,N/A,N/A,-115.8472,51.99587,1915.09216
0,567,N/A,N/A,-115.7934,52.04507,2036.33997
0,567,N/A,N/A,-115.5828,51.97838,1661.33069
0,567,N/A,N/A,-115.8849,51.95806,1744.19812
0,567,N/A,N/A,-115.8581,52.05612,1900.68726
0,567,N/A,N/A,-115.5489,52.02084,1664.75415
0,567,N/A,N/A,-115.6397,51.92088,1526.41821
0,567,N/A,N/A,-115.7079,51.91131,1763.6748
0,567,N/A,N/A,-115.6998,51.81752,1842.22937
0,568,N/A,N/A,-115.7049,52.115,2292.56323
0,568,N/A,N/A,-115.7528,51.82734,1855.05212
0,568,N/A,N/A,-115.7454,52.00069,1648.96606
0,568,N/A,N/A,-115.886,51.90557,1533.16125
0,568,N/A,N/A,-115.855,52.14831,1671.31482
0,568,N/A,N/A,-115.8103,51.87238,2344.81445
0,568,N/A,N/A,-115.56,51.87303,2168.75537
0,568,N/A,N/A,-115.5967,52.00971,2314.10083
0,568,N/A,N/A,-115.7266,52.12406,2006.70728
0,568,N/A,N/A,-115.7671,51.98966,1830.14465
0,569,N/A,N/A,-115.8529,51.76332,2180.97339
0,569,N/A,N/A,-115.687,52.00049,1478.27612
0,569,N/A,N/A,-115.8186,52.08499,1446.88538
0,569,N/A,N/A,-115.7933,51.79014,2138.82715
0,569,N/A,N/A,-115.9084,52.12653,1606.20361
0,569,N/A,N/A,-115.9074,51.85525,1628.47461
0,569,N/A,N/A,-115.6466,51.91277,2164.22144
0,569,N/A,N/A,-115.7719,51.81166,1690.28552
0,569,N/A,N/A,-115.8335,51.92374,1544.42542
0,569,N/A,N/A,-115.8105,51.9105,1945.4845
0,570,N/A,N/A,-115.8663,51.83565,2177.86597
0,570,N/A,N/A,-115.51,51.87721,1640.47119
0,570,N/A,N/A,-115.7867,52.15072,2076.99438
0,570,N/A,N/A,-115.6089,52.06103,1534.4635
0,570,N/A,N/A,-115.7203,51.74731,1873.72668
0,570,N/A,N/A,-115.7472,52.10398,1480.6001
0,570,N/A,N/A,-115.8629,52.14246,2215.39771
0,570,N/A,N/A,-115.5884,52.04939,1709.42395
0,570,N/A,N/A,-115.5288,52.15126,1597.38123
0,570,N/A,N/A,-115.6562,51.75585,1691.55359
0,571,N/A,N/A,-115.6976,51.80554,1733.19873
0,571,N/A,N/A,-115.6945,51.74746,1652.88257
0,571,N/A,N/A,-115.6056,51.87103,1842.99304
0,571,N/A,N/A,-115.8687,51.94129,1764.58704
0,571,N/A,N/A,-115.865,52.04646,1630.06726
0,571,N/A,N/A,-115.8652,51.91563,1661.75159
0,571,N/A,N/A,-115.6432,52.03236,2373.2627
0,571,N/A,N/A,-115.8507,52.03262,1805.29358
0,571,N/A,N/A,-115.5352,52.10296,2376.24438
0,571,N/A,N/A,-115.7487,52.07039,1542.78088
0,572,N/A,N/A,-115.8949,51.88076,1817.49365
0,572,N/A,N/A,-115.7084,51.76676,2264.41504
0,572,N/A,N/A,-115.856,51.83309,1509.12561
0,572,N/A,N/A,-115.8119,52.10305,1476.50488
0,572,N/A,N/A,-115.7478,51.7557,1559
0,572,N/A,N/A,-115.7446,51.75831,1614.61584
0,572,N/A,N/A,-115.6416,51.74642,1744.77649
0,572,N/A,N/A,-115.821,51.89586,1566.93567
0,572,N/A,N/A,-115.6944,51.99687,1596.94116
0,572,N/A,N/A,-115.5949,52.10308,1785.50122
0,573,N/A,N/A,-115.7094,51.83619,2151.68628
0,573,N/A,N/A,-115.6827,51.81297,1710.04626
0,573,N/A,N/A,-115.745,52.13756,2181.65967
0,573,N/A,N/A,-115.5909,51.73849,1622.26001
0,573,N/A,N/A,-115.499,52.02424,2280.13818
0,573,N/A,N/A,-115.8165,51.92223,2341.41064
0,573,N/A,N/A,-115.6208,52.07221,1601.05249
0,573,N/A,N/A,-115.6079,51.85015,1714.18225
0,573,N/A,N/A,-115.8065,52.04717,1819.58032
0,573,N/A,N/A,-115.5177,52.06128,1493.54114
0,574,N/A,N/A,-115.8737,51.84103,1715.63757
0,574,N/A,N/A,-115.9028,51.85937,1737.4082
0,574,N/A,N/A,-115.5845,51.73178,2339.64331
0,574,N/A,N/A,-115.886,51.80096,2321.17041
0,574,N/A,N/A,-115.5128,52.08824,2199.53955
0,574,N/A,N/A,-115.7397,52.0901,1571.19189
0,574,N/A,N/A,-115.5782,51.97715,1832.9812
0,574,N/A,N/A,-115.5434,52.06613,1584.73035
0,574,N/A,N/A,-115.6924,52.05057,2373.3042
0,574,N/A,N/A,-115.6488,52.11468,2379.38843
0,575,N/A,N/A,-115.7024,51.73962,1983.50928
0,575,N/A,N/A,-115.6872,51.93184,1820.88586
0,575,N/A,N/A,-115.7278,51.7875,1854.21912
0,575,N/A,N/A,-115.5091,51.96369,2079.48535
0,575,N/A,N/A,-115.5665,51.74706,1851.04883
0,575,N/A,N/A,-115.5445,52.08701,1487.97217
0,575,N/A,N/A,-115.522,52.02066,1625.63965
0,575,N/A,N/A,-115.534,51.75554,1737.96008
0,575,N/A,N/A,-115.8596,52.06133,1511.53076
0,575,N/A,N/A,-115.5226,52.02108,2133.76489
0,576,N/A,N/A,-115.718,52.0361,2045.71069
0,576,N/A,N/A,-115.8764,52.07011,1998.42786
0,576,N/A,N/A,-115.8115,51.90527,1695.93738
0,576,N/A,N/A,-115.611,52.14901,1986.74939
0,576,N/A,N/A,-115.9018,51.89024,1548.43884
0,576,N/A,N/A,-115.7631,51.85687,1579.70593
0,576,N/A,N/A,-115.8403,52.07997,1874.45886
0,576,N/A,N/A,-115.589,52.08058,1550.07397
0,576,N/A,N/A,-115.8119,51.84638,1622.31567
0,576,N/A,N/A,-115.6587,51.91404,1891.65576
0,577,N/A,N/A,-115.4935,51.92595,1578.5824
0,577,N/A,N/A,-115.7057,51.85431,1728.2561
0,577,N/A,N/A,-115.69,52.12201,1683.78223
0,577,N/A,N/A,-115.7571,52.02435,1648.13403
0,577,N/A,N/A,-115.7262,51.79934,1600.99231
0,577,N/A,N/A,-115.643,51.7459,1525.88684
0,577,N/A,N/A,-115.7646,52.08799,2274.22583
0,577,N/A,N/A,-115.9037,52.02964,2190.68115
0,577,N/A,N/A,-115.5528,51.91621,1610.05103
0,577,N/A,N/A,-115.7862,52.06827,1830.24756
0,578,N/A,N/A,-115.768,51.95363,1597.43628
0,578,N/A,N/A,-115.9039,52.03641,1587.59094
0,578,N/A,N/A,-115.8141,51.77496,2093.72681
0,578,N/A,N/A,-115.6321,51.96043,2689.07788
0,578,N/A,N/A,-115.5811,52.0777,1656.98315
0,578,N/A,N/A,-115.5646,52.00126,1627.38318
0,578,N/A,N/A,-115.8026,52.11024,1673.6886
0,578,N/A,N/A,-115.6064,51.94079,2160.21362
0,578,N/A,N/A,-115.6334,51.93174,1952.20935
0,578,N/A,N/A,-115.8466,51.97102,1671.09827
0,579,N/A,N/A,-115.516,52.00419,2202.43408
0,579,N/A,N/A,-115.8209,51.89693,1844.6759
0,579,N/A,N/A,-115.7034,51.97731,2158.90747
0,579,N/A,N/A,-115.7898,52.01399,1563.41174
0,579,N/A,N/A,-115.5418,52.15096,1639
0,579,N/A,N/A,-115.6159,51.97605,1644.2854
0,579,N/A,N/A,-115.8452,51.95911,1906.22827
0,579,N/A,N/A,-115.701,51.90824,1738.16321
0,579,N/A,N/A,-115.7199,51.79956,2135.4585
0,579,N/A,N/A,-115.876,51.92206,1523.4762
0,580,N/A,N/A,-115.8379,51.74807,1703.68445
0,580,N/A,N/A,-115.6984,51.95233,1963.9751
0,580,N/A,N/A,-115.8018,51.90519,2352.24902
0,580,N/A,N/A,-115.692,51.74456,1466.70654
0,580,N/A,N/A,-115.7646,51.94326,1633.52283
0,580,N/A,N/A,-115.7063,52.14253,1717.54431
0,580,N/A,N/A,-115.8777,51.77991,1483
0,580,N/A,N/A,-115.8471,52.064,1579.04419
0,580,N/A,N/A,-115.5906,52.05085,2068.61646
0,580,N/A,N/A,-115.853,51.88515,1620.09607
0,581,N/A,N/A,-115.8847,51.75477,1668.72363
0,581,N/A,N/A,-115.5888,51.98341,1896.3606
0,581,N/A,N/A,-115.6677,51.80565,1967.60413
0,581,N/A,N/A,-115.5356,51.81802,1535.08228
0,581,N/A,N/A,-115.5052,51.89301,2103.10303
0,581,N/A,N/A,-115.8828,52.04636,2662.9126
0,581,N/A,N/A,-115.8116,52.05056,2031.97754
0,581,N/A,N/A,-115.8696,51.8119,1765.66113
0,581,N/A,N/A,-115.6254,51.89737,1676.11377
0,581,N/A,N/A,-115.5383,51.99943,1679.63403
0,582,N/A,N/A,-115.7874,51.89747,1524.89722
0,582,N/A,N/A,-115.586,52.02553,2010.49744
0,582,N/A,N/A,-115.5359,51.80903,1836.51404
0,582,N/A,N/A,-115.9107,51.89197,2019.54333
0,582,N/A,N/A,-115.5842,51.79875,1754.42383
0,582,N/A,N/A,-115.7677,51.82883,1610.35608
0,582,N/A,N/A,-115.7902,51.80197,1707.79492
0,582,N/A,N/A,-115.8112,52.12127,2612.30396
0,582,N/A,N/A,-115.4849,51.76651,1709.83691
0,582,N/A,N/A,-115.6964,51.80883,1528.82446
0,583,N/A,N/A,-115.661,52.03968,1746.06519
0,583,N/A,N/A,-115.5096,51.79056,1486.40247
0,583,N/A,N/A,-115.9062,51.8044,1686.93909
0,583,N/A,N/A,-115.6,51.86265,1549.4325
0,583,N/A,N/A,-115.7893,52.12169,1888.49719
0,583,N/A,N/A,-115.7592,51.816,2669.67383
0,583,N/A,N/A,-115.641,51.91077,1657.0658
0,583,N/A,N/A,-115.6797,51.93849,2743.8999
0,583,N/A,N/A,-115.6944,51.96007,1517.2594
0,583,N/A,N/A,-115.6532,51.80575,1749.0592
0,584,N/A,N/A,-115.8998,51.77642,2221.03418
0,584,N/A,N/A,-115.7012,51.80774,1541.08862
0,584,N/A,N/A,-115.5713,51.94256,2072.90771
0,584,N/A,N/A,-115.7307,52.12548,1684.40405
0,584,N/A,N/A,-115.7729,51.85154,2269.58936
0,584,N/A,N/A,-115.8138,52.0545,1867.3269
0,584,N/A,N/A,-115.8075,52.12757,2080.2959
0,584,N/A,N/A,-115.7319,51.74757,1438.09692
0,584,N/A,N/A,-115.8155,52.05653,1608
0,584,N/A,N/A,-115.5816,51.92831,1865.04883
0,585,N/A,N/A,-115.9001,51.93129,1715.4342
0,585,N/A,N/A,-115.6577,52.00522,1828.93091
0,585,N/A,N/A,-115.5709,52.06147,1739.33435
0,585,N/A,N/A,-115.6423,51.9539,1434.08643
0,585,N/A,N/A,-115.5711,51.73389,1636.9082
0,585,N/A,N/A,-115.5379,51.83355,1740.40173
0,585,N/A,N/A,-115.8137,52.09658,1637.02454
0,585,N/A,N/A,-115.7729,52.1386,1819.61914
0,585,N/A,N/A,-115.4932,52.13911,1965.77832
0,585,N/A,N/A,-115.6576,52.02992,1511.04504
0,586,N/A,N/A,-115.7821,51.91889,2436.81201
0,586,N/A,N/A,-115.8006,51.9756,1997.64575
0,586,N/A,N/A,-115.63,51.78397,1967.46545
0,586,N/A,N/A,-115.8383,52.06668,1906.88757
0,586,N/A,N/A,-115.7218,52.01171,2092.66016
0,586,N/A,N/A,-115.8522,52.07267,1765.29004
0,586,N/A,N/A,-115.7648,51.80819,2199.48145
0,586,N/A,N/A,-115.6623,52.12109,1668.1803
0,586,N/A,N/A,-115.9062,51.85222,2115.21606
0,586,N/A,N/A,-115.5598,51.77848,2263.05566
0,587,N/A,N/A,-115.6817,51.81895,1665.11597
0,587,N/A,N/A,-115.6834,52.04908,2120.35254
0,587,N/A,N/A,-115.8651,52.07156,1551.06177
0,587,N/A,N/A,-115.9075,51.92978,1529.83057
0,587,N/A,N/A,-115.5816,51.80072,1443.98828
0,587,N/A,N/A,-115.7723,52.1012,1564.09277
0,587,N/A,N/A,-115.9091,52.12153,2390.62671
0,587,N/A,N/A,-115.6264,51.89575,1996.41614
0,587,N/A,N/A,-115.7082,51.7584,1486.60461
0,587,N/A,N/A,-115.5124,52.13353,2316.21753
0,588,N/A,N/A,-115.7594,52.12905,1710.34534
0,588,N/A,N/A,-115.4968,52.04681,1593.97876
0,588,N/A,N/A,-115.6932,52.05698,1614.37
0,588,N/A,N/A,-115.7971,51.95846,1737.48218
0,588,N/A,N/A,-115.5756,52.10838,1706.78577
0,588,N/A,N/A,-115.6505,52.1236,1653.04053
0,588,N/A,N/A,-115.6588,52.01036,1738.80908
0,588,N/A,N/A,-115.4986,51.89143,1597.10083
0,588,N/A,N/A,-115.7052,51.75614,2299.47046
0,588,N/A,N/A,-115.4886,51.88614,1958.58044
0,589,N/A,N/A,-115.7349,52.01335,2192.67993
0,589,N/A,N/A,-115.7732,52.13459,1597.21838
0,589,N/A,N/A,-115.7333,51.95923,1709.01538
0,589,N/A,N/A,-115.7218,52.05906,2233.72339
0,589,N/A,N/A,-115.6167,51.94627,2524.03442
0,589,N/A,N/A,-115.8513,51.82199,2250.72095
0,589,N/A,N/A,-115.8632,51.79631,2833.23608
0,589,N/A,N/A,-115.5795,52.07181,2106.26685
0,589,N/A,N/A,-115.8101,51.89837,1773.40625
0,589,N/A,N/A,-115.7716,52.08438,1728.36121
0,590,N/A,N/A,-115.6846,52.00998,2430.86865
0,590,N/A,N/A,-115.8831,52.081,1848.97119
0,590,N/A,N/A,-115.516,51.78996,1756.6991
0,590,N/A,N/A,-115.6047,51.79182,1521.62939
0,590,N/A,N/A,-115.7995,52.04442,1616.38757
0,590,N/A,N/A,-115.6852,51.99822,1604.09204
0,590,N/A,N/A,-115.7301,51.85941,2172.77197
0,590,N/A,N/A,-115.6072,51.76289,1904.82812
0,590,N/A,N/A,-115.5775,51.82574,1633.13635
0,590,N/A,N/A,-115.5057,51.81984,2223.11646
0,591,N/A,N/A,-115.5463,51.96229,1531.32202
0,591,N/A,N/A,-115.8885,51.96271,1996.89746
0,591,N/A,N/A,-115.7423,52.04238,1773.40051
0,591,N/A,N/A,-115.8987,52.14671,1925.12561
0,591,N/A,N/A,-115.5964,52.08751,1667.60583
0,591,N/A,N/A,-115.5496,51.81927,1630.29919
0,591,N/A,N/A,-115.5465,52.02721,1550.28101
0,591,N/A,N/A,-115.6028,51.98587,1997.0575
0,591,N/A,N/A,-115.5011,51.98076,1519.65198
0,591,N/A,N/A,-115.8731,51.97367,1646.82776
0,592,N/A,N/A,-115.6314,51.74093,2330.70239
0,592,N/A,N/A,-115.7318,52.07124,1558
0,592,N/A,N/A,-115.9071,51.78356,1683.06421
0,592,N/A,N/A,-115.568,51.86982,2810.68628
0,592,N/A,N/A,-115.7604,52.08803,2121.84717
0,592,N/A,N/A,-115.6237,51.87233,1476.89746
0,592,N/A,N/A,-115.72,52.10209,1847.84546
0,592,N/A,N/A,-115.7199,51.99877,2043.52686
0,592,N/A,N/A,-115.775,51.81517,1735.6748
0,592,N/A,N/A,-115.5111,52.10088,1572.33508
0,593,N/A,N/A,-115.5836,51.84272,1939.69177
0,593,N/A,N/A,-115.7996,51.77618,1602.84949
0,593,N/A,N/A,-115.5564,52.03339,1989.15271
0,593,N/A,N/A,-115.7173,51.80972,1744.36328
0,593,N/A,N/A,-115.5739,52.12488,1648.31323
0,593,N/A,N/A,-115.7413,52.0439,1533.20691
0,593,N/A,N/A,-115.5166,51.94225,1676.37012
0,593,N/A,N/A,-115.9051,51.87583,1466.18335
0,593,N/A,N/A,-115.6219,52.03569,1820.43506
0,593,N/A,N/A,-115.6779,51.79173,1578.48523
0,594,N/A,N/A,-115.5373,51.86155,1933.16858
0,594,N/A,N/A,-115.6085,52.03095,1882.92871
0,594,N/A,N/A,-115.5092,52.07965,1726.03882
0,594,N/A,N/A,-115.8848,51.94482,1787.38318
0,594,N/A,N/A,-115.7299,52.11042,2746.73584
0,594,N/A,N/A,-115.5845,51.77542,2036.00525
0,594,N/A,N/A,-115.6819,52.11064,1558.40857
0,594,N/A,N/A,-115.9031,51.92927,1983.37805
0,594,N/A,N/A,-115.8997,52.07295,1483.39893
0,594,N/A,N/A,-115.6248,51.91561,1584.98926
0,595,N/A,N/A,-115.7705,52.00383,1545.55835
0,595,N/A,N/A,-115.5761,51.84143,1613.80188
0,595,N/A,N/A,-115.7644,51.75219,1515.99023
0,595,N/A,N/A,-115.5899,51.74433,2231.06226
0,595,N/A,N/A,-115.6724,52.06128,2215.92627
0,595,N/A,N/A,-115.8627,51.81022,2174.33984
0,595,N/A,N/A,-115.7502,52.07124,2383.92773
0,595,N/A,N/A,-115.8401,52.04203,1798.41089
0,595,N/A,N/A,-115.8997,51.77724,1750.87463
0,595,N/A,N/A,-115.6231,51.83224,1614.11145
0,596,N/A,N/A,-115.8577,52.12846,1704.93359
0,596,N/A,N/A,-115.7903,51.91777,1613.00073
0,596,N/A,N/A,-115.5114,51.84713,1569.03809
0,596,N/A,N/A,-115.5978,51.89201,1644.14722
0,596,N/A,N/A,-115.8349,52.07555,1710.86609
0,596,N/A,N/A,-115.6232,51.79639,1580.41553
0,596,N/A,N/A,-115.7305,52.06133,2431.77612
0,596,N/A,N/A,-115.5159,51.97157,2374.36914
0,596,N/A,N/A,-115.7907,52.05367,1449.02759
0,596,N/A,N/A,-115.5679,51.90953,1852.1051
0,597,N/A,N/A,-115.7263,51.82049,2187.84521
0,597,N/A,N/A,-115.602,51.75036,2175.3042
0,597,N/A,N/A,-115.8695,51.95201,1703.94006
0,597,N/A,N/A,-115.7301,52.10665,1523
0,597,N/A,N/A,-115.873,51.92545,1730.23364
0,597,N/A,N/A,-115.8918,51.92896,1756.82715
0,597,N/A,N/A,-115.5937,52.14329,1978.76807
0,597,N/A,N/A,-115.613,51.77084,1718.53271
0,597,N/A,N/A,-115.5838,52.03381,2502.92871
0,597,N/A,N/A,-115.8775,52.10615,1607.64587
0,598,N/A,N/A,-115.5335,52.07537,2039.8634
0,598,N/A,N/A,-115.7477,52.08997,1613.11462
0,598,N/A,N/A,-115.5759,51.74257,2503.13599
0,598,N/A,N/A,-115.5699,51.94964,2343.37231
0,598,N/A,N/A,-115.5228,52.0608,1738.94861
0,598,N/A,N/A,-115.6609,51.94145,2253.77905
0,598,N/A,N/A,-115.8607,51.92661,2287.61768
0,598,N/A,N/A,-115.6092,51.84747,2337.16943
0,598,N/A,N/A,-115.725,52.07852,2055.92017
0,598,N/A,N/A,-115.9021,51.75988,1583.67322
0,599,N/A,N/A,-115.653,51.72866,1849.83118
0,599,N/A,N/A,-115.702,51.89143,2199.51294
0,599,N/A,N/A,-115.5404,51.86993,1610.43982
0,599,N/A,N/A,-115.7813,51.79301,1541.90198
0,599,N/A,N/A,-115.5307,51.78876,1994.14075
0,599,N/A,N/A,-115.53,51.73046,1474.39075
0,599,N/A,N/A,-115.591,52.14482,1460.4043
0,599,N/A,N/A,-115.8065,51.9054,1567.07471
0,599,N/A,N/A,-115.5021,52.0216,2537.40894
0,599,N/A,N/A,-115.6934,51.8268,1806.04297
0,600,N/A,N/A,-115.8256,51.74446,2104.76245
0,600,N/A,N/A,-115.8657,52.15186,1898.0321
0,600,N/A,N/A,-115.5036,52.11681,1742.93408
0,600,N/A,N/A,-115.7294,51.98516,1951.9303
0,600,N/A,N/A,-115.6455,52.08776,2021.07178
0,600,N/A,N/A,-115.5876,52.15195,1632.95068
0,600,N/A,N/A,-115.4934,51.8696,2368.21777
0,600,N/A,N/A,-115.636,51.96268,1669.00757
