Observed,strata,Date,Time,Long,Lat,heightAboveMsl
1,93,30/12/2001,05:00:00,-115.79397,52.1097,1586
1,94,30/12/2001,07:00:00,-115.79768,52.11067,1586
1,95,30/12/2001,09:01:00,-115.79798,52.11082,1589
1,96,30/12/2001,11:00:00,-115.79189,52.10983,1585
1,97,30/12/2001,13:00:00,-115.79167,52.10949,1585
1,98,30/12/2001,15:00:00,-115.79129,52.1098,1585
1,99,30/12/2001,17:00:00,-115.78953,52.11132,1586
1,100,30/12/2001,19:00:00,-115.78669,52.11229,1586
1,101,30/12/2001,21:01:00,-115.79392,52.1108,1585
1,102,30/12/2001,23:00:00,-115.79621,52.11152,1585
1,103,31/12/2001,01:01:00,-115.7994,52.10884,1584
1,104,31/12/2001,03:00:00,-115.79932,52.10888,1584
1,105,31/12/2001,05:00:00,-115.79941,52.1089,1589
1,106,31/12/2001,07:00:00,-115.79787,52.11002,1589
1,107,31/12/2001,09:00:00,-115.79776,52.10998,1592
1,108,31/12/2001,11:01:00,-115.79595,52.10922,1592
1,109,31/12/2001,13:01:00,-115.79576,52.10785,1581
1,110,31/12/2001,15:00:00,-115.79576,52.10783,1579
1,111,31/12/2001,17:00:00,-115.79769,52.10669,1571
1,112,31/12/2001,19:00:00,-115.79773,52.10833,1572
1,113,31/12/2001,21:00:00,-115.79462,52.10727,1574
1,114,31/12/2001,23:01:00,-115.79635,52.10317,1573
1,115,01/01/2002,01:00:00,-115.80131,52.10206,1573
1,116,01/01/2002,03:01:00,-115.80077,52.10203,1573
1,117,01/01/2002,05:00:00,-115.79642,52.10401,1573
1,118,01/01/2002,07:00:00,-115.79642,52.10404,1574
1,119,01/01/2002,09:00:00,-115.79854,52.10037,1572
1,120,01/01/2002,11:00:00,-115.80084,52.10204,1572
1,121,01/01/2002,13:01:00,-115.80089,52.10205,1578
1,122,01/01/2002,15:01:00,-115.80359,52.10229,1578
1,123,01/01/2002,17:01:00,-115.79903,52.10455,1578
1,124,01/01/2002,19:00:00,-115.79899,52.10362,1578
1,125,01/01/2002,21:02:00,-115.80055,52.10535,1578
1,126,01/01/2002,23:00:00,-115.80111,52.10557,1578
1,127,02/01/2002,01:01:00,-115.80052,52.10077,1571
1,128,02/01/2002,03:01:00,-115.80048,52.10071,1571
1,129,02/01/2002,05:01:00,-115.80271,52.09858,1571
1,130,02/01/2002,07:00:00,-115.80247,52.10186,1567
1,131,02/01/2002,09:00:00,-115.8024,52.10193,1567
1,132,02/01/2002,11:00:00,-115.80752,52.10381,1567
1,133,02/01/2002,13:01:00,-115.80734,52.10351,1575
1,134,02/01/2002,15:00:00,-115.80689,52.10317,1577
1,135,02/01/2002,17:01:00,-115.80549,52.10662,1577
1,136,02/01/2002,19:01:00,-115.80832,52.10604,1577
1,137,02/01/2002,21:00:00,-115.81118,52.11163,1577
1,138,02/01/2002,23:00:00,-115.81608,52.11453,1728
1,139,03/01/2002,01:02:00,-115.81631,52.11446,1740
1,140,03/01/2002,05:00:00,-115.81582,52.11434,1735
1,141,03/01/2002,07:00:00,-115.81598,52.11435,1735
1,142,03/01/2002,11:00:00,-115.80907,52.11426,1735
1,143,03/01/2002,15:02:00,-115.80769,52.11557,1735
1,144,03/01/2002,17:01:00,-115.80918,52.1141,1735
1,145,03/01/2002,19:01:00,-115.8092,52.11413,1735
1,146,03/01/2002,21:00:00,-115.80955,52.11435,1735
1,147,04/01/2002,05:01:00,-115.80424,52.11218,1734
1,148,04/01/2002,07:00:00,-115.80261,52.11568,1735
1,149,04/01/2002,09:01:00,-115.8038,52.11576,1735
1,150,04/01/2002,11:01:00,-115.80567,52.11462,1732
1,151,04/01/2002,13:01:00,-115.80606,52.11467,1732
1,152,04/01/2002,15:01:00,-115.80662,52.11464,1732
1,153,04/01/2002,17:01:00,-115.80914,52.11348,1732
1,154,04/01/2002,19:01:00,-115.80958,52.11401,1732
1,155,04/01/2002,21:00:00,-115.81957,52.11528,1732
1,156,04/01/2002,23:01:00,-115.82641,52.10719,1732
1,157,05/01/2002,03:01:00,-115.8378,52.10085,1731
1,158,05/01/2002,05:00:00,-115.83639,52.10148,1732
1,159,05/01/2002,09:00:00,-115.83462,52.10315,1732
1,160,05/01/2002,11:00:00,-115.83713,52.10607,1732
1,161,05/01/2002,13:00:00,-115.8369,52.10575,1732
1,162,05/01/2002,15:00:00,-115.83705,52.10594,1693
1,163,05/01/2002,17:00:00,-115.82395,52.10726,1693
1,164,05/01/2002,19:00:00,-115.80143,52.10994,1682
1,165,05/01/2002,21:01:00,-115.79916,52.1104,1669
1,166,06/01/2002,03:00:00,-115.79156,52.10942,1620
1,167,06/01/2002,05:01:00,-115.79111,52.10979,1580
1,168,06/01/2002,07:00:00,-115.79162,52.10969,1580
1,169,06/01/2002,09:01:00,-115.79165,52.10968,1581
1,170,06/01/2002,11:00:00,-115.79266,52.11005,1581
1,171,06/01/2002,13:00:00,-115.79316,52.10966,1583
1,172,06/01/2002,15:00:00,-115.80324,52.1108,1583
1,173,06/01/2002,17:01:00,-115.8064,52.11641,1603
1,174,06/01/2002,23:02:00,-115.81332,52.11006,1602
1,175,07/01/2002,03:00:00,-115.84775,52.08593,1599
1,176,07/01/2002,05:00:00,-115.8561,52.08515,1599
1,177,07/01/2002,07:00:00,-115.8585,52.08684,1600
1,178,07/01/2002,09:02:00,-115.83605,52.09548,1599
1,179,07/01/2002,11:00:00,-115.83571,52.09566,1599
1,180,07/01/2002,13:01:00,-115.83591,52.09574,1609
1,181,07/01/2002,17:01:00,-115.83899,52.10719,1625
1,182,07/01/2002,23:01:00,-115.83956,52.10681,1625
1,183,08/01/2002,01:01:00,-115.83394,52.10415,1625
1,184,08/01/2002,03:01:00,-115.83419,52.10461,1625
1,185,08/01/2002,05:01:00,-115.83451,52.10562,1625
1,186,08/01/2002,07:01:00,-115.83391,52.10622,1625
1,187,08/01/2002,11:00:00,-115.83396,52.10545,1625
1,188,08/01/2002,13:01:00,-115.8339,52.10532,1637
1,189,08/01/2002,15:00:00,-115.83399,52.10524,1637
1,190,08/01/2002,17:01:00,-115.82582,52.10882,1638
1,191,08/01/2002,19:00:00,-115.82618,52.10865,1656
1,192,08/01/2002,23:02:00,-115.8244,52.10929,1656
1,193,09/01/2002,03:01:00,-115.82703,52.10486,1654
1,194,09/01/2002,05:00:00,-115.82809,52.10278,1653
1,195,09/01/2002,07:00:00,-115.82614,52.10356,1653
1,196,09/01/2002,09:00:00,-115.82987,52.10538,1653
1,197,09/01/2002,11:00:00,-115.82989,52.10351,1653
1,198,09/01/2002,13:00:00,-115.83197,52.10242,1603
1,199,09/01/2002,15:00:00,-115.83578,52.1025,1603
1,200,09/01/2002,17:01:00,-115.84281,52.11088,1603
1,201,09/01/2002,19:01:00,-115.84586,52.10987,1761
1,202,09/01/2002,21:00:00,-115.84562,52.10977,1761
1,203,09/01/2002,23:01:00,-115.85498,52.10867,1761
1,204,10/01/2002,03:02:00,-115.85319,52.10716,1761
1,205,10/01/2002,05:00:00,-115.8536,52.10895,1762
1,206,10/01/2002,07:00:00,-115.86687,52.10753,1762
1,207,10/01/2002,15:00:00,-115.86568,52.10493,1762
1,208,10/01/2002,17:01:00,-115.85398,52.10556,1762
1,209,10/01/2002,19:00:00,-115.85526,52.10499,1735
1,210,11/01/2002,05:00:00,-115.85446,52.08934,1735
1,211,11/01/2002,07:00:00,-115.85322,52.08719,1735
1,212,11/01/2002,09:00:00,-115.86328,52.08418,1734
1,213,11/01/2002,11:00:00,-115.86101,52.08624,1734
1,214,11/01/2002,13:00:00,-115.86065,52.08618,1734
1,215,11/01/2002,15:00:00,-115.86204,52.08458,1734
1,216,11/01/2002,17:00:00,-115.84616,52.0934,1736
1,217,11/01/2002,19:01:00,-115.8471,52.09396,1633
1,218,11/01/2002,23:00:00,-115.84579,52.09304,1633
1,219,12/01/2002,01:01:00,-115.85273,52.08455,1632
1,220,12/01/2002,03:01:00,-115.85305,52.08463,1607
1,221,12/01/2002,05:01:00,-115.86289,52.0841,1616
1,222,12/01/2002,07:00:00,-115.86135,52.08569,1621
1,223,12/01/2002,09:00:00,-115.86129,52.0857,1619
1,224,12/01/2002,11:00:00,-115.8719,52.08403,1619
1,225,12/01/2002,13:00:00,-115.87213,52.08438,1619
1,226,12/01/2002,15:00:00,-115.87282,52.08331,1615
1,227,12/01/2002,17:01:00,-115.86681,52.09029,1615
1,228,12/01/2002,19:00:00,-115.86677,52.09034,1615
1,229,12/01/2002,21:00:00,-115.86673,52.08993,1615
1,230,12/01/2002,23:02:00,-115.86516,52.09494,1615
1,231,13/01/2002,03:01:00,-115.85945,52.0912,1617
1,232,13/01/2002,05:00:00,-115.86129,52.08544,1620
1,233,13/01/2002,07:00:00,-115.86377,52.08341,1618
1,234,13/01/2002,09:00:00,-115.86109,52.0854,1618
1,235,13/01/2002,11:00:00,-115.86108,52.08539,1618
1,236,13/01/2002,13:00:00,-115.86163,52.08453,1618
1,237,13/01/2002,15:00:00,-115.85813,52.08704,1615
1,238,13/01/2002,17:00:00,-115.8354,52.10248,1616
1,239,13/01/2002,19:00:00,-115.82822,52.10654,1643
1,240,14/01/2002,03:18:00,-115.79762,52.10318,1567
1,241,14/01/2002,05:00:00,-115.79744,52.10293,1568
1,242,14/01/2002,07:00:00,-115.79726,52.10343,1568
1,243,14/01/2002,09:00:00,-115.79714,52.10332,1566
1,244,14/01/2002,11:00:00,-115.79706,52.10325,1567
1,245,14/01/2002,13:00:00,-115.79702,52.10338,1567
1,246,14/01/2002,15:00:00,-115.79684,52.10334,1578
1,247,14/01/2002,17:00:00,-115.79078,52.10552,1576
1,248,14/01/2002,19:00:00,-115.79117,52.10617,1564
1,249,14/01/2002,21:00:00,-115.79073,52.10902,1580
1,250,14/01/2002,23:00:00,-115.7916,52.1094,1574
1,251,15/01/2002,01:00:00,-115.79313,52.10974,1573
1,252,15/01/2002,03:00:00,-115.79333,52.10982,1573
1,253,15/01/2002,05:00:00,-115.79786,52.10959,1581
1,254,15/01/2002,07:00:00,-115.79583,52.10846,1578
1,255,15/01/2002,11:00:00,-115.77451,52.11134,1578
1,256,15/01/2002,13:01:00,-115.77006,52.11088,1576
1,257,15/01/2002,15:00:00,-115.77135,52.11074,1555
1,258,15/01/2002,17:00:00,-115.77048,52.11206,1555
1,259,15/01/2002,19:00:00,-115.76402,52.11374,1556
1,260,15/01/2002,23:00:00,-115.75443,52.11548,1549
1,261,16/01/2002,01:00:00,-115.76222,52.11369,1546
1,262,16/01/2002,03:00:00,-115.76282,52.11376,1545
1,263,16/01/2002,05:00:00,-115.76276,52.11381,1545
1,264,16/01/2002,07:00:00,-115.76054,52.11341,1545
1,265,16/01/2002,09:00:00,-115.76114,52.11381,1537
1,266,16/01/2002,11:01:00,-115.76109,52.11378,1547
1,267,16/01/2002,13:01:00,-115.76155,52.1161,1548
1,268,16/01/2002,15:00:00,-115.75823,52.11531,1538
1,269,16/01/2002,17:00:00,-115.75647,52.11954,1559
1,270,16/01/2002,19:00:00,-115.74598,52.12417,1560
1,271,16/01/2002,21:01:00,-115.74566,52.12653,1547
1,272,16/01/2002,23:00:00,-115.74308,52.12703,1542
1,273,17/01/2002,01:00:00,-115.74019,52.12817,1540
1,274,17/01/2002,03:00:00,-115.74255,52.12781,1538
1,275,17/01/2002,05:00:00,-115.74291,52.12711,1538
1,276,17/01/2002,07:00:00,-115.74299,52.1271,1538
1,277,17/01/2002,09:00:00,-115.7457,52.12587,1538
1,278,17/01/2002,11:00:00,-115.74689,52.12523,1546
1,279,17/01/2002,13:00:00,-115.74692,52.12524,1546
1,280,17/01/2002,15:00:00,-115.74686,52.12523,1546
1,281,17/01/2002,17:00:00,-115.7424,52.12823,1546
1,282,17/01/2002,19:01:00,-115.74108,52.12812,1522
1,283,17/01/2002,21:00:00,-115.73981,52.12814,1532
1,284,17/01/2002,23:00:00,-115.73456,52.12735,1530
1,285,18/01/2002,01:00:00,-115.73613,52.1269,1527
1,286,18/01/2002,03:00:00,-115.73664,52.1271,1521
1,287,18/01/2002,05:00:00,-115.73686,52.12482,1521
1,288,18/01/2002,07:00:00,-115.73451,52.12265,1521
1,289,18/01/2002,09:00:00,-115.73542,52.1231,1523
1,290,18/01/2002,11:00:00,-115.73303,52.1236,1511
1,291,18/01/2002,13:00:00,-115.73251,52.12221,1511
1,292,18/01/2002,15:00:00,-115.73603,52.1272,1512
1,293,18/01/2002,17:00:00,-115.72929,52.1296,1532
1,294,18/01/2002,19:00:00,-115.72922,52.12966,1532
1,295,18/01/2002,21:00:00,-115.72029,52.13275,1531
1,296,18/01/2002,23:00:00,-115.7193,52.13345,1531
1,297,19/01/2002,01:00:00,-115.72866,52.13106,1530
1,298,19/01/2002,03:00:00,-115.72907,52.13054,1528
1,299,19/01/2002,05:00:00,-115.73028,52.13102,1528
1,300,19/01/2002,07:00:00,-115.7326,52.1294,1528
1,301,19/01/2002,09:00:00,-115.73255,52.12935,1525
1,302,19/01/2002,13:00:00,-115.73454,52.1277,1529
1,303,19/01/2002,15:00:00,-115.73485,52.12855,1529
1,304,19/01/2002,17:00:00,-115.74191,52.13138,1529
1,305,19/01/2002,19:00:00,-115.74317,52.13075,1538
1,306,19/01/2002,23:00:00,-115.75367,52.1415,1797
1,307,20/01/2002,01:00:00,-115.75422,52.13291,1795
1,308,20/01/2002,03:00:00,-115.75339,52.13213,1610
1,309,20/01/2002,05:00:00,-115.7501,52.13457,1610
1,310,20/01/2002,07:00:00,-115.75122,52.13395,1600
1,311,20/01/2002,09:01:00,-115.75146,52.1339,1600
1,312,20/01/2002,11:00:00,-115.7547,52.1331,1622
1,313,20/01/2002,13:00:00,-115.75568,52.13375,1622
1,314,20/01/2002,15:00:00,-115.77343,52.13991,1608
1,315,20/01/2002,17:00:00,-115.7759,52.14087,1608
1,316,20/01/2002,19:01:00,-115.78285,52.13514,1614
1,317,20/01/2002,21:00:00,-115.78122,52.13533,1625
1,318,20/01/2002,23:00:00,-115.78112,52.1345,1641
1,319,21/01/2002,01:00:00,-115.77279,52.13246,1612
1,320,21/01/2002,03:00:00,-115.7729,52.13333,1595
1,321,21/01/2002,05:00:00,-115.77008,52.13419,1595
1,322,21/01/2002,07:00:00,-115.76932,52.13251,1595
1,323,21/01/2002,09:00:00,-115.76872,52.13307,1580
1,324,21/01/2002,11:00:00,-115.77001,52.13419,1584
1,325,21/01/2002,13:00:00,-115.77376,52.13494,1584
1,326,21/01/2002,15:01:00,-115.77438,52.137,1587
1,327,21/01/2002,17:00:00,-115.77634,52.1405,1587
1,328,21/01/2002,19:00:00,-115.77623,52.14106,1609
1,329,21/01/2002,21:00:00,-115.77726,52.1415,1609
1,330,21/01/2002,23:00:00,-115.7889,52.13667,1632
1,331,22/01/2002,01:00:00,-115.78983,52.1363,1689
1,332,22/01/2002,03:00:00,-115.79142,52.13539,1719
1,333,22/01/2002,05:00:00,-115.79138,52.1353,1719
1,334,22/01/2002,07:00:00,-115.79273,52.13119,1719
1,335,22/01/2002,09:01:00,-115.79327,52.13026,1719
1,336,22/01/2002,11:00:00,-115.79296,52.13011,1719
1,337,22/01/2002,13:00:00,-115.79518,52.13021,1640
1,338,22/01/2002,15:00:00,-115.79499,52.13031,1639
1,339,22/01/2002,17:00:00,-115.79118,52.12986,1639
1,340,22/01/2002,19:00:00,-115.7951,52.12982,1639
1,341,22/01/2002,21:00:00,-115.7954,52.13029,1639
1,342,22/01/2002,23:00:00,-115.7982,52.12945,1639
1,343,23/01/2002,01:00:00,-115.78992,52.12879,1639
1,344,23/01/2002,03:00:00,-115.79017,52.12807,1612
1,345,23/01/2002,05:00:00,-115.79338,52.13099,1612
1,346,23/01/2002,07:00:00,-115.79581,52.13548,1686
1,347,23/01/2002,09:00:00,-115.79447,52.13441,1715
1,348,23/01/2002,11:00:00,-115.7948,52.13408,1736
1,349,23/01/2002,13:00:00,-115.79331,52.12979,1636
1,350,23/01/2002,15:00:00,-115.78229,52.12811,1618
1,351,23/01/2002,17:00:00,-115.7715,52.12396,1617
1,352,23/01/2002,19:00:00,-115.76967,52.12458,1567
1,353,23/01/2002,21:00:00,-115.77428,52.12366,1567
1,354,23/01/2002,23:01:00,-115.78381,52.11191,1573
1,355,24/01/2002,01:00:00,-115.80869,52.10621,1571
1,356,24/01/2002,03:00:00,-115.80867,52.10614,1571
1,357,24/01/2002,05:00:00,-115.81542,52.10342,1571
1,358,24/01/2002,07:00:00,-115.83389,52.09126,1570
1,359,24/01/2002,09:00:00,-115.83491,52.09186,1570
1,360,24/01/2002,11:00:00,-115.83428,52.09209,1593
1,361,24/01/2002,13:00:00,-115.83547,52.09149,1592
1,362,24/01/2002,15:00:00,-115.83616,52.09259,1592
1,363,24/01/2002,17:00:00,-115.84193,52.10364,1592
1,364,24/01/2002,19:02:00,-115.84318,52.10482,1664
1,365,24/01/2002,21:01:00,-115.84303,52.10488,1664
1,366,24/01/2002,23:00:00,-115.82087,52.10066,1578
1,367,25/01/2002,01:00:00,-115.81827,52.09715,1578
1,368,25/01/2002,03:00:00,-115.81908,52.09836,1584
1,369,25/01/2002,05:00:00,-115.79523,52.10851,1584
1,370,25/01/2002,07:00:00,-115.79523,52.10837,1588
1,371,25/01/2002,09:01:00,-115.78978,52.10887,1577
1,372,25/01/2002,11:00:00,-115.79088,52.10971,1573
1,373,25/01/2002,13:00:00,-115.79098,52.10967,1575
1,374,25/01/2002,15:00:00,-115.79079,52.10976,1584
1,375,25/01/2002,17:00:00,-115.79135,52.11303,1585
1,376,25/01/2002,19:01:00,-115.76771,52.11607,1572
1,377,25/01/2002,21:00:00,-115.76102,52.11356,1560
1,378,25/01/2002,23:01:00,-115.76049,52.1134,1560
1,379,26/01/2002,01:00:00,-115.75996,52.11503,1560
1,380,26/01/2002,03:00:00,-115.75877,52.11481,1538
1,381,26/01/2002,05:00:00,-115.75879,52.11487,1538
1,382,26/01/2002,07:00:00,-115.75619,52.11875,1549
1,383,26/01/2002,09:00:00,-115.76468,52.12065,1549
1,384,26/01/2002,11:00:00,-115.7726,52.12265,1550
1,385,26/01/2002,13:00:00,-115.77258,52.12279,1550
1,386,26/01/2002,15:01:00,-115.77095,52.12262,1550
1,387,26/01/2002,17:00:00,-115.75561,52.12528,1550
1,388,26/01/2002,19:00:00,-115.75611,52.12522,1547
1,389,26/01/2002,21:00:00,-115.74681,52.12527,1550
1,390,26/01/2002,23:00:00,-115.7469,52.12515,1543
1,391,27/01/2002,01:00:00,-115.74555,52.12445,1542
1,392,27/01/2002,03:00:00,-115.74555,52.12444,1541
1,393,27/01/2002,05:00:00,-115.74241,52.12312,1541
1,394,27/01/2002,07:00:00,-115.75058,52.11917,1539
1,395,27/01/2002,09:00:00,-115.75057,52.11919,1530
1,396,27/01/2002,11:00:00,-115.75642,52.11961,1555
1,397,27/01/2002,13:00:00,-115.75642,52.11964,1549
1,398,27/01/2002,15:00:00,-115.75637,52.11969,1548
1,399,27/01/2002,17:00:00,-115.75869,52.11901,1554
1,400,27/01/2002,19:00:00,-115.75973,52.11905,1554
1,401,27/01/2002,21:00:00,-115.76,52.11906,1553
1,402,27/01/2002,23:00:00,-115.76701,52.121,1553
1,403,28/01/2002,01:00:00,-115.76377,52.11563,1538
1,404,28/01/2002,03:00:00,-115.75933,52.11484,1538
1,405,28/01/2002,05:00:00,-115.75922,52.11487,1540
1,406,28/01/2002,07:00:00,-115.76326,52.10955,1539
1,407,28/01/2002,09:00:00,-115.77115,52.1106,1551
1,408,28/01/2002,11:00:00,-115.77122,52.11066,1551
1,409,28/01/2002,13:00:00,-115.77119,52.11058,1555
1,410,28/01/2002,15:00:00,-115.77113,52.11063,1562
1,411,28/01/2002,17:00:00,-115.77669,52.11091,1551
1,412,28/01/2002,19:00:00,-115.77669,52.11083,1551
1,413,28/01/2002,21:00:00,-115.77537,52.11108,1563
1,414,28/01/2002,23:00:00,-115.77557,52.11119,1560
1,415,29/01/2002,01:00:00,-115.77453,52.10764,1545
1,416,29/01/2002,03:01:00,-115.77261,52.10986,1545
1,417,29/01/2002,05:00:00,-115.77106,52.11058,1545
1,418,29/01/2002,07:00:00,-115.77104,52.11069,1553
1,419,29/01/2002,11:00:00,-115.75603,52.11922,1554
1,420,29/01/2002,13:00:00,-115.75604,52.11926,1554
1,421,29/01/2002,15:01:00,-115.75828,52.12108,1554
1,422,29/01/2002,17:00:00,-115.77028,52.13397,1554
1,423,29/01/2002,19:00:00,-115.77001,52.13463,1594
1,424,29/01/2002,21:00:00,-115.77029,52.13422,1594
1,425,29/01/2002,23:00:00,-115.77036,52.13372,1585
1,426,30/01/2002,01:00:00,-115.76736,52.13341,1585
1,427,30/01/2002,03:00:00,-115.76717,52.13358,1598
1,428,30/01/2002,05:00:00,-115.76706,52.1336,1598
1,429,30/01/2002,07:00:00,-115.7658,52.1324,1599
1,430,30/01/2002,09:00:00,-115.77126,52.13103,1599
1,431,30/01/2002,11:00:00,-115.77071,52.13087,1581
1,432,30/01/2002,13:00:00,-115.77074,52.13088,1580
1,433,30/01/2002,15:00:00,-115.77238,52.13308,1588
1,434,30/01/2002,17:00:00,-115.77424,52.13921,1589
1,435,30/01/2002,19:00:00,-115.77539,52.14084,1604
1,436,30/01/2002,21:00:00,-115.77694,52.14129,1604
1,437,30/01/2002,23:00:00,-115.78274,52.14201,1605
1,438,31/01/2002,01:00:00,-115.78919,52.14793,1605
1,439,31/01/2002,03:01:00,-115.7948,52.14855,1725
1,440,31/01/2002,05:00:00,-115.79487,52.14854,1726
1,441,31/01/2002,07:00:00,-115.79807,52.14929,1722
1,442,31/01/2002,09:00:00,-115.79748,52.1492,1716
1,443,31/01/2002,11:00:00,-115.80291,52.14767,1702
1,444,31/01/2002,13:00:00,-115.80557,52.15003,1690
1,445,31/01/2002,15:01:00,-115.80649,52.15097,1690
1,446,31/01/2002,17:00:00,-115.81028,52.14789,1653
1,447,31/01/2002,19:00:00,-115.81021,52.14782,1651
1,448,31/01/2002,21:02:00,-115.81016,52.14576,1650
1,449,31/01/2002,23:00:00,-115.80692,52.14484,1646
