Observed,strata,x-val,y-val,resource,StepLength,Bearing,CosTA
0,25,27,82,-0.9841965,60.0333241,3.1082717,-0.156027268
0,25,82,52,0.0518549,28.4429253,-1.7475052,-0.999911829
0,25,82,46,-0.4943981,34.3656806,-1.7168086,-0.999033209
0,25,71,64,1.025243,22.627417,-2.3561945,-0.827918707
0,25,74,89,-1.533388,15.8113883,2.536048,0.403698972
0,25,70,59,0.4357112,27.0185122,-2.2513176,-0.882081915
0,26,80,35,-0.1655431,41.4366987,-1.9154436,0.355995393
0,26,93,91,-1.143393,17.0293864,1.6295521,-0.694253418
0,26,94,75,0.2462517,1,1.5707963,-0.650791374
0,26,81,92,-0.6288241,22.2036033,2.1962814,-0.972120631
0,26,87,81,0.5165517,9.8994949,2.3561945,-0.997054488
0,26,82,86,-0.5640283,16.9705627,2.3561945,-0.997054488
0,26,94,61,0.1117414,13,-1.5707963,0.650791415
0,26,86,81,0.3570395,10.6301458,2.4227627,-0.999947943
0,26,94,76,0.9116102,2,1.5707963,-0.650791374
0,26,9,73,0.3933829,85.0058821,-3.1298285,-0.751548213
0,27,43,66,-1.863771,54.2309875,-3.0492633,-0.63890096
0,27,91,98,0.1189256,27.6586334,1.7894653,-0.843661522
0,27,70,71,0.6781715,27,3.1415927,-0.707106722
0,27,95,82,0.2748918,11.1803399,1.7506498,-0.822192197
0,27,67,66,1.748307,30.4138127,-2.976444,-0.581238183
0,27,79,70,-0.0558439,18.0277564,-3.0860941,-0.666794796
0,27,97,95,-0.1383603,24,1.5707963,-0.707106788
0,27,96,66,-0.4315959,5.0990195,-1.7681919,0.554700216
0,27,90,75,-0.6262991,8.0622577,2.6224465,-0.964763822
0,27,99,42,-2.225365,29.0688837,-1.5019398,0.754081645
0,28,81,78,-0.6765274,21.4009346,2.488746,-0.729776768
0,28,96,71,0.0692077,6.3245553,1.8925469,-0.98776297
0,28,95,43,-1.162786,22.2036033,-1.706324,0.955136381
0,28,57,57,-0.8829453,41.7731971,-2.9488919,0.027548541
0,28,89,72,-0.4507929,11.4017543,2.4805495,-0.735356019
0,28,83,64,-0.5541605,15.0332964,-3.0750245,-0.098420981
0,28,89,58,-0.7151471,11.4017543,-2.4805495,0.475818529
0,28,74,74,-0.8531852,25.6320112,2.782822,-0.500277626
0,28,33,90,-0.9390066,69.6419414,2.7744188,-0.507535915
0,28,73,33,-1.858431,40.607881,-2.2339993,0.676091175
0,29,83,67,-0.8906631,12.3693169,2.896614,0.843661493
0,29,91,39,-0.4834316,25.3179778,-1.7294516,0.462139104
0,29,89,60,-1.398543,7.2111026,-2.5535901,0.964763834
0,29,89,63,-1.617566,6.0827625,-2.976444,0.987762962
0,29,92,94,-1.436269,30.1496269,1.670465,-0.22026085
0,29,82,80,-0.5368336,20.6155281,2.2531129,0.352803913
0,29,70,90,-1.899924,36.0693776,2.3365892,0.429593271
0,29,61,67,0.0870633,34.1320963,3.0535853,0.917217296
0,29,9,31,0.0683037,92.1140597,-2.7751982,0.999003627
0,29,83,76,-1.488585,16.9705627,2.3561945,0.447213605
0,30,90,12,-0.1566538,22.0227155,-1.525373,0.970664057
0,30,97,36,-0.0986111,8.2462113,0.2449787,-0.42808639
0,30,78,19,-0.0724739,18.6010752,-2.2035452,0.906721101
0,30,77,26,-1.400375,14.4222051,-2.5535901,0.707106755
0,30,61,22,-1.180681,30.4630924,-2.7367009,0.566528807
0,30,83,8,1.506085,26.6833281,-1.7975952,0.999567754
0,30,51,59,-0.6710178,45.4862617,2.5596875,-0.375104571
0,30,98,33,0.2609828,9.0553851,-0.1106572,-0.086629651
0,30,41,4,0.4494586,56.6038868,-2.5829933,0.686012906
0,30,92,29,1.009966,5.8309519,-1.0303768,0.739940047
0,31,88,52,-1.399533,36,1.5707963,-0.998460356
0,31,82,32,-0.0089736,17.0880075,1.929567,-0.915410749
0,31,63,24,-1.193573,26.2488095,2.8318897,-0.251475534
0,31,97,9,0.8249372,11.4017543,-0.6610432,0.569210031
0,31,40,31,-1.393093,50.2891638,2.8387078,-0.244870749
0,31,93,22,-0.0392784,7.8102497,0.8760581,-0.802549542
0,31,94,2,-0.8296539,15.2315462,-1.1659045,0.895879156
0,31,91,8,0.8579808,8.5440037,-1.2120257,0.915410768
0,31,87,4,1.465142,12.0415946,-1.6539376,0.999617962
0,31,69,10,0.5256861,19.9248588,-2.8357138,0.353562935
0,32,88,37,-1.026548,32.0156212,1.5395565,-0.998235148
0,32,53,3,0.2549295,34.0587727,-3.0828368,0.148860395
0,32,81,23,-0.1017938,18.973666,1.8925469,-0.916157333
0,32,99,33,-0.1303392,30.4630924,1.1659045,-0.951034052
0,32,79,20,-0.3691359,17,2.0607537,-0.836124225
0,32,90,5,2.50909,3,0,-0.090535732
0,32,91,28,0.8452996,23.3452351,1.3986055,-0.996678193
0,32,77,8,1.680839,10.4403065,2.8501359,-0.199450263
0,32,82,18,-0.5541805,13.9283883,1.9379702,-0.897012099
0,32,95,3,-0.6758567,8.2462113,-0.2449787,0.153707057
0,33,48,9,0.7159359,41.5932687,2.9724914,-0.686819347
0,33,95,34,0.701992,32.5576412,1.3854484,-0.715574206
0,33,77,13,1.351245,16.2788206,2.3996454,-0.971136424
0,33,26,16,-0.5108106,64.5368112,2.9229237,-0.721988227
0,33,90,5,2.50909,3.1622777,1.2490458,-0.613940617
0,33,88,2,1.542577,1,3.1415927,-0.554700177
0,33,61,14,0.161876,30.4630924,2.7367009,-0.837610592
0,33,76,39,-1.396569,39.2173431,1.9086745,-0.968881624
0,33,74,21,-0.662537,24.2074369,2.2390857,-0.99677875
0,33,89,9,0.2952168,7,1.5707963,-0.832050267
0,34,87,20,0.4126474,19.1049732,1.6756733,-0.994505452
0,34,78,25,-0.9741702,26.4007576,2.0005586,-0.909064837
0,34,59,8,0.4514038,30.8058436,2.9123607,-0.227229661
0,34,84,8,1.470558,8.6023253,2.1910458,-0.813733494
0,34,26,9,1.274748,63.5059052,3.0152845,-0.1259726
0,34,93,9,0.1692125,8.9442719,1.1071487,-0.894427171
0,34,65,10,0.8967595,25.6320112,2.782822,-0.351123451
0,34,70,9,0.7503887,20.6155281,2.7430702,-0.388057032
0,34,35,43,0.7520282,68.4105255,2.4805495,-0.613940623
0,34,56,9,0.2772019,33.9558537,2.9037567,-0.235600077
0,35,86,21,-0.0148355,19.2353841,1.4141944,0.008546623
0,35,84,28,0.3682659,26.0192237,1.5323537,0.126367267
0,35,73,8,1.675876,11.6619038,2.6011732,0.930408401
0,35,81,2,0.8472038,2,3.1415927,0.98639392
0,35,96,8,0.2317299,14.3178211,0.4324078,-0.82671288
0,35,85,3,1.303394,2.236068,0.4636476,-0.808736104
0,35,72,7,0.9787053,12.083046,2.7149652,0.966008751
0,35,48,24,-0.6882913,41.3400532,2.5804292,0.922605586
0,35,75,19,-0.7061602,18.7882942,2.0106389,0.56875486
0,35,68,39,-1.641092,39.9249296,1.9559538,0.522948185
0,36,68,0,0.9910167,9.486833,-2.8198421,0.883787928
0,36,85,30,0.0617292,28.1602557,1.2827409,-0.122597567
0,36,81,6,1.399612,5,0.6435011,-0.69047577
0,36,79,33,-0.712778,30.0665928,1.5042282,0.098420935
0,36,82,6,2.713946,5.8309519,0.5404195,-0.761243246
0,36,94,1,-1.716365,17.1172428,-0.1171087,-0.998846303
0,36,81,14,0.6912878,11.7046999,1.2220253,-0.18259224
0,36,90,15,0.0596344,17.691806,0.7454195,-0.613297091
0,36,80,12,1.417802,9.486833,1.2490458,-0.15596257
0,36,52,4,0.071808,25.019992,3.101614,0.992176458
0,37,97,24,0.380464,27.6586334,0.7086263,0.377296896
0,37,85,14,-0.0058259,12.0415946,0.7266423,0.393919244
0,37,71,7,0.5933488,5.0990195,2.9441971,0.496138949
0,37,45,25,-0.1085829,36.3593179,2.5917395,0.765362079
0,37,97,4,-0.2054824,21.0950231,-0.0949517,-0.404747123
0,37,78,14,1.161159,8.2462113,1.3258177,0.843661497
0,37,94,36,-0.5439983,34.9857114,1.0303768,0.650791339
0,37,72,6,1.096524,4,3.1415927,0.31622774
0,37,80,5,1.447638,4.1231056,-0.2449787,-0.536875539
0,37,81,9,0.9552812,5.8309519,0.5404195,0.216930439
0,38,87,67,-0.8372051,60.6382717,1.3378171,0.347612237
0,38,75,12,1.829261,4.472136,1.1071487,0.124034667
0,38,27,33,-0.2589711,52.3545605,2.6437703,0.995936521
0,38,85,20,-0.1462477,16.9705627,0.7853982,-0.196116148
0,38,81,24,0.1285213,17.8885438,1.1071487,0.124034667
0,38,43,70,0.040933,68.8767014,2.0214577,0.86172711
0,38,63,20,-0.4398691,15.6204994,2.2655346,0.958798098
0,38,46,16,0.4817856,28.1602557,2.8535372,0.955352121
0,38,26,18,-1.111028,48.0520551,2.9319528,0.929270699
0,38,56,65,-1.06233,59.4810894,1.8606428,0.769366602
0,39,83,8,1.506085,19,0,-1
0,39,70,6,1.053631,6.3245553,-0.3217506,-0.948683269
0,39,71,6,1.294317,7.2801099,-0.2782997,-0.961523924
0,39,52,23,-1.95302,19.2093727,2.2455373,0.624695036
0,39,89,15,-0.3268803,25.96151,0.2730087,-0.962964033
0,39,77,17,-0.1276374,15.8113883,0.6055447,-0.822192197
0,39,63,22,-0.9191008,14.0356688,1.6421038,0.071247012
0,39,34,12,1.237712,30.2654919,3.0090411,0.991227892
0,39,42,7,0.6385712,22.0227155,-3.0961694,0.998968543
0,39,88,1,0.4552039,25,-0.2837941,-0.95999999
0,40,71,13,0.8088942,16.1245155,0.124355,-0.90213422
0,40,80,38,-0.1942537,36.796739,0.8238408,-0.412507512
0,40,29,26,-1.30438,30.016662,2.6183143,0.979761907
0,40,83,1,0.5604989,29.7321375,-0.3430239,-0.999773731
0,40,47,19,-0.1553359,11.3137085,2.3561945,0.894427195
0,40,83,17,-0.5309717,28.6356421,0.2110933,-0.861365921
0,40,24,6,1.071443,31.4006369,-2.9816795,0.88622543
0,40,73,41,-1.085125,34.9857114,1.0303768,-0.216930484
0,40,50,11,1.213661,5,3.1415927,0.948683284
0,40,53,21,-2.127033,10.198039,1.7681919,0.496138949
0,41,56,13,-0.4288997,6.0827625,0.1651487,-0.934997521
0,41,19,0,1.535539,33.2415403,-2.772259,0.843661493
0,41,40,57,-1.256024,46.0977223,1.7894653,0.404163868
0,41,72,14,0.5757731,22.090722,0.0906599,-0.958798111
0,41,60,18,-0.6816006,11.6619038,0.5404195,-0.739940078
0,41,25,64,-0.5344703,57.6974869,2.0189413,0.601630286
0,41,9,51,0.4603897,56.5862174,2.3811893,0.845653579
0,41,19,35,0.2899805,38.6005181,2.5032728,0.904357581
0,41,68,16,-1.185292,18.4390889,0.2186689,-0.914686625
0,41,40,15,2.207501,10.4403065,2.8501359,0.995579506
0,42,20,36,-0.0830166,30.4795013,2.4258491,0.980736895
0,42,28,23,-0.5389389,16.5529454,2.7049655,0.996597239
0,42,48,12,0.6851447,6.4031242,-0.6747409,-0.987919539
0,42,38,51,-0.8895613,35.3553391,1.7126934,0.613940659
0,42,44,8,1.423795,8.0622577,-1.4464413,-0.600000057
0,42,41,16,1.78066,2,3.1415927,0.8682431
0,42,44,0,0.79442,16.0312195,-1.5083775,-0.549332313
0,42,40,28,-0.2212055,12.3693169,1.815775,0.691905399
0,42,32,3,-0.0924106,17.0293864,-2.2730533,0.182089262
0,42,56,0,-0.2374034,20.6155281,-0.8884798,-0.932568102
0,43,53,21,-2.127033,21.5406592,0.3805064,-0.9960377
0,43,21,8,1.146049,13,-2.7468015,0.99466575
0,43,32,8,0.5821304,5.0990195,-1.7681919,0.469612949
0,43,28,26,-0.9100653,13.9283883,1.9379702,0.075644792
0,43,56,65,-1.06233,56.8594759,1.1543577,-0.650236265
0,43,16,13,-1.445999,17,3.1415927,0.95782631
0,43,45,27,0.1643987,18.4390889,0.8621701,-0.841515816
0,43,31,42,0.4434352,29.0688837,1.6396528,-0.220766489
0,43,21,69,-0.2598859,57.2712843,1.7818897,-0.080276907
0,43,46,21,-0.604396,15.2643375,0.551655,-0.966338994
0,44,40,11,1.757175,7.2111026,0.5880026,-0.410364629
0,44,23,8,0.8914469,11.045361,3.0509328,-0.25302776
0,44,24,6,1.071443,10.0498756,-3.041924,-0.065433291
0,44,48,1,0.9008327,15.2315462,-0.4048918,0.539666168
0,44,32,1,0.7392778,6.3245553,-1.8925469,0.883787884
0,44,39,23,0.2340177,16.7630546,1.2679115,-0.89245714
0,44,28,24,-0.1914825,18.0277564,1.9100889,-0.984875241
0,44,56,14,-0.9001799,23.0867928,0.3080528,-0.142418182
0,44,48,8,0.8958527,14.0356688,0.0713075,0.093703557
0,44,41,10,0.9965944,7.6157731,0.4048918,-0.237453056
0,45,25,9,1.139031,9.486833,2.8198421,-0.316227791
0,45,13,21,-0.3506879,25.8069758,2.5213432,-0.581238189
0,45,6,32,0.4521017,38.2099463,2.3932146,-0.680451123
0,45,10,5,-0.1674997,24.0208243,-3.0999501,0.041630492
0,45,44,1,1.143329,11.1803399,-0.4636476,0.447213611
0,45,28,6,1.296821,6,3.1415927,1.96153E-08
0,45,8,4,1.481758,26.0768096,-3.0648208,0.076696435
0,45,14,0,0.6276645,20.880613,-2.8501359,0.287347821
0,45,36,12,1.827996,6.3245553,1.2490458,-0.948683298
0,45,23,27,0.2423206,23.7065392,2.0533096,-0.885831558
0,46,54,31,-0.9955469,37.4432905,0.9753865,-0.908856851
0,46,43,37,-1.26608,38.3275358,1.3068326,-0.995121764
0,46,38,3,0.2507078,5.8309519,0.5404195,-0.648466452
0,46,38,23,0.5088519,23.5372046,1.3567356,-0.998804044
0,46,22,19,-1.167752,21.9544984,2.0955921,-0.771281376
0,46,50,1,0.0919166,17.0293864,0.0587558,-0.222038315
0,46,1,52,-0.5592972,61.0573501,2.1224513,-0.753909512
0,46,35,6,0.6165613,6.3245553,1.2490458,-0.987762969
0,46,33,29,-0.9328379,29,1.5707963,-0.986393929
0,46,81,28,-0.201599,55.569776,0.5280744,-0.639019654
0,47,16,32,0.2694515,37.7359245,2.1293956,-0.529998904
0,47,4,21,1.043309,38.2753184,2.5608363,-0.836047911
0,47,64,10,0.7565007,29.7321375,0.3430239,0.941741925
0,47,20,20,-0.8480381,25.6124969,2.2455373,-0.624695072
0,47,39,31,-1.090608,31.144823,1.4743226,0.096324147
0,47,69,15,-0.6556071,36.2491379,0.4266275,0.910366475
0,47,53,28,-0.4892959,32.7566787,1.0251413,0.518978111
0,47,32,15,2.317356,15.5241747,1.8313987,-0.257662633
0,47,66,19,0.3664453,35.5105618,0.5645694,0.844819072
0,47,25,0,0.911771,11,3.1415927,-1
0,48,7,3,1.890062,19.2353841,-2.9849908,0.766757718
0,48,53,17,-0.3289489,29.1547595,0.3868757,-0.600000052
0,48,19,14,-2.287643,10.6301458,2.2896263,0.951860535
0,48,62,31,-1.826905,43.829214,0.6069877,-0.410852722
0,48,49,27,-0.3255518,31.144823,0.7399749,-0.28633739
0,48,26,3,1.102968,3,-1.5707963,-0.514495738
0,48,11,28,0.3055732,26.6270539,2.1692152,0.908147775
0,48,26,20,-0.8025859,14,1.5707963,0.514495692
0,48,49,7,0.9969081,23.0217289,0.0434509,-0.834335344
0,48,10,6,0.5484942,16,3.1415927,0.857492926
0,49,24,21,-0.1402233,16.2788206,1.3854484,-0.373466844
0,49,25,46,-1.19784,41.1946598,1.4735431,-0.290403785
0,49,23,37,-0.1348003,32.0624391,1.5083775,-0.256901167
0,49,37,16,1.012752,19.4164878,0.6022873,-0.919145046
0,49,36,15,1.471656,18.0277564,0.5880026,-0.924678097
0,49,32,55,0.0687551,51.1957029,1.354246,-0.402225064
0,49,43,16,1.701166,24.5967478,0.4636476,-0.964763822
0,49,6,2,1.835797,15.2970585,-2.9441971,1
0,49,29,3,0.1247228,8.2462113,-0.2449787,-0.903737826
0,49,9,38,-1.189435,35.1140997,1.9195673,0.150797966
0,50,12,34,-0.1374217,29.6141858,1.7748143,0.202605552
0,50,50,29,0.3158011,40,0.6435011,-0.800000033
0,50,48,4,0.3913271,30.016662,-0.033321,-0.999444905
0,50,23,10,-0.1237962,7.0710678,0.7853982,-0.707106788
0,50,37,7,0.4567841,19.1049732,0.1048769,-0.994505462
0,50,45,10,0.7114232,27.4590604,0.1831108,-0.983282017
0,50,34,7,0.9284599,16.1245155,0.124355,-0.992277882
0,50,62,46,-0.7545004,60.1414998,0.7501187,-0.731607985
0,50,20,20,-0.8480381,15.132746,1.4382448,-0.132163761
0,50,50,14,0.8781701,33.2415403,0.2741675,-0.962650939
0,51,69,18,-0.1143134,61.8465844,0.2449787,-0.999653919
0,51,5,6,0.7926864,5,2.4980915,0.650791334
0,51,34,15,0.9885258,27.7308492,0.44752,-0.973927688
0,51,42,18,1.576678,36.2491379,0.4266275,-0.978454438
0,51,10,18,-1.807455,15.0332964,1.5042282,-0.28138496
0,51,0,10,0.0241734,11.4017543,2.4805495,0.637373008
0,51,6,22,1.513579,19.2353841,1.7273982,-0.062027238
0,51,31,38,-0.02638,41.3400532,1.0096329,-0.703160246
0,51,17,12,-2.386732,12.0415946,0.844154,-0.810679225
0,51,5,8,-0.6016937,6.4031242,2.2455373,0.440425015
0,52,28,41,-1.902106,40.4969135,0.9964915,0.345705395
0,52,27,18,-1.080818,23.7065392,0.4825133,-0.160293285
0,52,8,3,1.78872,4.472136,-1.1071487,-0.98386992
0,52,13,9,0.396354,7.2801099,0.2782997,-0.357137395
0,52,42,17,1.675032,37.3630834,0.2709469,-0.363995575
0,52,0,7,-0.702983,6,3.1415927,0.599999934
0,52,36,22,1.327784,33.5410197,0.4636476,-0.178885412
0,52,8,1,1.954128,6.3245553,-1.2490458,-0.948683301
0,52,0,5,-0.1089276,6.3245553,-2.8198421,0.316227733
0,52,1,44,-0.6048321,37.3363094,1.7051178,0.873144715
0,53,5,15,-1.09102,6.0827625,-1.735945,-0.986393929
0,53,7,24,1.034601,3.1622777,1.2490458,0.948683315
0,53,58,10,0.9637149,53.1507291,-0.2084652,-0.206958547
0,53,12,29,0.1233158,10,0.9272952,0.800000005
0,53,17,33,1.201732,16.2788206,0.8288491,0.737154186
0,53,5,18,-0.1995863,3.1622777,-1.8925469,-0.948683301
0,53,18,17,-1.642117,12.6491106,-0.3217506,-0.316227784
0,53,18,1,1.535753,23.3238076,-1.0303768,-0.857492898
0,53,25,22,-0.3408223,19.0262976,0.0525831,0.052558898
0,53,11,11,-0.8237121,11.1803399,-1.1071487,-0.894427171
0,54,18,34,1.197734,12.8062485,0.8960554,0.968277318
0,54,14,30,0.5604612,7.2111026,0.9827937,0.942990338
0,54,66,13,0.1246979,57.0701323,-0.1939591,0.669351916
0,54,6,49,-0.0194235,25.3179778,1.7294516,0.466071961
0,54,16,13,-1.445999,12.5299641,-1.0714496,-0.143655625
0,54,10,35,-0.483209,11,1.5707963,0.600000014
0,54,25,43,-1.742803,24.2074369,0.9025069,0.96664509
0,54,4,36,-0.1708583,13.4164079,2.0344439,0.178885465
0,54,7,16,-0.6694638,8.5440037,-1.929567,-0.842696257
0,54,15,22,-0.5823959,5.3851648,-0.3805064,0.519946935
0,55,22,45,-0.3954102,2.236068,0.4636476,0.800000005
0,55,24,32,-0.0543824,12.6491106,-1.2490458,-0.707106788
0,55,7,16,-0.6694638,30.8706981,-2.0054665,-0.999580183
0,55,39,51,-0.8750524,20.2484567,0.3529904,0.728848093
0,55,33,60,-0.2459223,20.6155281,0.8884798,0.97618707
0,55,48,51,-0.6569825,28.8617394,0.2449787,0.650791415
0,55,4,29,0.7502269,21.9317122,-2.3884414,-0.937994496
0,55,8,42,-2.157491,12.1655251,-2.976444,-0.588171693
0,55,35,61,-0.4590388,22.6715681,0.847817,0.966561569
0,55,4,9,0.5303888,38.4837628,-1.9995744,-0.999392119
0,56,41,59,-1.549891,21.3775583,0.1882215,0.187112129
0,56,1,82,-0.2085965,33.015148,2.1840037,0.81780639
0,56,2,10,-0.3908135,48.4664833,-1.9513027,-0.928476702
0,56,19,49,0.6944141,6.0827625,-1.735945,-0.986393929
0,56,26,44,-1.530226,12.5299641,-1.0714496,-0.877895558
0,56,19,59,1.483137,4.1231056,1.815775,0.970142491
0,56,49,57,-0.7474713,29.0688837,0.0688565,0.068802129
0,56,5,27,1.045095,31.7647603,-2.0626055,-0.881479984
0,56,45,89,0.6829371,42.2018957,0.9367736,0.805651024
0,56,1,61,0.5831764,19.9248588,2.8357138,0.301131325
0,57,26,76,-0.3334883,9.486833,0.3217506,0.155962623
0,57,88,47,-0.1181125,75.6108458,-0.3510309,-0.49356108
0,57,18,93,0.4070836,20.0249844,1.5208379,0.976953539
0,57,13,27,1.648516,46.1735855,-1.6575347,-0.968443834
0,57,43,60,-2.144328,29.0688837,-0.4636476,-0.588171687
0,57,3,72,-0.2961328,14.0356688,-3.0702852,0.09370355
0,57,45,77,0.62885,28.2842712,0.1418971,-0.023249478
0,57,46,62,-1.927888,31.0161248,-0.3625442,-0.503541392
0,57,33,45,0.5799538,32.249031,-1.0516502,-0.937994493
0,57,9,81,-0.4897474,11.3137085,2.3561945,0.813733463
0,58,45,74,0.6947181,28.0178515,0.0356991,0.999362855
0,58,25,63,0.2824327,12.8062485,-0.8960554,0.624695036
0,58,16,68,-0.0913995,5.0990195,-1.7681919,-0.196116148
0,58,11,76,1.121792,6.7082039,2.677945,-0.894427171
0,58,26,53,1.062267,21.9317122,-1.1479424,0.410364678
0,58,12,73,0.2501792,5,3.1415927,-1
0,58,17,82,-0.1262118,9,1.5707963,2.67949E-08
0,58,56,49,-1.312813,45.7930126,-0.551655,0.851658308
0,58,21,73,0.2367544,4,0,1
0,58,6,76,0.172131,11.4017543,2.8753406,-0.96476382
0,59,19,43,-0.0905504,30.016662,-1.5374753,0.033314861
0,59,10,40,-1.638888,33.9558537,-1.8086323,-0.23560007
0,59,27,84,0.1657894,14.2126704,0.8850668,0.633237803
0,59,41,77,-0.0969247,23.3452351,0.1721908,0.985211757
0,59,2,96,0.4862279,28.0178515,2.1785983,-0.571064469
0,59,12,50,-0.087226,23.7697286,-1.8259787,-0.25242188
0,59,34,64,-0.5136914,18.3575598,-0.5123895,0.871575518
0,59,3,88,-0.5876003,21.2132034,2.3561945,-0.707106788
0,59,59,18,-0.8507663,68.6002915,-0.9302107,0.597665068
0,59,15,98,-0.1418404,25.1793566,1.6902253,-0.119145267
0,60,58,70,0.104192,36.138622,-0.25169,0.42869537
0,60,10,93,-2.010607,19.1049732,2.3191744,0.127333399
0,60,63,80,-0.099656,40.012498,0.0249948,0.659183936
0,60,40,58,-1.706998,27.0185122,-0.8902751,-0.194293205
0,60,40,58,-1.706998,27.0185122,-0.8902751,-0.194293205
0,60,10,69,0.0355121,16.4012195,-2.485897,-0.975818289
0,60,16,74,0.0882302,8.6023253,-2.5213432,-0.967459002
0,60,13,76,1.001703,10.4403065,-2.8501359,-0.833932156
0,60,21,49,0.1787447,30.0665928,-1.6373645,-0.809104258
0,60,33,56,-0.2116707,25.0798724,-1.160669,-0.449254552
0,61,45,70,-0.4603619,26.2488095,-0.7044941,-0.443513893
0,61,33,82,0.5899996,9.4339811,-0.5585993,-0.308504718
0,61,32,78,-0.0499014,11.4017543,-0.9097532,-0.616881725
0,61,20,31,0.6466031,56.2227712,-1.6598459,-0.987867677
0,61,4,78,-0.0084428,22.8473193,-2.7367009,-0.605083213
0,61,43,57,-2.09695,34.9857114,-1.0303768,-0.707106788
0,61,27,72,-0.9018335,15.132746,-1.4382448,-0.929577919
0,61,39,85,0.5664634,14.1421356,-0.1418971,0.10289907
0,61,36,73,0.798681,17.8044938,-0.9048271,-0.61299714
0,61,52,99,0.7087115,29.5465734,0.4182243,0.61564399
0,62,14,74,0.2570848,20.808652,-2.1854593,-0.932441444
0,62,35,46,2.088338,45.8911756,-1.3734008,-0.903737869
0,62,41,86,0.5923679,15.8113883,-0.3217506,-0.076696581
0,62,30,68,-0.7087689,23.3452351,-1.3986055,-0.914239466
0,62,35,87,-0.2922458,9.8488578,-0.4182243,-0.172380338
0,62,37,86,-0.2431279,12.083046,-0.4266275,-0.180651563
0,62,29,85,0.184235,6.7082039,-1.1071487,-0.759256614
0,62,29,90,-0.6329683,3.1622777,-0.3217506,-0.076696581
0,62,31,71,-0.9591892,20.6155281,-1.3258177,-0.882352975
0,62,47,99,-0.3452476,22.4722051,0.363979,0.57201277
0,63,16,67,0.0341709,31.3847097,-1.9631365,-0.999929982
0,63,56,79,-0.1459592,32.7566787,-0.5456551,-0.164398983
0,63,36,83,-0.223634,15.2643375,-1.0191413,-0.596099923
0,63,53,84,-0.6646564,27.7308492,-0.44752,-0.066963427
0,63,71,95,-1.135429,43.0116263,-0.0232516,0.34970371
0,63,43,79,0.1022731,22.6715681,-0.847817,-0.450486843
0,63,24,90,0.033648,7.2111026,-2.1587989,-0.978549801
0,63,52,69,-0.4758894,36.1247837,-0.844154,-0.447213563
0,63,27,88,-1.059852,8.0622577,-1.6951513,-0.967372205
0,63,36,83,-0.223634,15.2643375,-1.0191413,-0.596099923
0,64,93,89,-1.224647,65.6201189,-0.1375867,-0.137152996
0,64,39,86,0.0607433,16.2788206,-0.8288491,-0.73715415
0,64,45,60,-2.235138,41.6293166,-1.150133,-0.91281825
0,64,29,92,-0.350609,6.0827625,-1.4056476,-0.986393911
0,64,77,91,-1.020493,49.4974747,-0.1418971,-0.141421375
0,64,1,92,0.4165949,27.6586334,-2.9229237,-0.216930492
0,64,14,88,-0.989769,17.2046505,-2.5213432,-0.581238189
0,64,61,91,-0.0798272,33.7342556,-0.2090229,-0.20750414
0,64,30,76,0.0185467,22.090722,-1.4801364,-0.9958932
0,64,44,57,-1.865189,44.0113622,-1.1987286,-0.931577621
0,65,27,99,-0.9072628,6.7082039,0.4636476,-0.982872188
0,65,21,47,-0.2793909,49,-1.5707963,0.274721097
0,65,3,23,0.6500564,75.1864349,-1.8125492,0.496925721
0,65,22,84,0.2174765,12.0415946,-1.4876551,0.193921957
0,65,79,61,-0.0330938,67.7421582,-0.5429511,-0.681306191
0,65,35,92,0.2484071,14.5602198,-0.2782997,-0.849056585
0,65,28,84,0.006107,13.892444,-1.0427219,-0.247185728
0,65,23,99,-0.7819316,3.6055513,0.9827937,-0.761939329
0,65,4,86,0.0818041,19.7230829,-2.6098686,0.968059532
0,65,61,65,1.095202,50.6063237,-0.6593101,-0.591716601
0,66,16,82,-1.704872,11.045361,-1.6614562,0.669964544
0,66,33,67,-0.6079729,30.528675,-1.0191413,0.09171705
0,66,4,89,-0.502062,13.6014705,-2.8430937,0.941074709
0,66,7,87,0.3711322,11.6619038,-2.6011732,0.994691784
0,66,74,50,-1.04207,71.4002801,-0.6463022,-0.277309814
0,66,42,99,-0.6443888,25.7099203,0.235545,-0.917933603
0,66,47,93,-0.1275925,30,0,-0.799999973
0,66,14,60,-0.0236179,33.1360831,-1.6614562,0.669964544
0,66,17,70,-0.0095798,23,-1.5707963,0.600000014
0,66,37,88,-0.5628856,20.6155281,-0.2449787,-0.630592562
0,67,20,96,0.4713263,6.3245553,0.3217506,-0.799999973
0,67,13,97,-0.2590633,3.1622777,1.8925469,0.600000014
0,67,28,86,-0.7720374,16.1245155,-0.5191461,-0.980580678
0,67,29,69,-1.065211,29.1547595,-1.0303768,-0.759256619
0,67,6,97,-1.027116,8.5440037,2.782822,0.999314834
0,67,24,99,-0.6633428,11.1803399,0.4636476,-0.707106788
0,67,32,82,0.8052396,21.6333077,-0.5880026,-0.964763822
0,67,8,39,-0.8073989,55.3263048,-1.6794575,-0.21148041
0,67,56,95,0.3622114,42.0119031,0.023805,-0.940887421
0,67,37,85,0.1660378,24.6981781,-0.3729877,-0.998687665
0,68,0,90,0.0119488,9.0553851,3.0309354,0.62469503
0,68,11,92,-0.902323,3.6055513,0.9827937,-0.980580678
0,68,5,63,1.091153,26.3058929,-1.7234457,0.806405017
