Observed,strata,x-val,y-val,resource,StepLength,Bearing,CosTA
0,68,7,85,0.6996116,4.472136,-2.0344439,0.948683284
0,68,42,57,-1.87064,45.9673797,-0.7700148,-0.015382766
0,68,24,63,-0.1876929,30.016662,-1.047518,0.259128552
0,68,10,75,0.8463321,14.0356688,-1.4994889,0.65493056
0,68,24,93,0.0974738,15.5241747,0.2606024,-0.865426295
0,68,5,56,0.671836,33.2415403,-1.69142,0.787055912
0,68,63,88,-1.059992,54.0092585,-0.0185164,-0.69389325
0,69,1,82,-0.2085965,6.7082039,-2.677945,0.800000005
0,69,8,94,-2.167449,9.0553851,1.4601391,-0.938343131
0,69,28,55,0.7360319,36.6196668,-0.9600704,0.476283213
0,69,38,67,-0.3750199,35.8468967,-0.5260664,0.062378303
0,69,45,17,0.8852272,77.8973684,-1.0612041,0.562624104
0,69,65,66,1.323396,61.0327781,-0.3165693,-0.14654858
0,69,35,79,-0.2782943,28.6356421,-0.2110933,-0.249878017
0,69,13,83,-0.3159243,6.3245553,-0.3217506,-0.141421276
0,69,17,87,0.0600727,10.198039,0.1973956,-0.613940617
0,69,49,64,-0.7416071,46.9574275,-0.4636476,2.67949E-08
0,70,32,77,-0.1603766,28.1602557,-0.2880554,-0.958798113
0,70,26,90,-0.1517416,21.5870331,0.2337432,-0.972806221
0,70,15,68,0.5137022,19.7230829,-1.0390723,-0.507020052
0,70,3,94,-0.2042407,9.2195445,1.7894653,0.216930439
0,70,8,91,-0.6771653,6.7082039,1.1071487,-0.447213653
0,70,21,77,-0.8077509,17.8885438,-0.4636476,-0.894427174
0,70,8,83,-0.3064667,3.6055513,-0.5880026,-0.832050271
0,70,37,63,-0.3755912,38.8329757,-0.6022873,-0.824041924
0,70,22,92,0.1178869,18.3847763,0.390607,-0.924678133
0,70,6,93,-1.401845,8.0622577,1.4464413,-0.124034813
0,71,17,63,0.3763921,28.6006993,-0.9342881,-0.740560308
0,71,40,52,-0.7736375,52.497619,-0.7044941,-0.874157256
0,71,20,84,0.0056871,20.0997512,-0.0996687,-0.99522853
0,71,1,66,0.7018204,20.0249844,-1.5208379,-0.244839335
0,71,6,93,-1.401845,9.2195445,0.8621701,-0.48925094
0,71,15,89,-1.10414,15.2970585,0.1973956,-0.92307691
0,71,18,88,-0.2629402,18.1107703,0.1106572,-0.952925788
0,71,74,75,-0.7903881,74.8131005,-0.1475681,-0.998758869
0,71,20,79,-0.9880622,21.1896201,-0.3366748,-0.990316315
0,71,8,89,0.2695731,8.5440037,0.3587707,-0.849285313
0,72,44,95,-0.1010062,41.0121933,-0.0243854,0.263907823
0,72,13,87,-0.2460594,13.453624,-0.7328151,-0.427167972
0,72,1,86,0.4592443,10.198039,-1.7681919,-0.995579501
0,72,2,65,0.5362244,31.0161248,-1.6030432,-0.966592782
0,72,26,74,-0.4902235,31.8276609,-0.7631796,-0.454421583
0,72,0,75,0.2264479,21.2132034,-1.7126934,-0.988836772
0,72,35,77,-0.6822431,37.2155881,-0.5358112,-0.241929928
0,72,70,84,-1.194509,68.0661443,-0.1772254,0.113983158
0,72,17,98,-0.1774516,14.1421356,0.1418971,0.419917057
0,72,2,93,0.0966654,3.1622777,-1.8925469,-0.99954118
0,73,14,89,-1.507975,13.453624,-0.8379812,-0.247383199
0,73,17,70,-0.0095798,31.3847097,-1.1784562,-0.556737858
0,73,13,68,1.007022,32.0156212,-1.3182421,-0.667048065
0,73,13,88,-0.904304,13.6014705,-0.942,-0.346650081
0,73,33,71,-0.2396053,39.5979797,-0.7853982,-0.196116148
0,73,9,92,-1.310951,8.0622577,-1.0516502,-0.447213563
0,73,13,86,-0.0952788,15.2643375,-1.0191413,-0.417905547
0,73,16,93,-0.2270027,12.5299641,-0.4993467,0.088539835
0,73,49,78,0.1224707,48.754487,-0.445301,0.142217796
0,73,7,98,-0.7582359,2.236068,-0.4636476,0.124034767
0,74,27,94,-0.6391904,27.6586334,-0.2186689,-0.999773731
0,74,31,98,-0.2050007,31.0644491,-0.0644268,-0.991172673
0,74,11,49,0.0877949,52.1727898,-1.3583643,-0.398451192
0,74,28,90,-0.3382715,29.7321375,-0.3430239,-0.989414919
0,74,27,93,0.1426926,27.8926514,-0.2536741,-0.998416781
0,74,37,66,-0.204142,50.2493781,-0.7431698,-0.854725651
0,74,3,62,0.6996235,38.1182371,-1.4920124,-0.272681909
0,74,15,93,-0.4420877,16.5529454,-0.4366272,-0.971520328
0,74,24,78,-0.3896955,32.5576412,-0.7419473,-0.855359588
0,74,17,98,-0.1774516,17.1172428,-0.1171087,-0.996778741
0,75,37,89,-0.8288061,37.6430604,-0.2965458,0.956351574
0,75,14,94,0.6872877,14.3178211,-0.4324078,0.907959374
0,75,34,98,-0.871188,33.0605505,-0.060532,0.998168498
0,75,26,71,-0.853145,38.2883794,-0.8593372,0.652939623
0,75,13,64,0.2133137,37.9473319,-1.2490458,0.31622774
0,75,16,88,-0.5971836,19.2093727,-0.6747409,0.780868836
0,75,43,94,-0.1251777,42.4264069,-0.1418971,0.989949487
0,75,0,71,-1.091279,29.0172363,-1.6052654,-0.034462248
0,75,96,48,-1.450724,108.3005078,-0.5008206,0.87718885
0,75,11,72,0.5943666,29.7321375,-1.2277724,0.336336384
0,76,14,97,0.1743581,1.4142136,0.7853982,0.447213522
0,76,54,83,-1.228864,43.0116263,-0.3070457,0.999891885
0,76,48,77,0.2460335,39.8246155,-0.4973427,0.984623277
0,76,20,93,0.2598376,7.6157731,-0.4048918,0.996545761
0,76,6,98,-0.6509269,7.2801099,2.863293,-0.999056156
0,76,3,99,-0.2117531,10.4403065,2.8501359,-0.999541177
0,76,25,69,-0.6466066,29.5465734,-1.152572,0.674269396
0,76,14,95,0.8423563,1.4142136,-0.7853982,0.894427195
0,76,22,80,-1.596615,18.3575598,-1.0584069,0.740719043
0,76,8,72,0.172058,24.5153013,-1.7761917,0.116092858
0,77,26,95,0.0361659,11.1803399,-0.1798535,0.800000005
0,77,43,61,-2.073197,45.607017,-0.9097532,0.196116103
0,77,15,46,-0.6803515,51,-1.5707963,-0.447213563
0,77,1,92,0.4165949,14.8660687,-2.7985687,-0.992733785
0,77,47,70,0.0472804,41.8688428,-0.7008544,0.395208049
0,77,59,83,0.1153184,46.1735855,-0.3080528,0.716725924
0,77,9,93,-1.695717,7.2111026,-2.5535901,-0.992277882
0,77,1,73,-0.9802745,27.784888,-2.0988708,-0.836969623
0,77,18,93,0.4070836,5,-0.9272952,0.178885465
0,77,63,47,-0.8200799,69.3108938,-0.8058035,0.296805083
0,78,12,96,-0.6397941,8.2462113,-2.896614,-0.99886814
0,78,39,95,0.2780162,19.2353841,-0.1566019,0.937994477
0,78,25,93,0.3763682,7.0710678,-0.7853982,0.554700132
0,78,44,93,0.6268468,24.5153013,-0.2053954,0.919970541
0,78,29,79,0.1897959,21.023796,-1.1284221,0.24253559
0,78,24,89,0.1540274,9.8488578,-1.152572,0.2190383
0,78,12,75,0.7126573,24.3515913,-1.9055332,-0.507372103
0,78,5,67,-1.01385,34.4383507,-2.0214577,-0.603638452
0,78,6,29,1.5887,70.4059657,-1.7709774,-0.387185169
0,78,34,79,0.1815501,23.6008474,-0.9357696,0.42379503
0,79,30,98,-0.2611498,8.9442719,0.4636476,2.67949E-08
0,79,7,79,0.0911441,21.2132034,-2.3561945,0.31622774
0,79,22,92,0.1178869,2,-1.5707963,0.894427195
0,79,41,89,-0.362828,19.6468827,-0.2573237,0.66011461
0,79,92,94,-1.436269,70,0,0.447213611
0,79,18,78,-0.272958,16.4924225,-1.815775,0.759256584
0,79,22,95,0.5469484,1,1.5707963,-0.894427171
0,79,30,95,-0.1678181,8.0622577,0.124355,0.332820129
0,79,27,93,0.1426926,5.0990195,-0.1973956,0.613940659
0,79,7,69,-0.1180869,29.1547595,-2.1112158,0.5368755
0,80,28,86,-0.7720374,8.6023253,-0.9505468,0.986393937
0,80,16,71,0.5662464,23.0867928,-1.8788491,0.459422958
0,80,9,95,-1.695597,14.1421356,2.9996956,-0.799999977
0,80,31,73,-1.433762,21.5406592,-1.1902899,0.919145064
0,80,0,90,0.0119488,23.194827,-3.0118901,-0.609710719
0,80,17,95,0.4820685,6.3245553,2.8198421,-0.894427174
0,80,29,79,0.1897959,15.2315462,-1.1659045,0.92847672
0,80,9,72,-0.3881285,25.2388589,-2.1587989,0.196116201
0,80,6,67,-1.183656,31.0644491,-2.1498706,0.204863186
0,80,32,74,-1.1722,21.023796,-1.1284221,0.941741925
0,81,34,98,-0.871188,6.7082039,2.677945,-0.836047911
0,81,24,97,-0.7699423,16.1245155,3.0172377,-0.97098902
0,81,55,83,-1.046796,19.2093727,-0.6747409,0.702530243
0,81,32,98,-0.1050575,8.5440037,2.782822,-0.888890216
0,81,33,79,0.3148623,17.4642492,-1.9832068,-0.505118422
0,81,37,51,-0.5535375,44.1021541,-1.6388728,-0.184128544
0,81,50,95,-0.4723602,10,0,0.99315061
0,81,83,67,-0.8906631,51.3127664,-0.5771922,0.768501208
0,81,67,99,0.1352452,27.2946881,0.1470784,0.999550942
0,81,19,79,-1.228554,26.4007576,-2.4905159,-0.8607943
0,82,40,84,1.145044,15.6204994,-2.2655346,-0.713448192
0,82,46,43,-0.8283006,53.1507291,-1.6461252,-0.174105748
0,82,20,74,0.0935354,37.2021505,-2.5088438,-0.86124586
0,82,24,80,-1.273203,30.528675,-2.5899377,-0.899581375
0,82,15,85,-0.6412551,36.6878727,-2.8370818,-0.979093105
0,82,41,76,0.0020497,21.9317122,-1.9936503,-0.499067779
0,82,48,86,-0.3570021,10.198039,-1.7681919,-0.29271433
0,82,30,98,-0.2611498,20.0997512,3.041924,-0.98019801
0,82,81,68,-1.332163,41.7731971,-0.7345945,0.671723688
0,82,48,99,-0.1963642,3.6055513,2.1587989,-0.469155157
0,83,73,45,-1.208126,55.9732079,-1.2433961,-0.053081214
0,83,59,79,-0.0244649,19.4164878,-1.3633001,-0.172148359
0,83,43,92,0.180805,13.4164079,-2.677945,-0.996545756
0,83,78,76,-0.7638773,31.8276609,-0.7631796,0.414242452
0,83,54,74,-0.4134793,24.0208243,-1.6124389,-0.409721714
0,83,21,95,0.4475839,34.1320963,-3.0535853,-0.957526276
0,83,51,28,-0.1785029,70.1141926,-1.6278771,-0.423755218
0,83,43,93,0.114845,13,-2.7468015,-0.999897975
0,83,40,50,-0.1731465,50.2891638,-1.8736812,-0.631426365
0,83,60,76,0.0604336,22.5610283,-1.3473197,-0.156385219
0,84,34,82,0.1569903,27.202941,-2.5127964,-0.808736104
0,84,50,94,-0.5469537,7.2111026,-2.5535901,-0.832050322
0,84,64,93,-0.116498,9.4339811,-0.5585993,0.847998312
0,84,50,76,0.4730028,22.8035085,-1.8370484,-0.263117429
0,84,80,64,-0.3133998,41.6173041,-0.9561334,0.576683177
0,84,36,79,-0.2262879,27.5862284,-2.3818299,-0.724999434
0,84,54,84,-1.098555,14.1421356,-1.7126934,-0.141421375
0,84,40,87,-0.3489599,19.4164878,-2.5393053,-0.82404192
0,84,51,50,-1.21439,48.259714,-1.6745887,-0.103606117
0,84,63,84,0.389623,15.6524758,-1.1071487,0.447213611
0,85,70,97,-1.344782,13.0384048,-0.0767719,0.997054485
0,85,33,92,0.0245405,24.7386338,-2.896614,-0.970142502
0,85,92,84,0.9896821,37.6961536,-0.3805064,0.928476682
0,85,45,91,0.5229379,13.892444,-2.6135182,-0.863778898
0,85,78,99,-1.006072,21.023796,0.0475831,0.998868138
0,85,81,99,-0.0654703,24.0208243,0.0416426,0.999133072
0,85,28,90,-0.3382715,30.0832179,-2.8724252,-0.963992629
0,85,48,78,0.1103035,21.9317122,-1.9936503,-0.41036472
0,85,64,70,0.0846974,28.8617394,-1.3258177,0.24253559
0,85,47,73,0.0027555,26.925824,-1.9513027,-0.371390673
0,86,61,88,-0.8087054,10.7703296,-1.1902899,0.371390722
0,86,28,86,-0.7720374,31.3847097,-2.7492525,-0.924016829
0,86,83,88,-1.126747,27.8567766,-0.3671738,0.933345618
0,86,38,84,0.8421034,23.6008474,-2.5065659,-0.805055827
0,86,51,21,-1.590136,77.2334125,-1.6485613,-0.077686618
0,86,61,88,-0.8087054,10.7703296,-1.1902899,0.371390722
0,86,50,94,-0.5469537,8.0622577,-2.6224465,-0.868243123
0,86,32,87,-1.343058,27.3130006,-2.7270858,-0.915315041
0,86,50,88,-0.968221,12.2065556,-2.1815223,-0.573462352
0,86,5,72,-0.3076967,58.1377674,-2.677945,-0.894427171
0,87,89,68,-1.110356,37.4833296,-0.8042638,0.942548992
0,87,52,91,-0.5631269,11.7046999,-2.7928217,-0.687744691
0,87,90,97,-0.5695184,27.0739727,0.073939,0.858946998
0,87,5,74,0.29244,61.6846821,-2.7942067,-0.688749475
0,87,57,92,-0.0999486,6.7082039,-2.677945,-0.599999972
0,87,75,93,-1.108234,12.1655251,-0.1651487,0.955779018
0,87,75,85,-2.06309,15.6204994,-0.6947383,0.973417161
0,87,20,70,-0.0483867,49.7393205,-2.6149654,-0.548460055
0,87,20,67,-1.28133,51.3127664,-2.5644004,-0.505495785
0,87,65,31,-1.198597,64.0312424,-1.5395565,0.474932587
0,88,52,44,-1.860702,34.2052628,-2.2318395,0.492501801
0,88,57,44,-1.209008,31.3847097,-2.1057514,0.598037414
0,88,67,66,1.748307,7.8102497,-2.4468544,0.295469695
0,88,75,82,-2.133576,11.1803399,1.3909428,-0.839385499
0,88,30,83,-0.2984099,44.6430286,2.8694468,-0.618582217
0,88,54,56,0.023794,24.2074369,-2.4733032,0.270101383
0,88,58,96,0.3119785,29.1547595,2.1112158,-0.989414919
0,88,69,70,1.430079,4.1231056,-2.896614,-0.149252709
0,88,72,66,0.4782604,5.0990195,-1.7681919,0.829722099
0,88,78,83,-2.189526,13,1.1760052,-0.704142002
0,89,17,3,1.072896,85.1469318,-2.2730533,0.928476682
0,89,18,97,0.6124844,61.2943717,2.6487563,-0.170252378
0,89,52,67,-0.1754025,20.0249844,-3.0916343,0.363208182
0,89,86,62,-1.129816,15.2315462,-0.4048918,0.083045475
0,89,80,70,-1.058122,8.2462113,0.2449787,-0.536875539
0,89,79,74,-0.5987935,9.2195445,0.7086263,-0.85749295
0,89,61,31,-1.082122,38.6005181,-1.8597717,0.999462941
0,89,70,54,1.046578,14.1421356,-1.7126934,0.98386991
0,89,66,69,0.2649253,6.0827625,2.976444,0.155962616
0,89,50,85,-1.065156,27.8028775,2.483704,-0.329843772
0,90,74,66,1.077894,3.1622777,-0.3217506,-0.447213563
0,90,47,49,-1.728959,30,-2.4980915,0.989949501
0,90,82,74,-1.62135,13.0384048,0.5667292,-0.976187059
0,90,53,57,-0.6091565,20.5912603,-2.6344941,0.961523964
0,90,73,97,-0.6599724,30.0665928,1.5042282,-0.752576664
0,90,89,45,-0.2676297,28.4253408,-0.8850668,0.099503693
0,90,40,45,-1.240882,38.0131556,-2.5244013,0.98588656
0,90,73,62,0.2391889,5.3851648,-1.1902899,0.393919244
0,90,51,60,-0.713295,21.1896201,-2.8049178,0.901001689
0,90,56,94,0.1593268,30.8868904,2.0778948,-0.274721148
0,91,56,23,-1.613425,43.7378555,-1.7547398,0.320105199
0,91,30,82,0.3678333,37.5765885,2.7017501,0.835508038
0,91,99,66,-0.4826443,35,0,-0.989949494
0,91,65,81,-0.092384,15.0332964,1.5042282,-0.206958554
0,91,75,71,0.0268309,12.083046,0.4266275,-0.959737405
0,91,59,65,0.3702275,5.0990195,-2.9441971,0.998460353
0,91,73,66,0.5006508,9,0,-0.989949494
0,91,66,61,0.5347655,5.3851648,-1.1902899,-0.236351628
0,91,34,64,-0.5136914,30.0665928,-3.0750245,0.99716412
0,91,67,61,1.053209,5.8309519,-1.0303768,-0.388057025
0,92,68,73,0.5448961,10,0.6435011,-0.630592639
0,92,52,52,0.3004323,17,-2.0607537,0.24253568
0,92,58,48,-1.934898,19.1049732,-1.6756733,-0.139643799
0,92,72,93,-1.214123,28.6356421,1.1383886,-0.186333613
0,92,58,30,-1.604919,37.0540146,-1.6247978,-0.1898184
0,92,87,91,-1.604302,36.1247837,0.7266423,-0.563961688
0,92,64,58,0.4512985,9.8488578,-1.152572,-0.615644032
0,92,29,87,-0.1133559,36.8917335,2.5686265,0.946692564
0,92,43,56,-2.432646,20.2484567,-2.5672878,0.682744893
0,92,48,61,-1.161792,13.4164079,-2.677945,0.75925658
0,93,72,95,-1.036865,25.4950976,0.8408967,0.327633966
0,93,40,79,0.5612894,15.2970585,2.9441971,0.647648392
0,93,6,92,-1.375493,51.5460959,2.825977,0.732994769
0,93,61,74,0.0766764,6.3245553,-0.3217506,-0.73715415
0,93,42,92,0.1799428,20.6155281,2.2531129,0.984688542
0,93,54,53,-0.0866526,23.0217289,-1.6142472,-0.852237257
0,93,61,74,0.0766764,6.3245553,-0.3217506,-0.73715415
0,93,37,71,0.6595483,18.6815417,-2.8706458,0.233962797
0,93,62,78,-0.209433,7.2801099,0.2782997,-0.226807765
0,93,52,56,0.0028715,20.2237484,-1.7196863,-0.79244542
0,94,79,35,-0.3019581,54.2033209,-0.9162256,-0.766413954
0,94,47,72,-0.0578567,6.0827625,-1.4056476,-0.374463103
0,94,47,38,-1.019836,40.012498,-1.5458015,-0.241259792
0,94,13,80,-0.3641679,33.0605505,3.0810606,0.987522396
0,94,23,46,-0.4689886,39.408121,-2.1939957,0.393587124
0,94,33,6,0.1370706,73.1641989,-1.7494273,-0.040027284
0,94,25,79,-0.2147753,21.023796,3.0940096,0.985400471
0,94,85,94,-0.5938874,42.1544778,0.3893167,-0.820800308
0,94,44,58,-1.807139,20.0997512,-1.670465,-0.118719617
0,94,7,91,-1.058648,41.1096096,2.8198421,0.994691795
0,95,42,65,-0.5178807,9.486833,-1.2490458,0.196116201
0,95,50,29,0.3158011,46.3249393,-1.3310532,0.275781875
0,95,38,75,1.119083,1.4142136,2.3561945,0.263117377
0,95,49,66,-1.412987,12.8062485,-0.6747409,-0.368048454
0,95,33,63,-0.2890063,12.5299641,-2.070143,0.851318251
0,95,10,64,0.0840896,30.6757233,-2.8095332,0.98255027
0,95,50,66,-1.480159,13.6014705,-0.6287963,-0.410364629
0,95,47,91,0.0600547,18.7882942,1.1309537,-0.818611195
0,95,5,52,0.055401,40.4969135,-2.5672878,0.998479145
0,95,33,93,-0.4914275,19.9248588,1.8766752,-0.211654283
0,96,20,37,-0.4305224,45.880279,-1.8580778,-0.543741285
0,96,37,85,0.1660378,5.6568542,0.7853982,0.076696534
0,96,11,91,-0.3779869,24.1660919,2.7149652,0.906641252
0,96,44,95,-0.1010062,17.8044938,0.9048271,0.194944463
0,96,20,50,0.7230129,33.6154726,-1.9678758,-0.448503762
0,96,21,65,-0.6617828,20,-2.2142974,-0.216930492
0,96,58,93,0.6613471,27.7308492,0.44752,-0.258149486
0,96,48,71,-0.3647999,18.0277564,-0.5880026,-0.962650939
0,96,16,66,-0.419317,22.6715681,-2.4186133,-0.014352588
0,96,30,75,-0.4493763,6.7082039,-2.0344439,-0.388057032
0,97,30,43,-0.6325036,39.8497177,-1.8766752,-0.30113137
0,97,66,90,-1.307604,25.6320112,0.3587707,0.936329167
0,97,51,75,0.2949493,10.8166538,-0.5880026,0.832050296
0,97,33,71,-0.2396053,13.453624,-2.3036114,-0.66896471
0,97,35,83,-0.1703909,7.2801099,2.863293,-0.961523949
0,97,62,92,-0.7595618,22.8254244,0.5028432,0.876215914
0,97,53,96,0.0146161,18.6010752,0.9380475,0.591363657
0,97,57,94,0.2565062,19.8494332,0.7140907,0.755689082
0,97,58,93,0.6613471,20,0.6435011,0.800000005
0,97,42,67,-1.067086,14,-1.5707963,2.67949E-08
0,98,36,75,0.850519,6.0827625,-2.976444,0.164398937
0,98,49,59,-1.217474,18.3847763,-1.1801893,0.924678115
0,98,17,88,-0.9027514,27.7308492,2.6940727,-0.432731072
0,98,32,52,0.9065319,26,-1.9655874,0.923076931
0,98,69,73,0.631713,27.1661554,-0.1106572,0.110431532
0,98,51,97,0.4492775,22.8473193,1.1659045,-0.919145004
0,98,43,56,-2.432646,20.0249844,-1.5208379,0.998752339
0,98,38,46,0.2035496,30.2654919,-1.7033479,0.991227892
0,98,46,84,0.7675019,8.9442719,1.1071487,-0.894427171
0,98,35,23,1.143956,53.4602656,-1.7021118,0.991390502
0,99,31,50,0.9500212,20.0249844,-1.6207547,0.556674935
0,99,31,68,-0.3239627,2.236068,-2.0344439,0.843661443
0,99,23,55,1.279298,17.4928557,-2.1112158,0.882352906
0,99,63,32,-0.8753865,49.0407993,-0.8865015,-0.143379514
0,99,16,7,-0.0216363,65,-1.8195063,0.709740254
0,99,52,45,-2.224353,32.0156212,-0.8960554,-0.133917927
0,99,23,73,-0.3208581,9.486833,2.8198421,0.65079141
0,99,20,75,-0.0731353,13,2.7468015,0.593648959
0,99,40,65,-0.5343396,9.4339811,-0.5585993,-0.454470397
0,99,51,60,-0.713295,21.4709106,-0.4844779,-0.519186617
0,100,54,78,-0.5544084,33.8378486,0.5961991,-0.889178106
0,100,18,67,-0.7268638,11.3137085,2.3561945,-0.282166361
0,100,15,24,0.8771404,36.6878727,-1.8753072,0.981079473
0,100,11,46,-0.9091522,19.8494332,-2.427502,0.936823915
0,100,75,38,-1.418886,53.3104117,-0.4048918,-0.094314486
0,100,54,63,-0.3680118,28.2842712,0.1418971,-0.598192604
0,100,25,49,0.1875682,10.0498756,-1.670465,0.921186339
0,100,51,78,0.6895812,31.4006369,0.6498704,-0.912443845
0,100,91,62,-1.178358,65.0691939,0.0461211,-0.518818039
0,100,33,66,-0.8614797,9.8994949,0.7853982,-0.959365498
0,101,28,47,-0.3179418,9.2195445,0.2186689,-0.630592562
0,101,31,50,0.9500212,13,0.3947911,-0.756822971
0,101,33,70,-0.3030982,28.6530976,1.060308,-0.998903172
0,101,11,58,0.3611806,15.2643375,2.1224513,-0.5273629
0,101,22,56,1.275188,11.4017543,1.3045443,-0.980580678
0,101,47,59,-2.261233,31.3049517,0.4636476,-0.799999973
0,101,19,50,0.8085782,5,1.5707963,-0.894427219
0,101,42,48,-0.4542936,23.194827,0.1297025,-0.559141608
0,101,51,74,-0.2027299,43.1856458,0.7362574,-0.932004648
0,101,73,49,-0.9136421,54.1479455,0.073939,-0.512064479
0,102,28,46,-0.2251158,14.0356688,1.4994889,-0.812153598
0,102,29,32,-0.8724433,2,0,0.524097463
0,102,45,23,-0.5859767,20.1246118,-0.4636476,0.849640185
0,102,53,28,-0.4892959,26.3058929,-0.1526493,0.64750384
0,102,35,13,0.9683989,20.6155281,-1.1722739,0.988298097
0,102,6,35,-0.1019556,21.2132034,2.9996956,-0.639272689
0,102,29,11,0.4708108,21.0950231,-1.4758446,0.897511189
0,102,39,20,0.9703017,16.9705627,-0.7853982,0.972806233
0,102,52,31,-0.77685,25.019992,-0.0399787,0.55771781
0,102,66,37,-1.358396,39.3192065,0.1275096,0.411542082
0,103,13,35,-1.136214,23.4093998,2.7928217,-0.978066683
0,103,15,42,-1.128781,25,2.4980915,-0.996398002
0,103,16,16,-2.272624,21.9544984,-2.6167969,-0.46833136
0,103,39,40,1.031396,13.6014705,1.2722974,-0.25717755
0,103,3,68,-0.7624193,52.0096145,2.2335258,-0.939555154
0,103,82,9,1.315641,50.3289181,-0.3657473,0.981461617
0,103,31,43,0.2339396,16.4924225,1.815775,-0.719844292
0,103,2,53,-0.2732306,42.0119031,2.4742865,-0.994097226
0,103,25,89,0.3664628,62.8012739,1.7307094,-0.658265536
0,103,6,37,0.010172,30.6757233,2.8095332,-0.974449402
0,104,16,37,-0.9201984,33.6154726,2.6113769,-0.9967608
0,104,98,34,-0.0721874,54.8178803,0.2582522,0.645607202
0,104,38,52,-1.927431,32.7566787,1.786154,-0.735282685
0,104,83,34,-0.0669723,40.4969135,0.3529904,0.570471589
0,104,69,38,-2.528239,30,0.6435011,0.311308104
0,104,40,11,1.757175,10.2956301,-2.0778948,0.103442156
0,104,39,27,-0.3816186,9.2195445,2.2794226,-0.968554147
0,104,43,26,-0.5398298,6.3245553,1.8925469,-0.803098061
0,104,60,24,-1.040134,15.5241747,0.2606024,0.643810644
0,104,34,29,-0.5850992,14.2126704,2.4558631,-0.997188552
0,105,48,50,-1.058926,31.144823,1.6672701,-0.258648155
0,105,54,16,-1.015411,4.2426407,-0.7853982,0.813733463
0,105,94,65,-0.5959577,62.968246,0.8190933,0.553494576
0,105,65,3,0.084925,21.2602916,-0.8519663,0.773267822
0,105,95,16,-0.3537378,44.1021541,-0.0680765,0.995292193
0,105,51,14,0.3600221,5,-1.5707963,0.164399036
0,105,67,45,-0.6814687,30.528675,1.0191413,0.376954771
0,105,64,16,-0.3514458,13.3416641,-0.2267988,0.998100234
0,105,25,15,-0.5781693,26.3058929,-2.9889433,-0.949925775
0,105,22,6,1.941703,31.7804972,-2.7201734,-0.832845238
0,106,80,29,-0.5697441,19.1049732,1.4659194,-0.215177587
0,106,77,45,-1.112217,35.0142828,1.59936,-0.34319301
0,106,81,48,-0.8653454,38.1182371,1.4920124,-0.240583219
0,106,93,1,-0.9061054,17.4928557,-0.5404195,0.97618707
0,106,77,21,-1.203489,11.045361,1.6614562,-0.400818863
0,106,80,2,0.5844529,8.2462113,-1.3258177,0.5368755
0,106,82,32,-0.0089736,22.3606798,1.3909428,-0.141421375
0,106,98,9,0.2425649,20.0249844,-0.0499584,0.963291313
0,106,71,15,0.0186579,8.6023253,2.5213432,-0.955779032
0,106,77,14,0.3255894,4.1231056,1.815775,-0.536875539
0,107,91,10,0.336139,8.5440037,0.3587707,0.622244103
0,107,99,37,-0.067442,34,1.080839,-0.05044076
0,107,37,39,0.0012795,56.0357029,2.5337907,-0.997730661
0,107,60,23,-0.6726052,28.0178515,2.5337907,-0.997730661
0,107,26,7,1.500482,57,3.1415927,-0.857492902
0,107,48,6,1.026731,35.0142828,-3.113029,-0.842449263
0,107,55,11,0.8886858,28.2842712,2.9996956,-0.921635375
0,107,12,27,1.317151,73.7631344,2.8670174,-0.964871041
0,107,75,2,1.068735,9.4339811,-2.5829933,-0.454470308
0,107,82,45,-1.153196,38.0131556,1.597106,-0.536875455
0,108,77,33,-1.641543,30.4630924,1.9756881,-0.664363863
0,108,98,26,0.6321415,22.8473193,1.1659045,0.083045475
0,108,70,11,-0.0724395,19.9248588,2.8357138,-0.999874046
0,108,93,3,-0.2491182,4.472136,-0.4636476,0.989949501
0,108,82,22,-0.2837881,18.3847763,1.9614034,-0.653619927
0,108,71,18,-0.0689848,22.2036033,2.5161076,-0.954226224
0,108,82,33,-0.3833334,28.8617394,1.815775,-0.536875539
0,108,85,21,0.3337751,16.4924225,1.815775,-0.536875539
0,108,91,8,0.8579808,3.6055513,0.9827937,0.263117384
0,108,65,26,-0.9385766,31.8904374,2.4227627,-0.922194417
0,109,94,2,-0.8296539,5.0990195,-1.3734008,-0.263117429
0,109,82,46,-0.4943981,40.5215992,1.8457062,0.187619187
0,109,87,35,-0.5475383,28.6356421,1.7818897,0.249877972
0,109,83,3,2.165254,10.7703296,-2.7610863,-0.996545757
0,109,35,73,0.562034,87.8635305,2.2917677,-0.254493356
0,109,74,15,0.2024641,20.6155281,2.7430702,-0.650791374
0,109,82,22,-0.2837881,18.6010752,2.2035452,-0.168296509
0,109,86,1,1.164952,9.2195445,-2.4329664,-0.970142502
0,109,99,7,-0.0768153,6,0,0.894427195
0,109,89,16,0.2600839,9.8488578,1.9890207,0.045407608
0,110,97,25,0.4314532,16.0312195,1.5083775,0.605521843
0,110,99,5,-0.4113987,5,-0.9272952,0.055470041
0,110,99,7,-0.0768153,3.6055513,-0.5880026,0.384615391
0,110,72,0,1.10025,25.6320112,-2.782822,-0.973841207
0,110,93,25,0.151814,16.2788206,1.7561443,0.391862041
0,110,92,22,-0.0250247,13.6014705,1.8692953,0.285476543
