latitude,longitude,elevation
  52.03148,-115.81624,1782.94031
  52.02113,-115.78836,1652.97729
  51.81391,-115.66498,1995.04651
  52.08609,-115.83826,1613.65601
  51.89501,-115.69907,1578.23596
  51.75425,-115.90535,2477.22778
  51.93509,-115.62165,1562.86499
  51.85369,-115.56644,1874.08887
  52.13088,-115.77906,1675.98401
  52.10066,-115.86424,1658.21765
  51.80464,-115.72525,2153.32764
  51.82311,-115.75615,1916.88171
  51.83733,-115.80518,2074.16455
  51.94414,-115.66158,1543.00000
  51.92954,-115.79267,2156.73389
  51.86799,-115.68863,2172.06567
  51.88206,-115.74759,1594.74670
  52.12205,-115.67680,1650.97681
  51.79220,-115.52068,1946.87329
  51.89288,-115.90057,2191.79590
  51.88007,-115.80622,1723.53003
  51.80977,-115.54182,1899.34595
  51.88358,-115.53899,1700.40234
  51.75539,-115.79380,2219.90942
  51.94446,-115.62606,1566.41809
  51.89277,-115.60217,1962.09448
  52.01377,-115.62499,1667.80713
  51.82274,-115.67772,1972.39563
  51.81986,-115.79902,2131.35278
  51.89288,-115.64093,1760.21155
  51.92769,-115.62778,1665.67322
  51.77696,-115.54813,1898.42676
  52.14715,-115.64225,1555.14062
  52.02151,-115.73941,1712.80017
  52.09062,-115.85112,1624.42078
  51.97242,-115.85035,2098.26831
  51.77676,-115.75480,2073.01978
  51.85779,-115.53500,2081.19751
  51.74429,-115.55665,1618.34631
  51.91650,-115.75343,1931.92761
  51.95889,-115.90226,1924.26965
  52.00796,-115.61297,1585.61353
  52.11647,-115.55564,1651.68994
  52.03041,-115.63764,1502.97473
  52.10475,-115.58743,1575.43237
  51.81773,-115.76020,1988.18384
  51.90427,-115.83004,2106.61060
  51.96483,-115.88443,2182.93335
  51.80252,-115.65657,2015.03528
  51.89999,-115.58572,1822.55933
  51.88725,-115.76869,1714.71448
  52.11762,-115.75382,1522.18555
  51.99140,-115.89611,1872.91077
  51.99682,-115.52345,1533.90259
  52.14109,-115.87948,1804.87952
  51.80637,-115.52777,2052.65723
  51.80771,-115.53789,1836.44458
  51.79900,-115.68368,1923.92700
  52.13740,-115.51923,1530.13586
  51.86730,-115.85893,1681.80298
  51.77547,-115.55341,1958.15247
  51.76882,-115.77932,2184.37866
  51.81116,-115.75742,2304.25879
  51.74509,-115.64350,1928.84924
  52.06496,-115.80465,1712.18152
  52.04713,-115.68882,1520.00000
  51.98491,-115.49840,1564.19812
  51.74202,-115.48680,1682.18286
  52.03760,-115.63194,1536.59619
  52.09504,-115.69605,1529.55786
  51.96568,-115.74757,2057.76294
  52.04896,-115.63229,1461.00000
  51.90912,-115.62689,1830.83813
  51.75116,-115.62576,1883.51562
  51.93214,-115.66473,1759.02917
  51.81328,-115.65592,2017.83728
  51.73942,-115.81353,2404.35181
  52.00294,-115.50660,1438.94373
  51.94370,-115.50508,1754.34119
  52.01722,-115.72490,1728.08057
  51.90881,-115.56756,1642.56482
  51.93262,-115.51610,1702.38208
  51.88518,-115.74796,1594.44971
  52.09966,-115.71470,1591.47534
  52.13240,-115.52469,1576.59424
  52.02213,-115.52310,1588.86536
  52.10814,-115.90144,1799.56897
  52.09992,-115.54848,1698.30078
  51.92202,-115.64410,1838.67346
  51.73627,-115.55147,1575.22717
  52.15069,-115.66701,1532.00549
  52.06446,-115.65728,1625.87488
  51.72901,-115.90667,2227.78369
  52.15214,-115.65681,1524.71399
  51.90471,-115.84918,2264.25903
  52.13275,-115.71951,1530.00000
  51.99807,-115.82525,2159.51367
  52.07820,-115.49323,1657.49683
  52.13020,-115.75983,1628.33875
  51.75737,-115.71903,2105.59619
  52.09792,-115.90999,1694.71948
  51.88665,-115.71244,1610.99939
  52.13977,-115.49498,1491.82690
  52.04619,-115.81059,1652.87817
  51.96109,-115.85559,2008.95544
  51.74061,-115.52070,1662.21155
  51.91072,-115.69596,1572.07727
  52.03811,-115.70012,1628.85864
  51.81226,-115.50711,2320.72217
  52.12790,-115.85706,1655.53772
  51.77415,-115.55613,1990.34766
  51.88645,-115.89612,2116.84961
  52.14555,-115.81735,1695.98303
  51.84748,-115.50820,1838.68652
  52.15309,-115.52891,1666.29932
  51.79087,-115.48531,2059.71680
  51.82633,-115.67768,2119.29419
  51.74094,-115.89408,2775.89453
  51.76908,-115.71473,2151.01294
  51.85812,-115.58997,2010.02710
  51.93009,-115.66435,1720.82581
  52.05567,-115.64737,1478.26562
  51.91278,-115.66030,1997.30957
  52.00237,-115.86816,2227.05762
  51.89916,-115.71084,1584.05896
  51.74667,-115.65953,1879.35779
  52.11311,-115.52387,1735.05359
  52.04304,-115.68843,1533.68201
  52.01616,-115.57076,1569.07776
  52.08788,-115.79844,1701.87195
  51.91751,-115.89858,2199.72876
  51.91281,-115.76788,1808.17847
  51.96097,-115.64924,1516.24951
  51.82388,-115.66997,2119.50806
  52.08056,-115.57537,1593.13025
  52.08613,-115.62718,1661.33984
  52.06378,-115.65302,1656.70996
  51.88812,-115.75740,1678.91980
  51.89967,-115.63656,1735.20935
  51.75682,-115.83114,2405.76074
  52.15035,-115.65197,1481.26685
  51.77264,-115.48617,2116.61792
  51.82100,-115.79695,2057.41357
  51.86719,-115.49552,1771.99231
  51.74311,-115.91047,2454.42090
  51.85239,-115.83980,1737.92542
  51.80995,-115.80046,2227.58667
  51.95007,-115.51378,1590.74731
  51.83627,-115.84177,2450.92603
  51.74761,-115.77706,2784.72852
  52.10045,-115.61202,1609.78479
  52.08716,-115.84016,1587.07996
  51.78144,-115.49610,1932.04236
  52.11112,-115.56277,1696.62402
  51.86239,-115.61345,1927.12378
  51.98671,-115.77501,1703.96960
  51.98430,-115.85598,2487.20532
  51.72788,-115.68399,1673.18176
  52.15058,-115.69900,1727.68164
  51.77511,-115.85331,2200.33228
  51.98572,-115.62909,1506.85767
  51.99376,-115.69495,1789.90222
  51.89123,-115.69297,1642.39514
  51.72716,-115.71294,2077.01245
  52.12715,-115.86453,1718.50146
  51.88446,-115.76892,1614.47314
  51.97400,-115.86218,2171.40894
  51.85712,-115.85206,1676.18494
  52.06228,-115.68817,1538.56067
  51.99587,-115.80598,2035.06104
  52.14523,-115.86856,1706.95056
  51.91671,-115.76463,1873.00195
  51.85785,-115.84557,1674.27234
  51.81534,-115.65302,2050.12183
  51.97370,-115.82810,2229.75586
  52.04511,-115.48210,1768.43713
  51.72960,-115.80800,2462.81616
  52.07265,-115.68751,1524.63879
  51.79487,-115.88493,2227.05786
  51.84663,-115.80106,1905.48267
  51.78888,-115.49580,2204.28418
  52.01079,-115.83762,1974.55920
  51.91783,-115.58956,1717.53333
  52.05384,-115.84915,1762.24255
  51.73640,-115.52536,1623.79541
  52.15140,-115.74847,1609.25623
  52.13789,-115.75464,1673.72766
  51.96738,-115.51893,1751.33728
  52.10850,-115.85654,1787.49622
  51.88707,-115.63830,1934.21228
  52.02263,-115.62929,1540.82153
  52.05920,-115.72163,1725.54895
  52.00010,-115.63336,1573.05078
  51.87367,-115.76453,1625.99500
  52.12569,-115.50905,1550.09509
  51.85409,-115.62489,1951.00122
  52.01323,-115.58539,1614.40088
  51.90861,-115.76140,1826.94983
  51.83141,-115.80225,1855.29529
  51.78771,-115.65168,1929.20349
  51.75076,-115.49950,1694.53711
  51.94931,-115.90793,2216.05835
  51.76498,-115.82842,2604.41064
  52.02890,-115.56564,1504.93970
  51.78885,-115.48498,2052.48413
  51.99010,-115.71219,1622.06238
  52.03167,-115.73555,1571.38232
  51.89116,-115.60991,2038.88159
  51.81692,-115.72119,2357.68848
  52.04207,-115.62232,1468.72278
  52.12243,-115.66975,1653.66626
  51.95228,-115.80766,2298.74707
  52.06616,-115.79166,1736.31116
  52.11306,-115.65477,1681.50806
  51.97296,-115.64658,1503.20996
  51.92717,-115.62171,1655.65015
  52.08855,-115.51156,1672.62317
  51.78246,-115.81259,2661.42188
  51.75136,-115.70074,2096.20825
  52.09293,-115.91461,1690.05017
  52.14888,-115.55528,1585.95081
  52.02130,-115.58311,1694.75977
  51.74676,-115.61209,1754.19080
  52.01455,-115.80194,1716.76843
  51.92497,-115.74208,2219.13184
  51.79126,-115.88637,2131.13306
  51.75354,-115.76559,2698.00049
  51.73119,-115.64766,1730.37671
  51.79054,-115.85380,2071.81299
  52.13582,-115.57722,1482.33301
  51.90023,-115.63798,1765.72949
  52.00558,-115.73969,1607.65417
  51.93192,-115.72170,2034.90076
  51.86750,-115.54384,2006.03113
  51.97130,-115.49958,1468.69507
  52.04715,-115.55747,1432.11963
  51.88327,-115.90691,2583.91064
  52.06450,-115.54373,1553.29077
  51.96207,-115.56308,1768.97070
  51.77747,-115.51667,1850.45276
  51.73725,-115.49720,1646.44519
  51.93317,-115.57596,1532.67273
  51.84863,-115.72369,1812.30347
  52.08482,-115.57179,1531.42615
  51.94729,-115.67167,1559.34753
  51.89957,-115.85419,1967.17944
  51.81967,-115.66547,2016.82593
  52.07505,-115.52637,1661.83813
  52.02656,-115.87271,2044.98938
  52.14194,-115.51438,1493.21448
  52.02584,-115.49920,1402.96716
  52.00479,-115.71089,1582.84473
  51.76044,-115.60734,1825.38147
  52.03108,-115.61631,1670.18884
  52.11127,-115.85429,1776.13904
  52.07082,-115.82138,1658.31848
  51.77091,-115.62973,1942.91235
  51.88436,-115.55511,1712.75745
  52.14137,-115.91104,1750.50537
  52.09487,-115.52799,1653.17212
  52.03717,-115.56028,1435.93091
  51.97613,-115.78642,2084.28809
  51.93056,-115.69687,1554.00000
  51.80386,-115.54419,1881.19800
  52.13715,-115.68416,1722.42163
  51.92998,-115.70453,1608.20740
  51.76516,-115.84434,2304.46729
  52.10766,-115.59980,1624.12488
  51.75933,-115.75582,2669.01904
  51.96283,-115.91045,1876.89233
  51.75496,-115.61874,1855.41089
  51.81478,-115.74758,2068.37061
  51.98394,-115.80712,1986.06409
  52.07639,-115.88954,1802.21753
  51.92765,-115.67863,1675.97888
  51.93361,-115.79921,2073.98535
  51.98181,-115.63725,1526.73340
  52.11424,-115.80098,1649.73535
  52.12063,-115.59668,1548.47253
  52.09248,-115.87465,1642.33179
  51.82293,-115.55491,2116.15210
  51.94719,-115.66549,1548.16907
  51.74197,-115.84927,2396.74731
  52.10433,-115.54951,1733.40247
  51.99368,-115.54017,1806.91943
  52.13890,-115.59965,1678.65503
  51.77417,-115.71620,2167.56201
  51.91059,-115.50065,1586.86243
  51.83491,-115.61918,2226.55127
  51.87276,-115.83081,1722.68384
  52.12301,-115.67608,1638.74280
  52.13535,-115.54809,1582.47729
  51.81945,-115.87607,2511.71753
  52.13038,-115.84665,1766.61450
  51.97264,-115.82096,2097.71069
  52.09322,-115.86332,1636.39380
  52.07120,-115.83264,1661.60547
  51.87924,-115.89853,2138.57080
  52.12304,-115.66597,1685.96289
  51.94078,-115.84177,2236.64624
  51.95658,-115.77669,2274.39795
  52.12161,-115.87405,1708.08337
  51.83621,-115.79100,1919.12964
  51.73299,-115.65149,1748.83533
  52.07040,-115.88782,1920.83301
  51.82313,-115.58513,2166.22949
  52.12729,-115.63724,1757.14929
  51.80835,-115.77879,2071.56250
  51.88128,-115.59568,2017.90674
  52.02615,-115.67170,1488.53516
  51.98394,-115.90474,1887.59814
  51.98959,-115.87999,2062.25757
  52.05751,-115.90156,1849.97949
  52.10742,-115.64938,1683.92627
  51.86967,-115.89339,1763.32141
  52.01942,-115.86912,2195.27954
  52.14748,-115.86318,1750.88208
  51.96831,-115.56518,1682.82629
  52.12885,-115.71810,1492.98987
  51.87090,-115.56172,2255.81348
  51.77161,-115.79843,2333.73291
  52.03119,-115.71582,1641.35400
  51.83550,-115.81850,2096.23853
  51.92097,-115.82877,2463.74194
  51.92406,-115.59966,1683.93213
  52.14705,-115.53647,1652.15930
  52.09403,-115.75193,1645.00305
  52.12812,-115.73913,1550.02673
  51.95638,-115.83640,2155.93872
  52.11022,-115.65830,1624.95337
  51.80422,-115.82519,2425.20874
  52.03707,-115.66931,1602.03015
  52.12753,-115.54444,1629.24353
  51.84601,-115.71088,1802.16931
  52.10344,-115.78675,1573.50354
  52.01192,-115.68515,1518.57141
  51.73901,-115.82800,2124.24390
  51.93291,-115.49027,1567.66919
  52.08095,-115.89049,1713.59424
  51.80240,-115.87283,2622.74854
  52.06578,-115.52156,1589.03052
  52.11031,-115.62223,1681.22290
  51.99116,-115.83553,2239.06934
  51.87239,-115.86282,1716.27332
  51.94508,-115.61850,1581.14856
  51.78162,-115.84583,2583.57812
  51.79056,-115.72809,2026.42151
  52.10763,-115.77677,1534.13049
  51.84356,-115.75307,1793.92090
  51.89133,-115.59761,2174.71509
  51.84486,-115.52118,2255.59302
  52.02587,-115.55107,1511.40979
  52.09403,-115.60403,1676.52869
  52.03052,-115.64995,1493.40015
  51.92318,-115.61496,1680.03918
  52.02843,-115.65214,1519.54370
  51.93611,-115.83886,2368.17334
  52.04543,-115.49408,1842.78796
  51.72944,-115.82627,2100.25146
  51.77096,-115.55111,1928.98877
  51.73760,-115.88234,2397.99292
  52.05995,-115.48961,1688.92590
  51.99178,-115.70144,1626.77222
  52.14915,-115.90543,1777.77429
  51.82272,-115.52871,1994.99243
  52.13287,-115.50620,1503.14819
  51.81087,-115.73574,2280.95728
  51.74683,-115.69459,2087.22778
  51.97716,-115.65006,1523.78528
  51.86710,-115.78683,1682.58081
  51.79282,-115.83111,2408.59595
  51.77073,-115.54499,1843.85889
  51.78696,-115.48371,2087.75537
  52.06444,-115.57835,1536.79309
  52.06103,-115.74532,1721.50330
  51.88639,-115.82510,2091.36719
  52.01936,-115.82536,1781.57227
  51.73812,-115.83638,2221.91357
  51.83693,-115.71906,1984.88904
  51.98109,-115.73008,1543.42847
  51.96700,-115.70039,1558.03796
  52.11325,-115.65889,1636.65967
  51.96049,-115.56207,1741.99939
  52.15171,-115.61082,1585.71838
  51.93250,-115.72877,1943.24207
  52.12871,-115.88726,1681.67212
  52.13749,-115.85606,1735.17493
  51.94739,-115.53731,1487.07727
  52.14568,-115.55991,1520.90625
  51.82351,-115.64748,2133.45410
  51.76502,-115.51163,1754.61023
  51.75219,-115.67510,2114.67676
  51.87842,-115.77075,1608.00000
  52.03834,-115.77925,1693.85925
  51.81462,-115.82600,2097.23730
  51.87370,-115.56608,2104.59668
  51.83376,-115.74822,1796.18201
  51.97931,-115.63395,1488.45569
  51.94356,-115.63262,1626.09448
  52.05594,-115.61120,1468.77612
  52.15309,-115.88947,1821.57019
  51.92318,-115.72723,1851.52051
  51.83709,-115.63757,2199.02148
  51.84893,-115.54595,2027.84644
  52.01218,-115.75890,1726.27771
  51.75951,-115.78095,2418.39282
  51.77689,-115.85845,2106.43506
  51.77279,-115.90714,2318.52686
  52.12163,-115.79047,1625.59766
  51.79544,-115.88811,2193.69263
  51.79872,-115.82345,2643.13086
  51.90949,-115.78317,2158.66699
  51.73014,-115.64008,1709.28198
  51.78252,-115.87469,2169.06567
  51.84693,-115.68537,2171.96631
  51.80917,-115.65665,1976.45959
  51.81187,-115.58882,2292.89990
  52.03330,-115.74063,1603.87183
  51.74785,-115.65007,2122.04004
  51.80146,-115.81967,2634.46704
  52.10626,-115.64298,1753.82129
  51.88074,-115.75373,1597.11865
  52.03563,-115.75595,1720.96375
  51.86496,-115.76004,1707.59302
  51.93334,-115.71530,1944.78833
  51.96774,-115.55785,1667.02136
  51.82979,-115.72364,1978.28247
  52.00346,-115.90746,1864.06982
  51.91633,-115.80649,2126.63159
  52.05801,-115.73054,1686.47278
  51.84575,-115.87791,1996.59692
  51.97507,-115.85014,2150.85547
  51.92824,-115.53958,1619.72205
  51.81436,-115.86975,2603.72534
  52.09581,-115.78770,1639.47253
  52.05876,-115.84029,1701.94849
  52.09473,-115.62674,1697.86255
  52.13418,-115.74222,1610.69202
  52.14203,-115.70284,1673.33325
  51.75233,-115.81132,2792.14038
  51.96196,-115.89909,1888.99670
  52.11709,-115.53666,1704.96497
  51.74404,-115.76515,2731.02637
  52.06291,-115.83453,1663.29395
  52.02607,-115.91452,1927.20435
  51.85927,-115.68038,2349.67627
  51.74402,-115.81879,2358.59570
  51.75134,-115.54246,1667.41699
  52.15165,-115.65105,1480.44067
  51.91596,-115.63211,2132.05542
  51.85772,-115.48910,1703.21680
  52.02948,-115.64628,1510.33057
  52.08060,-115.86358,1627.41370
  52.15255,-115.67337,1540.87476
  51.89920,-115.57848,1752.63501
  51.85148,-115.68377,2009.52344
  52.11718,-115.62963,1725.99426
  51.73510,-115.53875,1566.38892
  52.07197,-115.66489,1608.38147
  52.12421,-115.85370,1645.51245
  52.13059,-115.70438,1595.47754
  51.93815,-115.56504,1527.41809
  51.74073,-115.83859,2161.18408
  52.12225,-115.71633,1531.05432
  51.76201,-115.78183,2216.09082
  51.86461,-115.86500,1684.74316
  51.76558,-115.65913,2201.26294
  51.96204,-115.52150,1621.62720
  52.09354,-115.56594,1635.43201
  52.09341,-115.90123,1686.72705
  51.79184,-115.50906,1915.08752
  51.81290,-115.84194,2018.23108
  52.08469,-115.73617,1666.76233
  52.13219,-115.61065,1537.58752
  52.06074,-115.52785,1564.72266
  51.90096,-115.57726,1711.71692
  52.05462,-115.57685,1480.40930
  51.75234,-115.82165,2537.01221
  51.93488,-115.62458,1563.09680
  52.07505,-115.65354,1798.79907
  51.85231,-115.69591,2005.11414
  51.88254,-115.52683,1636.69177
  52.13397,-115.84573,1769.75183
  51.77862,-115.82289,2703.03320
  51.87651,-115.63250,1712.56726
  52.12202,-115.69366,1602.58398
  51.80063,-115.59859,2163.36743
  51.81987,-115.58320,2295.13232
  51.78296,-115.86745,2292.43848
  52.03737,-115.90567,2039.41528
  52.10430,-115.60394,1695.88940
  52.05761,-115.64807,1499.14685
  51.97362,-115.53471,1705.89563
  52.10075,-115.70331,1530.77637
  51.80834,-115.52502,2061.12817
  52.11455,-115.66611,1593.32068
  51.75980,-115.81853,2750.73340
  51.80936,-115.68221,2121.82300
  51.86668,-115.69721,2104.17139
  51.97489,-115.72393,1526.56604
  51.81278,-115.50526,2224.38940
  51.97525,-115.85844,2210.27856
  52.03272,-115.56110,1468.27771
  51.95496,-115.62213,1608.93604
  52.02962,-115.61732,1673.17627
  52.00547,-115.90424,1855.06531
  51.73957,-115.51472,1680.97717
  51.89781,-115.59107,2023.58557
  51.84347,-115.65775,2380.55640
  52.14310,-115.73964,1688.21436
  52.07955,-115.51644,1739.00574
  51.90945,-115.87254,2122.99512
  52.15091,-115.82386,1747.50366
  52.07054,-115.88643,1909.00854
  51.88562,-115.71400,1611.25317
  51.92488,-115.64391,1737.71533
  51.90101,-115.64505,2056.91528
  51.80423,-115.63198,2261.03271
  51.75610,-115.72705,2173.06055
  52.15012,-115.71309,1638.40918
  51.85290,-115.54053,2219.16235
  52.00842,-115.54672,1483.23706
  52.05954,-115.72937,1694.62109
  51.93259,-115.52879,1591.85547
  51.77887,-115.56355,2142.20044
  52.15353,-115.75609,1600.46179
  51.75915,-115.87602,2314.55151
  52.00477,-115.76708,1733.72437
  52.01549,-115.79002,1674.33667
  51.96531,-115.68829,1539.03076
  51.86116,-115.87624,1711.28479
  52.14111,-115.72539,1561.62805
  52.11365,-115.86978,1795.60974
  51.99521,-115.88993,2049.72485
  51.97298,-115.57632,1680.16748
  51.78821,-115.50054,2224.98438
  51.74318,-115.48943,1689.41602
  51.76760,-115.80274,2320.56055
  52.01475,-115.78265,1705.78821
  51.97107,-115.54265,1795.29395
  52.01606,-115.76884,1654.71924
  51.77333,-115.59066,2005.49561
  51.87013,-115.77849,1663.52441
  52.12766,-115.59502,1590.84814
  52.05146,-115.64606,1466.42944
  52.03551,-115.54372,1445.26050
  51.93128,-115.58070,1542.20605
  52.06752,-115.78500,1636.04260
  52.04796,-115.59813,1444.00000
  51.83914,-115.69575,1844.14465
  51.89285,-115.85861,2001.60669
  52.14833,-115.58060,1445.88550
  52.13069,-115.87725,1664.50537
  52.14912,-115.86326,1748.31128
  51.91290,-115.62125,2053.67310
  52.14543,-115.65035,1494.01013
  51.89258,-115.83381,1881.94653
  51.90358,-115.56769,1709.05530
  52.06904,-115.68860,1534.05750
  51.88725,-115.54271,1667.35999
  51.91620,-115.90174,2335.97314
  51.88126,-115.85638,2073.32251
  51.79132,-115.48630,2088.32739
  52.15307,-115.58581,1494.25989
  51.77674,-115.89436,2281.36768
  51.98659,-115.66847,1650.42261
  51.85201,-115.49737,1723.86658
  52.00774,-115.73002,1543.83691
  51.94510,-115.62144,1559.34094
  51.95218,-115.60533,1670.20959
  51.94852,-115.77684,2080.30835
  51.87581,-115.62689,1751.57043
  51.99949,-115.50545,1519.63208
  51.80135,-115.77241,2160.57935
  51.90828,-115.64394,1956.36499
  51.76857,-115.63979,2106.69946
  51.75989,-115.83655,2352.71143
  52.07703,-115.62935,1563.68933
  52.06766,-115.61290,1573.16406
  51.88422,-115.68862,1929.16968
  51.88643,-115.82936,1988.20911
  51.98380,-115.79439,1805.26965
  52.10919,-115.81465,1644.53918
  51.79162,-115.80379,2642.79150
  51.86469,-115.52711,1762.68359
  52.04906,-115.79218,1617.29773
  52.12861,-115.65098,1730.01587
  51.83236,-115.79156,1831.82251
  52.11480,-115.60670,1605.91760
  51.82060,-115.90506,2565.23291
  51.78536,-115.78927,2716.41016
  51.97113,-115.79414,1856.54993
  52.10257,-115.89344,1688.39941
  52.11414,-115.60864,1619.64673
  52.00072,-115.60680,1575.87317
  51.96875,-115.79912,2010.08740
  51.93199,-115.57484,1541.27942
  52.07706,-115.63303,1577.18958
  52.00722,-115.58130,1521.26440
  51.94521,-115.89336,2391.32300
  51.89477,-115.86788,2160.57397
  51.73160,-115.85317,2358.80542
  52.14279,-115.55673,1540.83716
  52.14697,-115.74047,1637.90356
  51.85366,-115.79419,1784.36633
  51.99926,-115.77987,1661.65222
  52.02821,-115.78508,1648.49585
  52.00428,-115.50508,1416.09814
  51.86846,-115.64023,2297.05322
  52.04206,-115.48342,1851.09644
  51.98026,-115.66665,1625.70312
  52.05904,-115.78590,1603.46985
  51.83526,-115.66840,2314.45996
  52.07098,-115.49542,1688.37036
  52.04769,-115.78727,1620.71790
  51.97787,-115.66544,1581.58813
  52.03166,-115.56873,1530.81665
  52.01742,-115.61765,1582.73279
  51.88695,-115.48650,1633.02197
  51.99329,-115.74579,1620.19495
  51.95498,-115.64446,1519.90137
  51.92281,-115.57012,1605.20093
  52.04987,-115.68435,1512.94519
  52.06173,-115.72623,1723.33923
  52.06024,-115.75099,1709.05786
  51.91565,-115.67681,1948.98596
  52.02314,-115.79663,1680.22021
  51.79582,-115.65107,1944.34717
  52.03509,-115.50843,1477.57031
  52.00937,-115.78896,1677.31006
  51.84137,-115.79642,2050.03589
  51.88932,-115.63302,1896.38757
  51.99676,-115.56011,1443.45459
  51.90003,-115.66229,1813.97974
  51.85424,-115.78891,1772.76501
  51.81564,-115.88545,2577.73657
  51.95459,-115.59307,1761.86475
  51.86509,-115.76473,1662.70605
  51.91305,-115.63938,2114.64331
  51.94551,-115.72472,2102.51099
  51.80383,-115.89984,2165.25073
  51.86200,-115.64755,2342.94507
  51.86474,-115.86789,1684.00000
  51.97481,-115.63416,1483.40491
  51.94806,-115.76554,1939.37366
  51.77414,-115.57007,2128.23242
  51.80341,-115.59962,2188.19092
  52.11415,-115.61233,1655.81921
  51.80598,-115.77120,2042.69080
  51.93555,-115.65307,1628.25708
  52.05802,-115.74414,1786.72827
  51.88194,-115.59758,2101.12549
  51.91979,-115.57085,1593.75061
  51.89390,-115.53130,1625.40442
  52.06829,-115.78784,1670.39404
  51.74404,-115.76504,2727.06274
  51.79910,-115.52250,2067.79541
  51.76937,-115.50815,1761.86023
  52.10522,-115.87423,1778.69250
  51.75645,-115.50371,1746.20020
  52.04312,-115.85323,1734.21057
  51.74936,-115.61193,1767.70935
  52.11666,-115.60304,1596.38245
  51.84988,-115.60342,1966.26709
  52.06756,-115.48298,1747.14062
  52.03746,-115.48850,1818.27148
  51.89778,-115.72061,1582.82739
  51.93321,-115.51947,1720.68054
  51.96943,-115.70110,1571.06165
  52.11515,-115.79658,1645.14355
  52.04536,-115.55764,1428.08911
  52.02774,-115.70091,1632.46582
  51.92496,-115.78990,2003.77515
  52.12166,-115.91333,1777.08594
  52.01910,-115.64891,1701.10291
  52.00705,-115.55332,1480.71082
  51.90781,-115.85052,2128.15259
  52.12920,-115.87453,1659.89941
  51.95576,-115.75145,1937.72180
  52.05947,-115.68393,1519.71741
  52.06905,-115.88390,1874.21191
  52.14967,-115.59573,1521.13257
  52.08810,-115.82272,1645.90955
  51.89059,-115.71685,1588.53418
  51.92635,-115.85616,2378.63330
  51.92740,-115.60837,1697.76233
  52.05811,-115.69074,1542.97668
  52.02193,-115.57354,1619.03601
  52.02341,-115.76977,1617.83459
  52.11716,-115.64638,1735.58740
  52.12349,-115.59504,1592.19995
  51.83467,-115.63658,2274.05957
  51.83121,-115.83631,2439.61426
  51.83748,-115.81524,2110.58618
  52.01643,-115.57470,1645.96240
  51.97157,-115.84794,2134.26221
  51.99050,-115.65051,1608.63489
  51.93526,-115.65118,1629.38135
  51.79224,-115.55575,1944.70178
  51.93528,-115.56475,1584.46851
  51.83110,-115.75195,1798.42834
  51.98816,-115.70968,1639.93738
  51.96991,-115.71939,1527.34009
  51.89517,-115.81451,2142.68018
  52.10435,-115.58514,1588.69592
  51.84221,-115.66675,2410.24927
  51.82557,-115.88476,2266.15405
  51.86713,-115.56782,2045.28833
  52.11479,-115.49335,1614.63318
  51.84530,-115.83043,1947.52637
  51.76726,-115.67751,2524.70654
  51.75737,-115.58887,1717.24292
  51.85152,-115.67153,2226.35034
  51.76969,-115.67894,2513.13794
  51.76918,-115.91317,2267.02026
  51.76013,-115.76901,2532.07544
  51.86320,-115.66469,2154.63379
  52.10893,-115.54080,1632.13037
  51.90856,-115.80740,2361.96167
  52.12064,-115.56665,1574.83521
  52.11623,-115.69950,1537.15247
  52.09930,-115.56144,1705.26953
  51.74139,-115.54097,1603.33484
  51.90205,-115.66947,1812.12244
  51.76432,-115.49015,2072.39893
  51.98363,-115.86651,2287.42114
  51.78427,-115.49084,1951.81116
  52.08931,-115.89441,1655.47375
  51.83303,-115.81338,1992.82068
  51.88440,-115.81101,1927.92944
  51.99218,-115.60258,1461.00000
  52.00325,-115.83901,2055.43066
  52.10912,-115.50592,1617.58936
  51.99599,-115.63361,1604.00867
  51.86940,-115.60527,1836.76453
  51.86897,-115.89432,1760.64795
  52.03431,-115.49477,1647.63123
  51.92485,-115.61965,1683.43164
  52.07271,-115.88545,1843.39526
  51.74230,-115.86171,2393.02417
  52.03382,-115.68414,1614.23865
  52.09893,-115.49315,1515.96790
  52.00179,-115.67447,1548.81897
  52.10618,-115.80922,1606.75867
  51.83674,-115.58036,2163.83496
  51.86423,-115.86107,1684.00000
  51.75353,-115.81417,2683.67773
  52.06145,-115.70946,1633.39941
  52.14340,-115.90793,1781.55029
  52.10538,-115.66317,1611.65808
  51.76442,-115.70450,2107.51245
  52.06812,-115.71359,1713.79614
  52.05141,-115.64629,1466.36218
  51.80463,-115.81863,2508.72168
  51.87720,-115.72877,1622.69434
  51.76000,-115.70508,2015.23291
  51.82462,-115.49255,1970.79004
  51.91411,-115.52790,1690.51721
  52.02188,-115.53683,1626.78101
  52.12482,-115.75849,1572.35828
  51.99683,-115.68458,1632.52942
  51.82829,-115.90312,2391.96021
  51.92655,-115.75493,2326.65308
  51.77779,-115.85370,2223.78711
  52.10338,-115.55783,1734.81299
  52.12376,-115.61615,1589.83948
  51.98352,-115.63761,1547.76733
  52.04801,-115.86776,1815.74463
  51.96559,-115.62162,1703.81238
  51.99491,-115.55037,1483.65845
  52.14840,-115.61532,1574.00293
  51.80278,-115.52455,2019.04431
  51.94385,-115.64271,1586.91333
  52.10285,-115.54292,1638.07739
  51.97648,-115.79737,1885.10938
  52.12285,-115.66356,1703.31262
  51.78344,-115.54320,1844.60083
