"","Month","Temperature","Year","nMonth","Date","Time"
"1748","May",13,1970,5,1970-05-15,0.134
"2107","Jun",16.4,1970,6,1970-06-15,0.165
"2466","Jul",15.2,1970,7,1970-07-15,0.195
"2825","Aug",16,1970,8,1970-08-15,0.226
"3184","Sep",14.4,1970,9,1970-09-15,0.257
"3543","Oct",10.7,1970,10,1970-10-15,0.287
"3902","Nov",7.8,1970,11,1970-11-15,0.318
"4261","Dec",4.3,1970,12,1970-12-15,0.348
"313","Jan",4.5,1971,1,1971-01-15,0.379
"672","Feb",4.5,1971,2,1971-02-15,0.41
"1031","Mar",4.9,1971,3,1971-03-15,0.438
"1390","Apr",7.9,1971,4,1971-04-15,0.469
"1749","May",11.6,1971,5,1971-05-15,0.499
"2108","Jun",12.4,1971,6,1971-06-15,0.53
"2467","Jul",16.9,1971,7,1971-07-15,0.56
"2826","Aug",15.6,1971,8,1971-08-15,0.591
"3185","Sep",14,1971,9,1971-09-15,0.622
"3544","Oct",11.3,1971,10,1971-10-15,0.652
"3903","Nov",6,1971,11,1971-11-15,0.683
"4262","Dec",6.6,1971,12,1971-12-15,0.713
"314","Jan",3.9,1972,1,1972-01-15,0.744
"673","Feb",4.3,1972,2,1972-02-15,0.775
"1032","Mar",6.5,1972,3,1972-03-15,0.804
"1391","Apr",8.2,1972,4,1972-04-15,0.835
"1750","May",10.5,1972,5,1972-05-15,0.865
"2109","Jun",11.8,1972,6,1972-06-15,0.896
"2468","Jul",15.6,1972,7,1972-07-15,0.926
"2827","Aug",15.1,1972,8,1972-08-15,0.957
"3186","Sep",11.7,1972,9,1972-09-15,0.988
"3545","Oct",10.6,1972,10,1972-10-15,1.018
"3904","Nov",6.3,1972,11,1972-11-15,1.049
"4263","Dec",5.8,1972,12,1972-12-15,1.079
"315","Jan",4.5,1973,1,1973-01-15,1.11
"674","Feb",4.3,1973,2,1973-02-15,1.141
"1033","Mar",6.2,1973,3,1973-03-15,1.169
"1392","Apr",7,1973,4,1973-04-15,1.2
"1751","May",11.4,1973,5,1973-05-15,1.23
"2110","Jun",14.8,1973,6,1973-06-15,1.261
"2469","Jul",15.6,1973,7,1973-07-15,1.291
"2828","Aug",16.5,1973,8,1973-08-15,1.322
"3187","Sep",14.3,1973,9,1973-09-15,1.353
"3546","Oct",9,1973,10,1973-10-15,1.383
"3905","Nov",6,1973,11,1973-11-15,1.414
"4264","Dec",4.9,1973,12,1973-12-15,1.444
"316","Jan",5.9,1974,1,1974-01-15,1.475
"675","Feb",5.4,1974,2,1974-02-15,1.506
"1034","Mar",5.8,1974,3,1974-03-15,1.534
"1393","Apr",8.2,1974,4,1974-04-15,1.565
"1752","May",11,1974,5,1974-05-15,1.595
"2111","Jun",13.9,1974,6,1974-06-15,1.626
"2470","Jul",15.2,1974,7,1974-07-15,1.656
"2829","Aug",15.2,1974,8,1974-08-15,1.687
"3188","Sep",12.1,1974,9,1974-09-15,1.718
"3547","Oct",7.8,1974,10,1974-10-15,1.748
"3906","Nov",6.8,1974,11,1974-11-15,1.779
"4265","Dec",8.1,1974,12,1974-12-15,1.809
"317","Jan",6.8,1975,1,1975-01-15,1.84
"676","Feb",4.4,1975,2,1975-02-15,1.871
"1035","Mar",4.8,1975,3,1975-03-15,1.899
"1394","Apr",8.3,1975,4,1975-04-15,1.93
"1753","May",9.9,1975,5,1975-05-15,1.96
"2112","Jun",14.7,1975,6,1975-06-15,1.991
"2471","Jul",17.4,1975,7,1975-07-15,2.021
"2830","Aug",18.7,1975,8,1975-08-15,2.052
"3189","Sep",13.5,1975,9,1975-09-15,2.083
"3548","Oct",9.9,1975,10,1975-10-15,2.113
"3907","Nov",6.3,1975,11,1975-11-15,2.144
"4266","Dec",5.3,1975,12,1975-12-15,2.174
"318","Jan",5.9,1976,1,1976-01-15,2.205
"677","Feb",4.5,1976,2,1976-02-15,2.236
"1036","Mar",4.8,1976,3,1976-03-15,2.265
"1395","Apr",8.1,1976,4,1976-04-15,2.296
"1754","May",12.1,1976,5,1976-05-15,2.326
"2113","Jun",17,1976,6,1976-06-15,2.357
"2472","Jul",18.7,1976,7,1976-07-15,2.387
"2831","Aug",17.6,1976,8,1976-08-15,2.418
"3190","Sep",13.4,1976,9,1976-09-15,2.449
"3549","Oct",10.6,1976,10,1976-10-15,2.479
"3908","Nov",6.3,1976,11,1976-11-15,2.51
"4267","Dec",2,1976,12,1976-12-15,2.54
"319","Jan",2.8,1977,1,1977-01-15,2.571
"678","Feb",5.2,1977,2,1977-02-15,2.602
"1037","Mar",6.9,1977,3,1977-03-15,2.63
"1396","Apr",7.2,1977,4,1977-04-15,2.661
"1755","May",10.6,1977,5,1977-05-15,2.691
"2114","Jun",12.2,1977,6,1977-06-15,2.722
"2473","Jul",15.9,1977,7,1977-07-15,2.752
"2832","Aug",15.2,1977,8,1977-08-15,2.783
"3191","Sep",13.3,1977,9,1977-09-15,2.814
"3550","Oct",11.8,1977,10,1977-10-15,2.844
"3909","Nov",6.6,1977,11,1977-11-15,2.875
"4268","Dec",6.1,1977,12,1977-12-15,2.905
"320","Jan",3.4,1978,1,1978-01-15,2.936
"679","Feb",2.8,1978,2,1978-02-15,2.967
"1038","Mar",6.7,1978,3,1978-03-15,2.995
"1397","Apr",6.5,1978,4,1978-04-15,3.026
"1756","May",11.7,1978,5,1978-05-15,3.056
"2115","Jun",13.7,1978,6,1978-06-15,3.087
"2474","Jul",14.8,1978,7,1978-07-15,3.117
"2833","Aug",15,1978,8,1978-08-15,3.148
"3192","Sep",14.2,1978,9,1978-09-15,3.179
"3551","Oct",11.9,1978,10,1978-10-15,3.209
"3910","Nov",8.5,1978,11,1978-11-15,3.24
"4269","Dec",3.9,1978,12,1978-12-15,3.27
"321","Jan",-0.4,1979,1,1979-01-15,3.301
"680","Feb",1.2,1979,2,1979-02-15,3.332
"1039","Mar",4.7,1979,3,1979-03-15,3.36
"1398","Apr",7.8,1979,4,1979-04-15,3.391
"1757","May",10,1979,5,1979-05-15,3.421
"2116","Jun",13.9,1979,6,1979-06-15,3.452
"2475","Jul",16.2,1979,7,1979-07-15,3.482
"2834","Aug",14.9,1979,8,1979-08-15,3.513
"3193","Sep",13.5,1979,9,1979-09-15,3.544
"3552","Oct",11.3,1979,10,1979-10-15,3.574
"3911","Nov",6.8,1979,11,1979-11-15,3.605
"4270","Dec",5.8,1979,12,1979-12-15,3.635
"322","Jan",2.3,1980,1,1980-01-15,3.666
"681","Feb",5.7,1980,2,1980-02-15,3.697
"1040","Mar",4.7,1980,3,1980-03-15,3.726
"1399","Apr",8.8,1980,4,1980-04-15,3.757
"1758","May",11.2,1980,5,1980-05-15,3.787
"2117","Jun",13.8,1980,6,1980-06-15,3.818
"2476","Jul",14.7,1980,7,1980-07-15,3.848
"2835","Aug",15.9,1980,8,1980-08-15,3.879
"3194","Sep",14.7,1980,9,1980-09-15,3.91
"3553","Oct",9,1980,10,1980-10-15,3.94
"3912","Nov",6.6,1980,11,1980-11-15,3.971
"4271","Dec",5.6,1980,12,1980-12-15,4.001
"323","Jan",4.9,1981,1,1981-01-15,4.032
"682","Feb",3,1981,2,1981-02-15,4.063
"1041","Mar",7.9,1981,3,1981-03-15,4.091
"1400","Apr",7.8,1981,4,1981-04-15,4.122
"1759","May",11.2,1981,5,1981-05-15,4.152
"2118","Jun",13.2,1981,6,1981-06-15,4.183
"2477","Jul",15.5,1981,7,1981-07-15,4.213
"2836","Aug",16.2,1981,8,1981-08-15,4.244
"3195","Sep",14.5,1981,9,1981-09-15,4.275
"3554","Oct",8.6,1981,10,1981-10-15,4.305
"3913","Nov",7.8,1981,11,1981-11-15,4.336
"4272","Dec",0.3,1981,12,1981-12-15,4.366
"324","Jan",2.6,1982,1,1982-01-15,4.397
"683","Feb",4.8,1982,2,1982-02-15,4.428
"1042","Mar",6.1,1982,3,1982-03-15,4.456
"1401","Apr",8.6,1982,4,1982-04-15,4.487
"1760","May",11.6,1982,5,1982-05-15,4.517
"2119","Jun",15.5,1982,6,1982-06-15,4.548
"2478","Jul",16.5,1982,7,1982-07-15,4.578
"2837","Aug",15.7,1982,8,1982-08-15,4.609
"3196","Sep",14.2,1982,9,1982-09-15,4.64
"3555","Oct",10.1,1982,10,1982-10-15,4.67
"3914","Nov",8,1982,11,1982-11-15,4.701
"4273","Dec",4.4,1982,12,1982-12-15,4.731
"325","Jan",6.7,1983,1,1983-01-15,4.762
"684","Feb",1.7,1983,2,1983-02-15,4.793
"1043","Mar",6.4,1983,3,1983-03-15,4.821
"1402","Apr",6.8,1983,4,1983-04-15,4.852
"1761","May",10.3,1983,5,1983-05-15,4.882
"2120","Jun",14.4,1983,6,1983-06-15,4.913
"2479","Jul",19.5,1983,7,1983-07-15,4.943
"2838","Aug",17.3,1983,8,1983-08-15,4.974
"3197","Sep",13.7,1983,9,1983-09-15,5.005
"3556","Oct",10.5,1983,10,1983-10-15,5.035
"3915","Nov",7.5,1983,11,1983-11-15,5.066
"4274","Dec",5.6,1983,12,1983-12-15,5.096
"326","Jan",3.8,1984,1,1984-01-15,5.127
"685","Feb",3.3,1984,2,1984-02-15,5.158
"1044","Mar",4.7,1984,3,1984-03-15,5.187
"1403","Apr",8.1,1984,4,1984-04-15,5.218
"1762","May",9.9,1984,5,1984-05-15,5.248
"2121","Jun",14.5,1984,6,1984-06-15,5.279
"2480","Jul",16.9,1984,7,1984-07-15,5.309
"2839","Aug",17.6,1984,8,1984-08-15,5.34
"3198","Sep",13.7,1984,9,1984-09-15,5.371
"3557","Oct",11.1,1984,10,1984-10-15,5.401
"3916","Nov",8,1984,11,1984-11-15,5.432
"4275","Dec",5.2,1984,12,1984-12-15,5.462
"327","Jan",0.8,1985,1,1985-01-15,5.493
"686","Feb",2.1,1985,2,1985-02-15,5.524
"1045","Mar",4.7,1985,3,1985-03-15,5.552
"1404","Apr",8.3,1985,4,1985-04-15,5.583
"1763","May",10.9,1985,5,1985-05-15,5.613
"2122","Jun",12.7,1985,6,1985-06-15,5.644
"2481","Jul",16.2,1985,7,1985-07-15,5.674
"2840","Aug",14.6,1985,8,1985-08-15,5.705
"3199","Sep",14.6,1985,9,1985-09-15,5.736
"3558","Oct",11,1985,10,1985-10-15,5.766
"3917","Nov",4.1,1985,11,1985-11-15,5.797
"4276","Dec",6.3,1985,12,1985-12-15,5.827
"328","Jan",3.5,1986,1,1986-01-15,5.858
"687","Feb",-1.1,1986,2,1986-02-15,5.889
"1046","Mar",4.9,1986,3,1986-03-15,5.917
"1405","Apr",5.8,1986,4,1986-04-15,5.948
"1764","May",11.1,1986,5,1986-05-15,5.978
"2123","Jun",14.8,1986,6,1986-06-15,6.009
"2482","Jul",15.9,1986,7,1986-07-15,6.039
"2841","Aug",13.7,1986,8,1986-08-15,6.07
"3200","Sep",11.3,1986,9,1986-09-15,6.101
"3559","Oct",11,1986,10,1986-10-15,6.131
"3918","Nov",7.8,1986,11,1986-11-15,6.162
"4277","Dec",6.2,1986,12,1986-12-15,6.192
"329","Jan",0.8,1987,1,1987-01-15,6.223
"688","Feb",3.6,1987,2,1987-02-15,6.254
"1047","Mar",4.1,1987,3,1987-03-15,6.282
"1406","Apr",10.3,1987,4,1987-04-15,6.313
"1765","May",10.1,1987,5,1987-05-15,6.343
"2124","Jun",12.8,1987,6,1987-06-15,6.374
"2483","Jul",15.9,1987,7,1987-07-15,6.404
"2842","Aug",15.6,1987,8,1987-08-15,6.435
"3201","Sep",13.6,1987,9,1987-09-15,6.466
"3560","Oct",9.7,1987,10,1987-10-15,6.496
"3919","Nov",6.5,1987,11,1987-11-15,6.527
"4278","Dec",5.6,1987,12,1987-12-15,6.557
"330","Jan",5.3,1988,1,1988-01-15,6.588
"689","Feb",4.9,1988,2,1988-02-15,6.619
"1048","Mar",6.4,1988,3,1988-03-15,6.648
"1407","Apr",8.2,1988,4,1988-04-15,6.679
"1766","May",11.9,1988,5,1988-05-15,6.709
"2125","Jun",14.4,1988,6,1988-06-15,6.74
"2484","Jul",14.7,1988,7,1988-07-15,6.77
"2843","Aug",15.2,1988,8,1988-08-15,6.801
"3202","Sep",13.2,1988,9,1988-09-15,6.832
"3561","Oct",10.4,1988,10,1988-10-15,6.862
"3920","Nov",5.2,1988,11,1988-11-15,6.893
"4279","Dec",7.5,1988,12,1988-12-15,6.923
"331","Jan",6.1,1989,1,1989-01-15,6.954
"690","Feb",5.9,1989,2,1989-02-15,6.985
"1049","Mar",7.5,1989,3,1989-03-15,7.013
"1408","Apr",6.6,1989,4,1989-04-15,7.044
"1767","May",13,1989,5,1989-05-15,7.074
"2126","Jun",14.6,1989,6,1989-06-15,7.105
"2485","Jul",18.2,1989,7,1989-07-15,7.135
"2844","Aug",16.6,1989,8,1989-08-15,7.166
"3203","Sep",14.7,1989,9,1989-09-15,7.197
"3562","Oct",11.7,1989,10,1989-10-15,7.227
"3921","Nov",6.2,1989,11,1989-11-15,7.258
"4280","Dec",4.9,1989,12,1989-12-15,7.288
"332","Jan",6.5,1990,1,1990-01-15,7.319
"691","Feb",7.3,1990,2,1990-02-15,7.35
"1050","Mar",8.3,1990,3,1990-03-15,7.378
"1409","Apr",8,1990,4,1990-04-15,7.409
"1768","May",12.6,1990,5,1990-05-15,7.439
"2127","Jun",13.6,1990,6,1990-06-15,7.47
"2486","Jul",16.9,1990,7,1990-07-15,7.5
"2845","Aug",18,1990,8,1990-08-15,7.531
"3204","Sep",13.2,1990,9,1990-09-15,7.562
"3563","Oct",11.9,1990,10,1990-10-15,7.592
"3922","Nov",6.9,1990,11,1990-11-15,7.623
"4281","Dec",4.3,1990,12,1990-12-15,7.653
"333","Jan",3.3,1991,1,1991-01-15,7.684
"692","Feb",1.5,1991,2,1991-02-15,7.715
"1051","Mar",7.9,1991,3,1991-03-15,7.743
"1410","Apr",7.9,1991,4,1991-04-15,7.774
"1769","May",10.8,1991,5,1991-05-15,7.804
"2128","Jun",12.1,1991,6,1991-06-15,7.835
"2487","Jul",17.3,1991,7,1991-07-15,7.865
"2846","Aug",17.1,1991,8,1991-08-15,7.896
"3205","Sep",14.7,1991,9,1991-09-15,7.927
"3564","Oct",10.2,1991,10,1991-10-15,7.957
"3923","Nov",6.8,1991,11,1991-11-15,7.988
"4282","Dec",4.7,1991,12,1991-12-15,8.018
"334","Jan",3.7,1992,1,1992-01-15,8.049
"693","Feb",5.4,1992,2,1992-02-15,8.08
"1052","Mar",7.5,1992,3,1992-03-15,8.109
"1411","Apr",8.7,1992,4,1992-04-15,8.14
"1770","May",13.6,1992,5,1992-05-15,8.17
"2129","Jun",15.7,1992,6,1992-06-15,8.201
"2488","Jul",16.2,1992,7,1992-07-15,8.231
"2847","Aug",15.3,1992,8,1992-08-15,8.262
"3206","Sep",13.4,1992,9,1992-09-15,8.293
"3565","Oct",7.8,1992,10,1992-10-15,8.323
"3924","Nov",7.4,1992,11,1992-11-15,8.354
"4283","Dec",3.6,1992,12,1992-12-15,8.384
"335","Jan",5.9,1993,1,1993-01-15,8.415
"694","Feb",4.6,1993,2,1993-02-15,8.446
"1053","Mar",6.7,1993,3,1993-03-15,8.474
"1412","Apr",9.5,1993,4,1993-04-15,8.505
"1771","May",11.4,1993,5,1993-05-15,8.535
"2130","Jun",15,1993,6,1993-06-15,8.566
"2489","Jul",15.2,1993,7,1993-07-15,8.596
"2848","Aug",14.6,1993,8,1993-08-15,8.627
"3207","Sep",12.4,1993,9,1993-09-15,8.658
"3566","Oct",8.5,1993,10,1993-10-15,8.688
"3925","Nov",4.6,1993,11,1993-11-15,8.719
"4284","Dec",5.5,1993,12,1993-12-15,8.749
"336","Jan",5.3,1994,1,1994-01-15,8.78
"695","Feb",3.2,1994,2,1994-02-15,8.811
"1054","Mar",7.7,1994,3,1994-03-15,8.839
"1413","Apr",8.1,1994,4,1994-04-15,8.87
"1772","May",10.7,1994,5,1994-05-15,8.9
"2131","Jun",14.5,1994,6,1994-06-15,8.931
"2490","Jul",18,1994,7,1994-07-15,8.961
"2849","Aug",16,1994,8,1994-08-15,8.992
"3208","Sep",12.7,1994,9,1994-09-15,9.023
"3567","Oct",10.2,1994,10,1994-10-15,9.053
"3926","Nov",10.1,1994,11,1994-11-15,9.084
"4285","Dec",6.4,1994,12,1994-12-15,9.114
"337","Jan",4.8,1995,1,1995-01-15,9.145
"696","Feb",6.5,1995,2,1995-02-15,9.176
"1055","Mar",5.6,1995,3,1995-03-15,9.204
"1414","Apr",9.1,1995,4,1995-04-15,9.235
"1773","May",11.6,1995,5,1995-05-15,9.265
"2132","Jun",14.3,1995,6,1995-06-15,9.296
"2491","Jul",18.6,1995,7,1995-07-15,9.326
"2850","Aug",19.2,1995,8,1995-08-15,9.357
"3209","Sep",13.7,1995,9,1995-09-15,9.388
"3568","Oct",12.9,1995,10,1995-10-15,9.418
"3927","Nov",7.7,1995,11,1995-11-15,9.449
"4286","Dec",2.3,1995,12,1995-12-15,9.479
"338","Jan",4.3,1996,1,1996-01-15,9.51
"697","Feb",2.5,1996,2,1996-02-15,9.541
"1056","Mar",4.5,1996,3,1996-03-15,9.57
"1415","Apr",8.5,1996,4,1996-04-15,9.601
"1774","May",9.1,1996,5,1996-05-15,9.631
"2133","Jun",14.4,1996,6,1996-06-15,9.662
"2492","Jul",16.5,1996,7,1996-07-15,9.692
"2851","Aug",16.5,1996,8,1996-08-15,9.723
"3210","Sep",13.6,1996,9,1996-09-15,9.754
"3569","Oct",11.7,1996,10,1996-10-15,9.784
"3928","Nov",5.9,1996,11,1996-11-15,9.815
"4287","Dec",2.9,1996,12,1996-12-15,9.845
"339","Jan",2.5,1997,1,1997-01-15,9.876
"698","Feb",6.7,1997,2,1997-02-15,9.907
"1057","Mar",8.4,1997,3,1997-03-15,9.935
"1416","Apr",9,1997,4,1997-04-15,9.966
"1775","May",11.5,1997,5,1997-05-15,9.996
"2134","Jun",14.1,1997,6,1997-06-15,10.027
"2493","Jul",16.7,1997,7,1997-07-15,10.057
"2852","Aug",18.9,1997,8,1997-08-15,10.088
"3211","Sep",14.2,1997,9,1997-09-15,10.119
"3570","Oct",10.2,1997,10,1997-10-15,10.149
"3929","Nov",8.4,1997,11,1997-11-15,10.18
"4288","Dec",5.8,1997,12,1997-12-15,10.21
"340","Jan",5.2,1998,1,1998-01-15,10.241
"699","Feb",7.3,1998,2,1998-02-15,10.272
"1058","Mar",7.9,1998,3,1998-03-15,10.3
"1417","Apr",7.7,1998,4,1998-04-15,10.331
"1776","May",13.1,1998,5,1998-05-15,10.361
"2135","Jun",14.2,1998,6,1998-06-15,10.392
"2494","Jul",15.5,1998,7,1998-07-15,10.422
"2853","Aug",15.9,1998,8,1998-08-15,10.453
"3212","Sep",14.9,1998,9,1998-09-15,10.484
"3571","Oct",10.6,1998,10,1998-10-15,10.514
"3930","Nov",6.2,1998,11,1998-11-15,10.545
"4289","Dec",5.5,1998,12,1998-12-15,10.575
"341","Jan",5.5,1999,1,1999-01-15,10.606
"700","Feb",5.3,1999,2,1999-02-15,10.637
"1059","Mar",7.4,1999,3,1999-03-15,10.665
"1418","Apr",9.4,1999,4,1999-04-15,10.696
"1777","May",12.9,1999,5,1999-05-15,10.726
"2136","Jun",13.9,1999,6,1999-06-15,10.757
"2495","Jul",17.7,1999,7,1999-07-15,10.787
"2854","Aug",16.1,1999,8,1999-08-15,10.818
"3213","Sep",15.6,1999,9,1999-09-15,10.849
"3572","Oct",10.7,1999,10,1999-10-15,10.879
"3931","Nov",7.9,1999,11,1999-11-15,10.91
"4290","Dec",5,1999,12,1999-12-15,10.94
"342","Jan",4.9,2000,1,2000-01-15,10.971
"701","Feb",6.3,2000,2,2000-02-15,11.002
"1060","Mar",7.6,2000,3,2000-03-15,11.031
"1419","Apr",7.8,2000,4,2000-04-15,11.062
"1778","May",12.1,2000,5,2000-05-15,11.092
"2137","Jun",15.1,2000,6,2000-06-15,11.123
"2496","Jul",15.5,2000,7,2000-07-15,11.153
"2855","Aug",16.6,2000,8,2000-08-15,11.184
"3214","Sep",14.7,2000,9,2000-09-15,11.215
"3573","Oct",10.3,2000,10,2000-10-15,11.245
"3932","Nov",7,2000,11,2000-11-15,11.276
"4291","Dec",5.8,2000,12,2000-12-15,11.306
"343","Jan",3.2,2001,1,2001-01-15,11.337
"702","Feb",4.4,2001,2,2001-02-15,11.368
"1061","Mar",5.2,2001,3,2001-03-15,11.396
"1420","Apr",7.7,2001,4,2001-04-15,11.427
"1779","May",12.6,2001,5,2001-05-15,11.457
"2138","Jun",14.3,2001,6,2001-06-15,11.488
"2497","Jul",17.2,2001,7,2001-07-15,11.518
"2856","Aug",16.8,2001,8,2001-08-15,11.549
"3215","Sep",13.4,2001,9,2001-09-15,11.58
"3574","Oct",13.3,2001,10,2001-10-15,11.61
"3933","Nov",7.5,2001,11,2001-11-15,11.641
"4292","Dec",3.6,2001,12,2001-12-15,11.671
"344","Jan",5.5,2002,1,2002-01-15,11.702
"703","Feb",7,2002,2,2002-02-15,11.733
"1062","Mar",7.6,2002,3,2002-03-15,11.761
"1421","Apr",9.3,2002,4,2002-04-15,11.792
"1780","May",11.8,2002,5,2002-05-15,11.822
"2139","Jun",14.4,2002,6,2002-06-15,11.853
"2498","Jul",16,2002,7,2002-07-15,11.883
"2857","Aug",17,2002,8,2002-08-15,11.914
"3216","Sep",14.4,2002,9,2002-09-15,11.945
"3575","Oct",10.1,2002,10,2002-10-15,11.975
"3934","Nov",8.5,2002,11,2002-11-15,12.006
"4293","Dec",5.7,2002,12,2002-12-15,12.036
"345","Jan",4.5,2003,1,2003-01-15,12.067
"704","Feb",3.9,2003,2,2003-02-15,12.098
"1063","Mar",7.5,2003,3,2003-03-15,12.126
"1422","Apr",9.6,2003,4,2003-04-15,12.157
"1781","May",12.1,2003,5,2003-05-15,12.187
"2140","Jun",16.1,2003,6,2003-06-15,12.218
"2499","Jul",17.6,2003,7,2003-07-15,12.248
"2858","Aug",18.3,2003,8,2003-08-15,12.279
"3217","Sep",14.3,2003,9,2003-09-15,12.31
"3576","Oct",9.2,2003,10,2003-10-15,12.34
"3935","Nov",8.1,2003,11,2003-11-15,12.371
"4294","Dec",4.8,2003,12,2003-12-15,12.401
"346","Jan",5.2,2004,1,2004-01-15,12.432
"705","Feb",5.4,2004,2,2004-02-15,12.463
"1064","Mar",6.5,2004,3,2004-03-15,12.492
"1423","Apr",9.4,2004,4,2004-04-15,12.523
"1782","May",12.1,2004,5,2004-05-15,12.553
"2141","Jun",15.3,2004,6,2004-06-15,12.584
"2500","Jul",15.8,2004,7,2004-07-15,12.614
"2859","Aug",17.6,2004,8,2004-08-15,12.645
"3218","Sep",14.9,2004,9,2004-09-15,12.676
"3577","Oct",10.5,2004,10,2004-10-15,12.706
"3936","Nov",7.7,2004,11,2004-11-15,12.737
"4295","Dec",5.4,2004,12,2004-12-15,12.767
"347","Jan",6,2005,1,2005-01-15,12.798
"706","Feb",4.3,2005,2,2005-02-15,12.829
"1065","Mar",7.2,2005,3,2005-03-15,12.857
"1424","Apr",8.9,2005,4,2005-04-15,12.888
"1783","May",11.4,2005,5,2005-05-15,12.918
"2142","Jun",15.5,2005,6,2005-06-15,12.949
"2501","Jul",16.9,2005,7,2005-07-15,12.979
"2860","Aug",16.2,2005,8,2005-08-15,13.01
"3219","Sep",15.2,2005,9,2005-09-15,13.041
"3578","Oct",13.1,2005,10,2005-10-15,13.071
"3937","Nov",6.2,2005,11,2005-11-15,13.102
"4296","Dec",4.4,2005,12,2005-12-15,13.132
"348","Jan",4.3,2006,1,2006-01-15,13.163
"707","Feb",3.7,2006,2,2006-02-15,13.194
"1066","Mar",4.9,2006,3,2006-03-15,13.222
"1425","Apr",8.6,2006,4,2006-04-15,13.253
"1784","May",12.3,2006,5,2006-05-15,13.283
"2143","Jun",15.9,2006,6,2006-06-15,13.314
"2502","Jul",19.7,2006,7,2006-07-15,13.344
"2861","Aug",16.1,2006,8,2006-08-15,13.375
"3220","Sep",16.8,2006,9,2006-09-15,13.406
"3579","Oct",13,2006,10,2006-10-15,13.436
"3938","Nov",8.1,2006,11,2006-11-15,13.467
"4297","Dec",6.5,2006,12,2006-12-15,13.497
"349","Jan",7,2007,1,2007-01-15,13.528
"708","Feb",5.8,2007,2,2007-02-15,13.559
"1067","Mar",7.2,2007,3,2007-03-15,13.587
"1426","Apr",11.2,2007,4,2007-04-15,13.618
"1785","May",11.9,2007,5,2007-05-15,13.648
"2144","Jun",15.1,2007,6,2007-06-15,13.679
"2503","Jul",15.2,2007,7,2007-07-15,13.709
"2862","Aug",15.4,2007,8,2007-08-15,13.74
"3221","Sep",13.8,2007,9,2007-09-15,13.771
"3580","Oct",10.9,2007,10,2007-10-15,13.801
"3939","Nov",7.3,2007,11,2007-11-15,13.832
"4298","Dec",4.9,2007,12,2007-12-15,13.862
"350","Jan",6.6,2008,1,2008-01-15,13.893
"709","Feb",5.4,2008,2,2008-02-15,13.924
"1068","Mar",6.1,2008,3,2008-03-15,13.953
"1427","Apr",7.9,2008,4,2008-04-15,13.984
"1786","May",13.4,2008,5,2008-05-15,14.014
"2145","Jun",13.9,2008,6,2008-06-15,14.045
"2504","Jul",16.2,2008,7,2008-07-15,14.075
"2863","Aug",16.2,2008,8,2008-08-15,14.106
"3222","Sep",13.5,2008,9,2008-09-15,14.137
"3581","Oct",9.7,2008,10,2008-10-15,14.167
"3940","Nov",7,2008,11,2008-11-15,14.198
"4299","Dec",3.5,2008,12,2008-12-15,14.228
"351","Jan",3,2009,1,2009-01-15,14.259
"710","Feb",4.1,2009,2,2009-02-15,14.29
"1069","Mar",7,2009,3,2009-03-15,14.318
"1428","Apr",10,2009,4,2009-04-15,14.349
"1787","May",12.1,2009,5,2009-05-15,14.379
"2146","Jun",14.8,2009,6,2009-06-15,14.41
"2505","Jul",16.1,2009,7,2009-07-15,14.44
"2864","Aug",16.6,2009,8,2009-08-15,14.471
"3223","Sep",14.2,2009,9,2009-09-15,14.502
"3582","Oct",11.6,2009,10,2009-10-15,14.532
"3941","Nov",8.7,2009,11,2009-11-15,14.563
"4300","Dec",3.1,2009,12,2009-12-15,14.593
"352","Jan",1.4,2010,1,2010-01-15,14.624
"711","Feb",2.8,2010,2,2010-02-15,14.655
"1070","Mar",6.1,2010,3,2010-03-15,14.683
"1429","Apr",8.8,2010,4,2010-04-15,14.714
"1788","May",10.7,2010,5,2010-05-15,14.744
"2147","Jun",15.2,2010,6,2010-06-15,14.775
"2506","Jul",17.1,2010,7,2010-07-15,14.805
"2865","Aug",15.3,2010,8,2010-08-15,14.836
"3224","Sep",13.8,2010,9,2010-09-15,14.867
"3583","Oct",10.3,2010,10,2010-10-15,14.897
"3942","Nov",5.2,2010,11,2010-11-15,14.928
"4301","Dec",-0.7,2010,12,2010-12-15,14.958
"353","Jan",3.7,2011,1,2011-01-15,14.989
"712","Feb",6.4,2011,2,2011-02-15,15.02
"1071","Mar",6.7,2011,3,2011-03-15,15.048
"1430","Apr",11.8,2011,4,2011-04-15,15.079
"1789","May",12.2,2011,5,2011-05-15,15.109
"2148","Jun",13.8,2011,6,2011-06-15,15.14
"2507","Jul",15.2,2011,7,2011-07-15,15.17
"2866","Aug",15.4,2011,8,2011-08-15,15.201
"3225","Sep",15.1,2011,9,2011-09-15,15.232
"3584","Oct",12.6,2011,10,2011-10-15,15.262
"3943","Nov",9.6,2011,11,2011-11-15,15.293
"4302","Dec",6,2011,12,2011-12-15,15.323
"354","Jan",5.4,2012,1,2012-01-15,15.354
"713","Feb",3.8,2012,2,2012-02-15,15.385
"1072","Mar",8.3,2012,3,2012-03-15,15.414
"1431","Apr",7.2,2012,4,2012-04-15,15.445
"1790","May",11.7,2012,5,2012-05-15,15.475
"2149","Jun",13.5,2012,6,2012-06-15,15.506
"2508","Jul",15.5,2012,7,2012-07-15,15.536
